x,u,c,t,x1
5.0693634737764315,1.9190396274467376,7.4082201849677505,1.7526765520574863,1.7661948745789866
8.762434131283976,1.8813454025888159,16.320461895457434,1.9146083162582035,5.19502677021105
8.825747133748479,1.084824113649784,13.35198675621534,1.5895210726360665,7.124952116477528
8.218320818985351,1.9723059168498416,8.902950508916872,1.6967325625384817,4.995982029860787
9.963312870843087,1.3479058625308218,11.444421327558718,1.9364514479711032,7.404696033591554
6.542654642722608,1.7373244811161592,19.594105585090773,1.8492135130639176,3.3431378732265804
9.236999977904226,1.9113636779798244,8.223537183875681,1.110042753353376,7.315650333378898
9.862778192571204,1.5528213886965698,7.554532368488238,1.7051557867947635,7.3723988743740225
8.009549353678196,1.6121520439316372,12.202583211225328,1.88388734845472,5.0164087953095695
5.94590252806651,1.3727825189203988,9.250021655230936,1.176152836597363,4.379801819962088
5.7578764346131335,1.6764398520682242,12.036274980228734,1.5787915538687465,3.14175088703284
8.405977197334309,1.3258201131848342,11.730158162120128,1.9200826092369776,5.898088238899903
5.61961256086522,1.5048483927341334,18.352099002069206,1.1363136099929467,3.922843277953192
5.836987552541191,1.8308040896215787,6.2252678354221285,1.4589686392179817,3.3123854686365246
9.834342052945088,1.7997889114550192,5.967130744152534,1.3152977189628483,7.831818422550645
5.32118349868574,1.9942215002612853,14.51952364247688,1.0269844519854665,3.304465733587616
5.508226453414993,1.6474438066606147,5.9697584784337225,1.2706824946494648,3.5528122713401116
9.2610335079508,1.8270614729350911,15.722134519065046,1.6703905591027473,6.251482798626058
8.342595362152244,1.564072906817653,13.687493401342685,1.5086553788427588,6.022396834111063
6.431523805452115,1.9371471159985976,11.614937538187645,1.5947980774694823,3.3896405482461436
9.178241851173198,1.950829131799097,18.109586163332114,1.3062568283103269,6.668764276270778
6.3363295131925605,1.542279976052078,10.632398080366153,1.7109699758724188,3.7370593086571073
9.528287268215877,1.0715554476359097,13.232417734606642,1.6338648932373196,7.803137804262293
7.529366799828304,1.287809642156799,7.295401969525567,1.5445523358435271,5.6286675732630655
7.9723707295254505,1.5338784497504387,8.815916163122715,1.3940062424917272,5.924498148344264
7.260481240682928,1.1247204441482521,11.079854131010736,1.430536162204499,5.680872646393386
9.8084858792037,1.5494225424255783,9.216584289923068,1.7401570662692691,7.2149314597981204
7.6681292518512025,1.4260442395364288,7.855793281765955,1.3771912984754742,5.800565119537339
6.800423100647564,1.1823959480466404,15.200893583028334,1.8245730539292195,4.657165663068046
9.722711357287752,1.3695579363001544,6.471446645716991,1.6946024733617495,7.573395010556357
