n,alpha,epsilon,Ef,Pol
0.2394951809243665,0.15975676630264202,1.3092173885188343,1.28749267158214,0.06532614609294317
0.954380134418257,0.4993815795644821,1.7042893503277186,1.8881598542956488,1.8233545747020692
0.1851535347064076,0.13889682052375366,1.325291415271003,1.2602657539290545,0.0433248265046924
0.7310318064005672,0.6774218660817808,1.3207527838838855,1.7229369277476583,1.349700888023535
0.7515772964227404,0.1512546545661786,1.0729983318061307,1.6652648993145278,0.21112588635417145
0.5782068110160028,0.2212175990569727,1.978421416195786,1.650576563453748,0.436295259376242
0.2470086478089575,0.0960464200534843,1.8523131367060888,1.9845680826162693,0.08790667329040326
0.7454947713531466,0.7190851793445049,1.4626801845015234,1.0001665937870563,0.9548613157965976
0.3629636670984589,0.50896365818053,1.5715652741144432,1.7130256892640354,0.5299662942475791
0.8222584647779722,0.720402117039215,1.1843785674582703,1.4091878111085323,1.2318898240158422
0.8639127584003254,0.09493870191070586,1.6730909682482622,1.356936418751524,0.19143925221904384
0.8417169576349851,0.7605545751526495,1.0303289574461816,1.5161009509892494,1.2712803451225616
0.4318167095849853,0.06615371026927075,1.103030866896648,1.7936675598843916,0.05706088155350636
0.009198698617660985,0.3296913538015026,1.546282143926126,1.3628424117596631,0.006397460071224946
0.15033767181743266,0.4856715179457622,1.2635534002867497,1.962954822142425,0.1856158582374807
0.9541862842749848,0.7630514381103642,1.2491808702026104,1.1443377066913616,1.37434973989272
0.37094079882913256,0.336535266707191,1.7873187033731743,1.9225725148656776,0.4475879077411863
0.053678313788109056,0.8633715160138707,1.7300409424853174,1.7160813494278109,0.1397501308193234
0.18075847947048285,0.7951086774725691,1.8431656954858795,1.4147622583539516,0.3936351693982345
0.006273961721428578,0.2645160066879878,1.5521455903771326,1.1760500415192587,0.0030310450564657136
0.4339926799704361,0.14204968970348752,1.2430422582626337,1.8209803573147467,0.1424726031817675
0.8995151092811834,0.10986687423743867,1.0418731287718006,1.1201708176733982,0.11926745105602744
0.7338421168059347,0.22889689677183836,1.4722118521288756,1.953894186932416,0.5118443754630063
0.5880555436800927,0.997724165009134,1.4318800759431811,1.7587294730774576,1.8367395137793217
0.5743601662381744,0.23530907375432866,1.8518214574684453,1.1006588823354957,0.2884659358072109
0.9798934413743454,0.8956303651294251,1.9499433157140225,1.318606879629868,3.189653956684986
0.544881484068587,0.51745528079786,1.080387037142892,1.6202393183220551,0.5447503353426044
0.4891610652601768,0.1298773676903754,1.9060703325458064,1.819129277538548,0.22505241231656475
0.2860732497267016,0.6391278441748692,1.4808325967832,1.0861555553975268,0.3131643513336185
0.3089107694896519,0.5107174994395336,1.8955276194623316,1.6890036040465026,0.5331334432238061
0.4567080126937858,0.3855344015774207,1.5957390333524342,1.340655558874075,0.4001743053932888
0.11579822709328612,0.8485095926385788,1.2852611729866554,1.3528531970639088,0.17662935077490918
0.4857282711322808,0.4254678527167721,1.289386581274383,1.6338228611012184,0.467569287473346
0.157994530283741,0.6262502562400116,1.9493408165140709,1.8745226333010456,0.3738811702385568
0.29170562276539425,0.9862045267733436,1.4947702881192793,1.1931612649132326,0.5675001074476508
0.9646635678548384,0.008644451779027174,1.6279974690365329,1.7182446909709916,0.023391654576094538
0.025865826637955558,0.2943049069095157,1.3670483832182188,1.7469427187846518,0.01822593554815907
0.7089166100930183,0.07525676032492777,1.7568343047242865,1.0624563470276494,0.10138539165279477
0.3325265305400834,0.018764417594664958,1.8555425497251488,1.971252549637,0.02287066545382569
0.590402607927082,0.5834255444275874,1.141624070793094,1.6894671657555445,0.7505408371183262
0.9901250413909066,0.5911531323600933,1.4437602031721002,1.8255111092801075,1.9165954383136128
0.3261735668260789,0.809990716037208,1.40148757254326,1.173127389137909,0.4763210248693063
0.9998714684762876,0.6474452540844297,1.0935645918202286,1.7958386342736683,1.6211572093687232
0.4153580503677502,0.5824587196316778,1.1579625982450548,1.7574119707425295,0.5355150687042841
0.180781050772628,0.06316873201421269,1.432775703134372,1.6607263071194207,0.0272764386481082
0.3252052689278544,0.6332338423397594,1.2667441690217756,1.4993802347140297,0.4199586305887804
0.605572520139376,0.22568630913371024,1.1985042680793878,1.390388793866868,0.2386145826950125
0.9176552845715622,0.7842867132480187,1.3558473096363437,1.6974993540974361,2.1792397881247823
0.9836192569386456,0.925989747680303,1.1249309934374958,1.3642382056674125,2.007219956998968
0.5177909777196641,0.7935665419772386,1.4938979282572218,1.5467618068839544,1.1001575669449462
0.6405509731759436,0.7829470124301836,1.8111123715682536,1.6511894866575028,1.800832485324252
0.6727851531495054,0.9190020945816376,1.4004004409257311,1.9685371365392184,2.146946892793749
0.4695112784800525,0.2379628468652254,1.4818794732628644,1.7612090385922383,0.30287391629126303
0.4750563513376986,0.4364681030241109,1.815139531826476,1.089670094013697,0.44056192109759296
0.4264343979721331,0.3898816463267029,1.0273928754846304,1.8820200848355144,0.34033523718489506
0.4931650684326434,0.07211762112351905,1.753102579038441,1.8526918031607649,0.11690246313084447
0.8186024637547167,0.2811459015597815,1.8387865714210132,1.2813333032233405,0.5873036944785841
0.5138474027565822,0.2160456002725916,1.9672419092389832,1.2986286950553023,0.29450877764296074
0.997367454428547,0.9105649083578896,1.8596688334069311,1.942275852551532,4.704430284692086
0.3037527413728485,0.7004953604466162,1.823445315266766,1.808164556773317,0.7551022469320566
0.4661514133963183,0.6969460757892068,1.4954266804516134,1.2879213852238662,0.7017122165716325
0.4751786855347652,0.2750803868880589,1.0896213722130343,1.3804205730116448,0.2055657599837986
0.4557579590326242,0.05045009830349212,1.6785179690120922,1.5417254265956837,0.05996125471536225
0.021145262831966605,0.7610591431019397,1.9008165680859088,1.9250719780928145,0.059204486448176975
0.5456625610455873,0.3271084312864769,1.0260454299705295,1.1962719964171833,0.23294436537643898
0.5904510762744997,0.8672668552975469,1.0529463937142285,1.8055893605931042,1.1739416835974392
0.028861316221256983,0.7591527043906534,1.3703733496621069,1.992606235009298,0.060268325266257014
