mom,B,h,omega
1.98869437857534,3.7736204340391986,4.700418933228309,20.06317023560357
3.7208010191809135,2.775233732009585,3.743512495705609,34.66303517979301
3.5068940642839164,3.50463369726683,4.208240628819157,36.700719496649825
1.023826944368909,4.338164896426584,4.571354064722891,12.209492563434832
1.041571831820888,1.520676668749637,4.902799695778175,4.059680191985606
3.3474616344665504,2.0951612433520244,3.2973781148158587,26.72847452442509
2.6149811899455457,4.8115257036673125,3.819445190223813,41.396246205085895
4.158205886973648,1.5594947851994485,2.150210900017541,37.89821198706632
3.4014789619384302,4.328914114170412,1.6531683623011446,111.9282045797406
3.190440590723937,1.9137812372325864,4.35434481269815,17.62097769354348
3.852255696224129,2.905483769856465,2.868143638453561,49.03910400221643
4.325015041365133,4.332769529355738,2.8486753069967685,82.66470564463769
3.8619715190602695,3.7386523148326005,4.4052593113476135,41.18722493953194
1.2542208105223909,4.165431038150795,4.074921325323029,16.11107751174294
2.070548142548081,3.521145880327968,2.17414946875568,42.13954259747086
2.5116847665447724,3.0207721391148104,3.5150068284031573,27.124815301577147
4.463829871124318,2.8208298728458128,2.4882537786758085,63.59159528921564
4.426623204650824,2.699210980577156,1.8201870754238687,82.49036515009325
3.431277659005544,3.73309030684054,3.707212518512647,43.419692123150384
1.232345574247546,3.6484000587412866,3.0151390746435163,18.738614588920864
2.5101591791433586,3.692249151237293,4.617457848573488,25.223142092565947
4.0097641230811965,3.2775638956734268,2.939455661559077,56.18403720286561
4.222616290790247,1.91736636004044,2.4018321855320792,42.359802454349925
4.199209037909063,2.6258264708644483,3.8468977138283225,36.01909043949547
1.6535643425458346,3.1886568431088285,1.64609353092228,40.25170103066202
3.563647730642588,2.9695570736710377,4.227934090830783,31.453436308852684
1.05219378468797,2.007155022025165,1.5537199286158825,17.081019020675384
3.3380474033190093,3.817794455325186,3.186194019298592,50.26233825903469
3.848490657710632,4.673414679265344,4.075547877376271,55.45601003816296
2.6910785166524875,3.3021775436265117,2.5194940002548867,44.322405670760524
2.1001592138088587,3.682606878993162,1.9768377757403317,49.16390973213094
2.14250529018752,4.744902630214717,1.7750108159302467,71.97108798303434
3.492837686069988,1.7809533695280355,2.6032411875537824,30.028000185770093
