d1,d2,n,foc
4.784054526575986,4.105981276471968,4.906093304535807,0.7123051423873668
4.079364433837588,3.404559344112913,3.3327893143371554,0.8169563125878
3.569829530620652,4.433161957042126,1.014443318951475,1.964806125586396
1.731425568888192,3.5542046943874976,3.4179253456774608,0.6496815554443485
4.345592308536637,1.870207846530144,4.342622479788726,0.3918313887181067
1.1820600709711695,2.9564692496905804,2.156129855622376,0.6348106582057405
3.275043941250877,4.911637708173976,2.7809261023885288,1.147406609091726
3.303362987913025,2.534539072698351,1.780100023506623,0.9949668725228908
4.220864087436241,1.5482068399674198,2.066482860701526,0.636262962108087
3.6569524939419824,1.7262507488881194,1.789305575356955,0.7633711489131297
4.3642173160513655,3.8747513498162256,3.1940910742609625,0.9492433650278836
3.243445362683305,1.920982223947325,1.3581880246749083,0.9848898033473014
2.2978369536353185,4.825739632003957,3.4608342782537056,0.8677894144585632
3.5936544620239705,4.489925848115325,4.711432748007717,0.7532375275731071
1.5168760353155104,4.658981099617914,3.9566168369015764,0.6629124845585141
4.320081929093947,3.0263256803370284,3.345618422064212,0.7479531284412106
4.186919311990248,4.062198447347418,2.2847721969879573,1.2479933767416576
3.653572413722885,3.4482073179440973,3.835659603865982,0.7214652663832514
2.6019102877832796,2.6920933937972946,3.473482149278289,0.5971624450033477
2.4793155223383176,3.624128233076228,4.530436072036612,0.6048094851182779
1.7861271354887749,3.920793993689669,3.693403748941504,0.6658345546740253
1.1720786737331488,1.0916863047692664,1.9375918841330484,0.3805107783736225
2.693470653050364,3.44226593772516,2.2654577698104075,0.971441567775544
2.4059538126695,4.876673546666347,2.5317713117735745,1.0697531945861227
4.47960054559603,1.4817670849499691,4.333052833488335,0.317714377046911
1.3249238962196361,4.670623580833039,2.1969348379154385,0.8162377444949892
2.511840352178204,3.7164136484644623,3.620322838364712,0.7287255760746985
4.844590022826095,1.9842870812458524,4.1898881981497205,0.4314158599757125
3.4818949158198924,4.230084666836092,1.679964861554475,1.4612474233210415
2.6449470770446046,2.721836292643652,2.235430627712169,0.8337679824954076
4.470295945658324,2.7561476693691644,1.232871467882958,1.4902779867874252
2.264533129965273,1.5913667081800864,4.0986525122773525,0.3314389228772493
3.6761103221876312,2.4803635418874057,4.722033899452802,0.4596024368524442
3.496196690602303,3.766289146482241,4.393330772535596,0.6884619906900855
1.0125413953893587,1.755197759795596,4.167736733908996,0.2974309278477919
3.68659532086188,4.102583272910098,2.342601515366561,1.1872826261022893
4.540938086759364,2.0976218497197068,1.195206502924136,1.2658067150143657
