x1,x2,theta1,theta2,x
4.74,4.78,2.7800000000000002,4.38,6.829286846616527
3.54,1.06,1.42,3.46,4.129006134850749
2.66,3.3,4.9399999999999995,3.18,4.611667484067275
1.9,4.62,3.58,1.7,5.504243254356264
2.26,2.26,4.02,2.8200000000000003,2.5521839797455583
1.82,3.46,1.94,4.9399999999999995,5.268051015241277
2.14,3.02,1.58,3.14,3.6824521326626445
4.54,3.54,4.1,3.5,2.571822751053272
4.300000000000001,4.82,4.54,3.1,6.026282139543949
1.6600000000000001,3.58,2.42,1.18,3.422221687979094
2.98,1.02,3.62,2.54,2.6562192320128624
4.58,3.7,4.74,4.82,0.9395725464229073
4.7,2.1,2.3,3.74,4.891363408039625
1.94,4.74,1.38,4.98,6.536334093854487
4.9399999999999995,1.98,2.94,4.9,5.978878423541643
1.7,1.54,3.02,3.34,0.539817886810301
1.02,1.26,3.66,2.42,1.3390831305331905
3.42,2.9,3.74,1.74,5.325512994045655
1.5,2.58,4.9,2.66,3.7024314817398234
1.22,2.14,1.22,1.78,1.2821749928665531
4.140000000000001,2.7,2.38,4.02,5.096614829287201
1.06,2.2199999999999998,2.02,4.66,3.1904005578221124
1.3399999999999999,4.34,2.26,2.98,3.4477234812578033
3.22,3.5,4.82,3.7800000000000002,3.3478643045937773
2.1,1.62,4.38,1.3,3.7182654646132214
1.58,2.3,1.06,1.26,0.8144176522214234
2.3,2.38,3.94,4.220000000000001,0.6578488134622444
2.74,2.62,4.42,2.14,4.870533335682068
2.54,4.0600000000000005,3.7,3.66,1.5254172019938221
3.2600000000000002,4.859999999999999,2.74,1.94,3.4886265434371877
3.46,2.94,2.98,3.98,3.1020731209263706
4.82,1.3,4.7,2.46,5.718109103693537
4.18,2.8200000000000003,4.78,4.26,2.2284050967594444
1.98,1.18,4.220000000000001,1.02,3.158738961727246
4.02,4.26,3.46,3.38,0.40883106346358844
1.62,3.22,1.5,3.86,4.516406069211972
3.58,2.98,3.5,2.2199999999999998,3.947051420380142
1.18,2.42,4.62,2.62,3.102498640271747
4.98,2.1799999999999997,3.9,4.140000000000001,2.909008906764099
3.98,1.22,1.9,4.58,5.101339787043054
3.86,3.8200000000000003,3.14,2.7,1.6764580373448028
3.9,3.74,1.6600000000000001,1.58,0.34481969743619556
2.7800000000000002,1.8599999999999999,1.8599999999999999,4.62,4.559139912297146
1.78,2.06,2.1,4.78,3.738729329772951
3.3,4.5,2.5,2.06,2.0661257469880883
3.34,3.86,2.54,4.5,5.986592341617191
2.1799999999999997,1.74,3.8200000000000003,1.06,3.8497702280437567
1.1,2.02,2.9,3.2600000000000002,1.063613894030751
4.62,1.38,1.26,4.7,5.952854162878642
4.26,3.34,4.66,1.54,7.599563564460083
4.66,4.42,1.78,2.3,2.3457854941761016
2.46,4.140000000000001,3.3,1.5,5.274375226165138
3.14,1.7,1.46,3.06,3.6140467761345536
1.42,1.6600000000000001,1.02,2.1,1.596862411085977
1.46,3.94,1.54,3.42,4.5995774379837515
3.02,2.66,3.2600000000000002,4.859999999999999,4.082294845439439
3.74,1.5,1.18,1.3399999999999999,2.27176360577536
2.06,4.9,2.06,1.98,2.8513447973127914
4.46,2.8600000000000003,2.8600000000000003,2.5,2.0482550992948796
3.8200000000000003,4.66,3.38,4.34,3.9861399935092563
4.34,4.46,4.98,1.22,8.382750043518277
4.9,1.82,1.7,3.22,5.139726285195029
3.38,2.34,3.98,3.62,1.4476220792502974
4.0600000000000005,4.18,1.1400000000000001,4.1,8.206065372398335
4.859999999999999,4.54,2.66,3.7,4.67892161855979
4.220000000000001,3.66,2.7,1.82,3.3944287141208584
3.7800000000000002,2.74,3.7800000000000002,4.46,2.385172462256299
4.42,3.06,4.26,2.74,5.24657315518927
3.7,4.9399999999999995,4.46,3.58,3.847324105488995
1.8599999999999999,4.220000000000001,2.1799999999999997,1.1,3.7240970459770457
2.7,2.5,4.300000000000001,1.6600000000000001,5.0375630537317155
4.78,4.1,1.62,2.94,5.470915371035598
1.1400000000000001,3.2600000000000002,4.140000000000001,4.74,2.4067915243118465
1.3,1.9,2.46,2.8600000000000003,0.8660015529003102
1.26,1.1,1.74,2.58,0.9733411769610356
4.1,1.46,2.62,2.1799999999999997,2.847790913661078
4.5,1.42,2.14,2.7800000000000002,3.466354888674664
2.38,3.14,3.1,3.94,2.355383964419702
2.02,2.46,3.34,2.02,2.768669913748848
2.9,4.98,3.18,2.34,3.7324795697230106
2.62,1.58,1.98,2.26,1.1849176406558664
3.5,1.3399999999999999,1.3399999999999999,1.1400000000000001,2.2028562140659917
2.58,1.78,1.3,2.38,2.344300160119653
3.62,1.1400000000000001,3.42,3.54,2.4919379292262738
2.42,4.300000000000001,4.58,4.42,1.9494167790358372
1.38,2.7800000000000002,2.58,1.38,2.6177282940464583
2.34,4.58,4.5,1.9,6.694691650495291
3.66,2.54,3.54,1.8599999999999999,4.676918738554849
1.74,1.94,1.1,3.3,3.280897551404842
3.1,3.98,4.18,1.46,6.925729492674974
3.18,4.02,3.06,3.9,3.034410064435936
2.8600000000000003,3.7800000000000002,2.34,3.02,2.378157628134632
4.38,4.38,1.82,1.62,0.8745407298262132
2.94,3.38,4.0600000000000005,3.8200000000000003,0.8736363961058533
3.06,3.9,3.22,4.0600000000000005,2.939829463220556
2.8200000000000003,3.62,4.859999999999999,4.18,2.276236656370785
3.94,3.18,2.8200000000000003,1.42,4.623515474868513
1.54,3.1,4.34,4.54,1.6198531769181506
2.2199999999999998,3.42,2.2199999999999998,2.9,2.1948835459565754
2.5,4.7,3.86,4.300000000000001,2.6605142199076615
