theta,f
1.963631079790469,0.0580261190146419
2.2301883224055294,0.03317998288968136
2.741455795559082,0.00930942014458032
2.5690933675977883,0.014712483926214074
2.8212220940161776,0.007457123081286119
2.80596211313902,0.0077842701928400515
1.841739429388337,0.07317213527807281
1.928445981673432,0.06213843966532213
1.4097655811522591,0.14768730710984707
1.8656438374366504,0.0700005627774424
1.12294789946495,0.21236590488050391
1.580676184756679,0.114382505722864
1.7385615994718764,0.08801599226033605
1.030864669547101,0.23450473095176874
2.456038807766437,0.01954566324942952
2.5198647124156643,0.016675784903000798
2.140266881798767,0.04038448122654293
1.049684329040944,0.2299583373274429
2.048677098831805,0.04892447674289621
2.2793070833916502,0.029701464536250975
2.086953309656839,0.045201473570934375
2.430862032526412,0.020785832715402755
1.1691238429193078,0.20141983594675208
2.2790861611737085,0.029716423737168624
1.4742483618334177,0.13457378414004054
1.8195560741162884,0.07620481063179421
2.7997800022167714,0.00792032876241704
1.2206773077736277,0.1893865568970617
2.8465085778250963,0.0069414535925404345
2.221348765152087,0.033839256977121576
2.253518405685909,0.031489184680353687
2.0212318092798363,0.051734648063420985
1.9637420117215465,0.05801348024027736
2.774847794087854,0.008490319274805699
1.961447366159513,0.058275330755188176
2.617129765478098,0.012989387021809054
1.2590371531106477,0.18059003627272055
2.4750399553011366,0.0186511042902234
1.8976490384730769,0.06590938269668141
1.5396025281411434,0.12195215228847392
1.6739846821077031,0.09826858447383968
2.434768464638569,0.0205892276123161
1.7418752536428783,0.08750991018004499
2.0661362774291625,0.04719826754312386
2.658110215441658,0.011658572974894232
2.1582435725505915,0.0388539244264366
2.430289738389168,0.020814766017208344
1.1354479445913408,0.20938941088936916
1.920337199579485,0.06311568205771588
2.5913935251204743,0.013889824820328193
2.044043341384937,0.049390601598306036
1.3949815805574777,0.15078122433051747
2.9827890239483708,0.004665997160668889
2.9730289202300684,0.004803603020076589
2.6091053215373776,0.013264634803001642
2.8801109845829678,0.006304710825302554
1.4402585351726165,0.14140730607875818
1.2378405594236093,0.18543271993706015
1.2470660004764638,0.18331939162872385
1.1757885461009987,0.19985206007420667
2.7222866158384385,0.009809924098495477
1.6161375198172374,0.10807943913596853
2.1096675039861568,0.043097640769718164
2.6680143732978934,0.011355093362986405
2.4703573529592786,0.018868314243410792
1.867685576054836,0.06973428148669987
2.720347842381329,0.00986181820755134
2.279326252577032,0.02970016682909242
2.357598335395424,0.024771202532101563
2.1692255348042657,0.0379415582599409
1.2782346628207706,0.17624495535072304
1.4962371274700643,0.13024977783719985
1.7682324537500411,0.08355405106078187
2.4793929996653055,0.018451061863041976
2.0150555343731025,0.05238353594712394
2.974760094647628,0.004778936037467487
1.4274913721877656,0.14401982114476786
1.6753302925986526,0.0980473917562211
2.699691050772448,0.010429630700622108
1.1096271806834284,0.21554732817269773
2.2004256794503494,0.03544138341493678
1.4928480041735512,0.1309111912606281
2.475910389503567,0.018610959308763983
2.5451015336855933,0.015643348918088083
1.7332064172144817,0.08883800151466352
2.2403031031462763,0.03243823270224134
2.325253865417064,0.02672004349459815
2.0209990194314384,0.051758994691504585
2.5050571862860496,0.017307864481194868
2.8972048403985466,0.006000956073775156
2.845495119404859,0.006961503760128715
2.3022046889314045,0.028183692510563775
2.4310566981456807,0.020775998683165788
2.2485777748567592,0.031841349408156576
1.4383516782920471,0.14179593840372434
1.8707349228162171,0.06933793576495363
1.6035242745161775,0.11029644509233456
1.277405521961979,0.17643178457518865
1.081967383221657,0.22218048267460505
2.756416857840051,0.00893431783944996
