q1,q2,epsilon,r,F
3.86,1.6600000000000001,4.54,3.9,0.007384149175533926
1.94,4.54,3.54,3.14,0.020080991882759615
1.26,2.58,2.3,2.46,0.01858584610764575
4.1,1.98,4.140000000000001,4.5,0.007705730470686503
2.9,4.62,1.78,2.66,0.08465387330257033
3.94,1.22,1.54,3.58,0.01938025175470497
1.02,2.02,4.26,3.42,0.0032906361616597615
4.0600000000000005,4.5,1.82,2.7,0.10957961418957657
1.6600000000000001,4.9,3.5,1.58,0.07408189547860215
4.58,1.26,1.26,3.18,0.03604137689178042
4.220000000000001,3.62,1.46,3.34,0.07463892367372438
1.3,3.54,2.1799999999999997,1.42,0.08331123413114554
4.62,2.1799999999999997,1.22,4.54,0.031872568909237745
1.54,2.5,2.98,1.5,0.045693253609529985
1.42,1.8599999999999999,3.14,1.94,0.017785182117199497
1.78,2.54,3.22,4.300000000000001,0.0060429788193977355
4.300000000000001,2.9,4.62,4.34,0.01140342091201215
4.82,2.7,3.46,3.66,0.022344089835273383
2.5,1.5,4.46,2.34,0.012219539235018975
2.14,2.62,2.7,2.58,0.02482572981635159
3.98,1.38,4.18,1.74,0.034536435820670175
2.62,3.8200000000000003,4.9399999999999995,3.62,0.012302990827515464
3.5,1.1,1.7,4.66,0.008299083051487478
1.18,3.06,4.300000000000001,2.98,0.007524758843308645
2.42,2.3,3.74,2.42,0.02022232118218054
2.26,4.9399999999999995,1.42,1.6600000000000001,0.2270497372131265
4.859999999999999,3.9,2.1,3.02,0.07875131811688982
2.06,3.66,3.34,2.2199999999999998,0.03644903427062525
4.66,1.62,4.38,2.94,0.01586800380281544
1.58,4.34,3.86,3.74,0.01010663178587475
4.38,1.3399999999999999,2.26,2.1799999999999997,0.043485815457329824
3.1,2.26,1.06,1.3399999999999999,0.2929171547487724
2.98,2.34,4.220000000000001,1.38,0.0690480842797824
4.18,3.18,4.58,4.46,0.011610698356021455
3.3,3.14,1.6600000000000001,2.8600000000000003,0.06072864199910131
1.3399999999999999,3.7,4.82,4.82,0.003523348026454188
2.2199999999999998,4.46,3.8200000000000003,2.02,0.05054891839412218
3.06,3.1,1.18,4.859999999999999,0.027084368278343807
3.14,2.66,4.9,3.06,0.014486467208678099
4.5,4.0600000000000005,2.14,2.74,0.09049274959906448
3.9,1.02,1.74,4.26,0.010025048174882306
1.46,1.9,4.78,4.78,0.0020212168163726545
4.7,3.2600000000000002,2.2199999999999998,3.22,0.052971329857900276
2.74,1.54,4.02,3.7,0.006101434008468993
1.74,3.58,4.74,2.26,0.0204751546613096
1.9,2.42,2.8200000000000003,1.82,0.03917123087974044
3.42,2.7800000000000002,1.1400000000000001,2.5,0.10618817803091256
2.7800000000000002,1.18,3.98,4.02,0.004058651492085294
1.38,4.220000000000001,2.9,1.06,0.14222369087507547
4.78,3.46,3.3,4.58,0.01901293815335502
4.140000000000001,3.74,3.38,1.62,0.13890419116692274
3.2600000000000002,1.1400000000000001,1.58,3.8200000000000003,0.012827108686252142
4.74,3.3,2.62,3.86,0.031886475407242695
2.7,4.42,3.9,3.3,0.0223606118393572
3.8200000000000003,1.58,2.06,1.3,0.13796110394172512
1.06,1.78,2.74,3.1,0.005702194843908566
4.9,2.8600000000000003,4.66,1.02,0.23002020645841703
3.7,2.2199999999999998,4.7,4.9399999999999995,0.005698926800112978
3.18,2.06,1.38,4.7,0.017100534066932842
3.62,4.1,1.8599999999999999,4.62,0.02974991079942187
2.1799999999999997,4.02,4.42,3.46,0.013179478189635283
3.74,1.42,2.5,2.1,0.03833288307357995
1.82,4.74,2.54,2.8200000000000003,0.03398661660564321
2.8600000000000003,4.82,1.3,3.5,0.0688848578182228
1.7,3.94,3.7,3.94,0.009279853315140009
1.8599999999999999,3.02,4.5,3.7800000000000002,0.006952066371911592
4.9399999999999995,4.300000000000001,1.02,4.42,0.08482831297008883
2.54,3.5,1.98,4.1,0.02125489643741024
2.3,3.7800000000000002,2.02,1.9,0.09487487145449508
1.22,4.58,2.66,3.2600000000000002,0.01572890929229444
3.02,1.82,3.94,4.18,0.0063535972470512
2.94,2.74,2.34,4.0600000000000005,0.016619582307074648
3.22,4.38,2.38,1.46,0.22122665337108746
2.46,2.14,2.42,1.1400000000000001,0.13320298210208573
1.1,2.38,1.9,3.54,0.008749830764975234
3.54,4.18,4.34,4.38,0.014142680467526765
4.42,2.8200000000000003,1.3399999999999999,2.3,0.13992684540491923
3.58,4.7,3.1,4.220000000000001,0.02425405872676459
4.54,3.34,2.58,1.78,0.14761576619678088
4.46,4.66,3.66,4.140000000000001,0.02636508305283947
3.66,2.46,4.98,4.74,0.006403542590049834
3.38,4.78,1.94,2.38,0.11699817537247911
2.34,3.86,2.94,4.98,0.009857965232396647
4.02,1.06,1.1,2.7800000000000002,0.03988777187229064
4.34,4.859999999999999,3.7800000000000002,2.62,0.06468770631466522
2.58,3.42,1.62,2.54,0.06718208842565072
3.46,2.98,4.1,1.8599999999999999,0.05784592280624275
4.26,3.22,3.58,3.38,0.026689422675696024
3.34,4.140000000000001,3.02,1.54,0.1536344320525705
2.8200000000000003,1.74,1.5,1.98,0.06639981249900623
1.62,3.98,4.859999999999999,1.26,0.06649834902848571
2.38,2.94,2.8600000000000003,1.18,0.1398248543796456
1.5,3.38,2.46,4.9,0.006830788335787505
4.98,1.7,3.2600000000000002,1.1,0.17079117631901658
2.02,4.98,3.06,1.22,0.17576393231043716
1.98,4.26,3.62,2.14,0.04048823155896745
2.66,1.3,2.7800000000000002,2.9,0.011769942283761497
2.1,1.94,3.18,3.98,0.006436027580266277
1.1400000000000001,1.46,3.42,2.06,0.00912614356184086
3.7800000000000002,2.1,4.0600000000000005,1.7,0.05383656647959949
