m_0,v,c,p
2.4810830915582938,1.0430701097549075,9.057261983362686,2.605277835982198
4.292198348206439,1.803626220506828,7.1878038458679185,7.997393498855096
2.370916012857569,1.2736563864741584,7.3894170701572355,3.0656134101391443
2.061689289582424,1.7619976862775757,5.586253083927142,3.828103995188726
2.5635264754947387,1.2455752341749462,8.765272259540223,3.2258011163133986
3.0592449346119315,1.6668805060196952,9.111346993401128,5.186935422082356
2.4130901641859435,1.078083761188128,6.232229892755173,2.641332953400768
3.0011779278657063,1.5033469990333737,4.600327115926165,4.773916466161534
3.846663194021653,1.583734034985409,7.387476766715862,6.237103240358056
2.3434124854491136,1.3067346151962342,7.502743927890927,3.1097474987147873
4.917784066060575,1.150264232763207,3.9692811511642585,5.910366241821697
1.908224209519936,1.991011494005888,6.6449008669678085,3.9822592883323096
4.244089792230587,1.735738730820091,6.153121784145768,7.678471203014804
3.016101909648849,1.6318855399578995,6.5321540742757795,5.083111474387824
1.1315736510505303,1.6185424695498318,7.631397689491179,1.8741363190660083
2.154734363722054,1.073328728162148,6.403150954234668,2.3459313088340257
3.3980479547227875,1.3437408635436916,5.385503728705999,4.7152289728983865
3.5994439562213767,1.3114076926209577,5.129719618105372,4.8825885374304345
3.8593371566877233,1.1157561079860534,3.3554570436142965,4.565895571889349
1.8943739460855449,1.888243813575293,7.065395766675433,3.7120602467944996
4.091010886754495,1.333454906918829,8.981007790371761,5.516320526586728
3.661050928716895,1.2617093819886491,7.0292761775002095,4.695440200944701
3.609866205620732,1.1926518818170844,4.940377117154924,4.4365310395485436
4.846821975899086,1.7127188362842665,3.0839929499650767,9.982114979179102
1.3341122273353077,1.433428929955054,5.6734447391407095,1.976479540999248
2.8125151905367995,1.9343748914264125,9.25804905396275,5.563247965205378
3.4055952370406835,1.6247328500284683,7.3185387159304165,5.67479044574782
3.852199344445517,1.8431869986593843,4.753604355710745,7.7029516829372
4.0279742946324815,1.575927075526628,4.768383008774982,6.725727739319497
2.2085323777126047,1.9952092182812995,7.4913948367974115,4.571606246755713
1.2593750714982068,1.1068116145155027,9.644599518974866,1.4031612523936638
2.370114847254965,1.5453243606003817,6.078830877759664,3.7870070631636037
1.9839942014353704,1.574442842872886,3.4589978028776347,3.5081705953141
4.5894175564339195,1.7305124952225297,8.777791023181049,8.101035344717339
3.3371736857343453,1.7300240001884193,7.543581712976843,5.931482178728106
3.465778549799334,1.386372461627636,8.062930657695278,4.877501904462084
3.6191788298077,1.0256076772879252,7.618126365616477,3.745959655050996
1.8265621468490063,1.49438486110337,8.062861476479961,2.7777131312775887
4.311153937445432,1.7944501463583196,4.684506591584633,8.374966518418582
2.6046405628174583,1.4770416996901217,7.3932409049815675,3.9263163737043723
3.6436550075453855,1.2073036739736964,3.1050987532458194,4.774686811876949
1.1684062362174992,1.0102814096689132,3.1324842852060613,1.2470575435733502
3.7019351764671526,1.4646018039041355,4.41457251163761,5.7473812759129475
2.530512730695809,1.7812494606238818,6.209528460370913,4.705219369177642
1.7633500040070975,1.6571836363935768,7.218934667104113,3.0023751565578958
3.3772375588106205,1.927024272699675,4.499074857748799,7.202090121636442
1.1132964202325009,1.5786914307100008,4.7942842390372125,1.8613591911756533
1.8046311843816218,1.9785113755989097,9.514844739601005,3.6502720520944103
1.018813602356964,1.564714605470229,6.537857703067952,1.6418686078910338
4.1552609516029895,1.446885475123449,6.201788622001325,6.182804350187742
3.8426701521826945,1.3335867991563295,3.1100706736885706,5.672489890728188
2.2350418012258606,1.3235832086762618,8.18400878531675,2.9977277557605517
4.41218763993039,1.7207755498250663,4.659492749466319,8.16993257266316
2.8765874086969485,1.3617660499570612,8.114360730421849,3.973595142517476
1.628315414674741,1.0441702214520183,7.981329369464621,1.7149782506746083
4.0129252833920015,1.230880120326979,9.323289481873266,4.983047693292877
4.5182804971054065,1.4830976633225763,3.7126156014509344,7.309620861085745
4.029221058246129,1.690060344408001,9.023665243211061,6.932298722437675
4.3680266746588865,1.4279888362129667,8.138106808636831,6.335793912345463
4.00189258180569,1.6650907013129514,7.6152308767616175,6.828751141311552
1.2663150721092773,1.363640215703768,4.788917328773693,1.8013712126484245
4.5042515017261815,1.901866783551136,8.191493655208298,8.807152015107429
3.097462788839897,1.9477491964768725,5.198130266471983,6.507157330700744
4.999605057548937,1.844113584939076,7.286212743570958,9.530130292650734
4.752770266576063,1.524069858634522,3.944274161219624,7.853529193161111
1.7945188835403494,1.1721185180151403,5.178968917964824,2.1594206733035093
4.2883953897143945,1.8410459031712203,5.320290202417292,8.415022254351637
4.6796850220418795,1.6969529365717357,9.24352958384564,8.078505482479
2.409117019693088,1.4247598605798508,6.634404435919982,3.5144102565682696
2.1120694220688114,1.35541738640212,8.410210972318175,2.9006536775155123
3.7013493277029017,1.9575015353568783,6.116625142335313,7.6476034203133105
1.979773179769276,1.8000430334955668,4.254738773125491,3.9329927180782187
2.869783166213926,1.9392587553218417,6.903369246636081,5.798752206533594
1.1272694377834918,1.8132483033022484,5.426590491812536,2.1686679838787177
4.7096452093174825,1.2262489582679958,7.3934781764828825,5.856306987483954
2.1348843248218667,1.4615132100548318,4.491185661582632,3.2997672406834804
3.496879643170528,1.3656497391582136,5.277740149299708,4.94388890104013
4.925117011378774,1.9348720498522252,5.955527360496203,10.076068539641623
3.88704283689926,1.1756134274181986,4.547325608680606,4.73047890359318
1.3884497966290916,1.0430920081761308,7.966555543192481,1.4608572558255917
4.110825478534721,1.655827578088255,8.507302738567002,6.939533041920898
3.5118068440692367,1.6868974647738326,6.319058336392522,6.1471422078152225
3.95139771768548,1.4986623098730982,8.326543680104354,6.020124585192318
2.6370946410547105,1.209784374058617,5.295015986804588,3.2769939120130496
2.0766110856552062,1.2107382697933773,6.178142543062379,2.563948387157198
2.7750571783555174,1.394366269448939,5.642571844111495,3.993293890262517
3.874189893655368,1.9538919226049616,9.91181600957193,7.721255968563878
3.6193595656860964,1.1491591448697145,5.15426804277471,4.266614184755015
2.47203665923104,1.9380093828766658,4.094539757897748,5.438606666579603
2.1206019668309883,1.142218940426508,9.319740062689867,2.4405908160221057
2.5202959355215917,1.84363943052438,4.614646513871747,5.068605767558872
2.6317505328904094,1.4936265660522452,4.086869720078303,4.2229847286734055
2.0217933394760434,1.0871915821120703,3.2932000586240715,2.3286321964003407
2.097919198244289,1.1071004230595638,7.237898072670679,2.3502638160948797
3.1779154890753527,1.1371712347961354,4.10875475169943,3.7607406010475715
3.0795056003869385,1.5608078343492808,5.836139549892454,4.988212305823753
2.0576991711425974,1.3409562499244574,8.103827607266755,2.7978544001059062
3.3726038841610437,1.1471705551124465,5.809763601272548,3.946654293629563
1.5528369282027443,1.20494077382839,8.863423982914787,1.8886097301529952
1.968885116708264,1.9899323366025947,4.6698398560117695,4.330829460416365
