mom,B,chi,E_n
1.2277064854992754,4.045101685423264,1.290067675053718,11.372928531456427
3.486474676367766,3.2310034150589715,4.071666031643833,57.1313622728785
3.3655447025307237,1.699587625490624,2.8329892293095,21.924844541447342
4.996917490172728,4.855379108508118,3.2952416092274786,104.21084605343916
2.726144239341909,4.70765493042,2.8275415226794616,49.12169712031586
4.839820837848719,3.7414112465583838,2.0557699910334915,55.333149961361904
1.9686415114287872,2.30931260413678,3.2763212579174485,19.44104871588437
2.269744718632424,1.9678949444454048,4.19228843504964,23.191974992550143
3.3802811610295027,4.274068650676267,4.729017547539594,82.77028890022363
1.3911386192948787,1.3895559310478665,1.2286364264643723,4.308098893985916
3.4972441747736807,2.4763890992261532,3.145026028377618,35.89815274270593
3.1345106632250768,4.156825341318278,4.437820373740894,70.85269697752331
2.787007087433332,1.5853727809957918,1.055404528230493,9.081692224254509
3.5792988785022404,3.4908753098867047,4.66946764864657,70.83935241354466
2.8306289799372166,1.0457570847498818,4.952387886779589,17.619962848693675
3.867070784235902,1.4562462374373937,2.0161186646271547,16.98499260365914
3.8270362706272363,4.669954351036077,2.7753647468134077,67.47363846648403
1.6409187002000745,4.3036348217081235,4.826458953242693,41.14595705010952
4.296564543513645,3.833992969706839,2.1347490936065583,51.638716344840546
1.1957772109371358,2.3852333421425542,2.1730086911974418,9.050079736485653
4.580555175437546,2.822915305673675,1.1845655946919038,28.247567613171427
4.990412972537544,3.907338352130034,4.324418398861703,103.82206962747158
4.9361719285446135,1.3659318825292337,2.4421072048442647,23.208320450237192
1.2307288922143202,1.831701211550813,4.118935157505537,11.539756823324876
4.646075838235053,3.1500726203181295,4.734402165894981,83.92570693597006
3.747525290929965,1.262839763139985,3.7797640063435067,22.620347638996915
1.5708138216386118,3.503570798921521,4.864295103651209,32.273898495295
2.870842539130709,3.3079306926593994,1.7180505899880758,25.812098299192645
4.8033439891191865,3.7701723195229295,3.7053646813959187,85.21149372655803
2.670956246846588,2.035008591304268,2.2714042347897654,17.781452437840517
3.0008885692351246,1.5510555649593285,4.4241811501885415,25.24709479138107
2.8942195811660087,2.6429337359766816,1.866097622657544,21.923441552948304
3.5068110951279907,1.298717333141382,2.6057701040216306,16.421961981772927
4.922820899587618,3.7191524320075886,4.137207498168772,94.05570045232443
3.0835292647553163,2.5190496849347985,1.475392078422201,19.227764965612227
1.2075813167231164,3.747494631147296,3.5342988483648066,20.5195364176939
4.625460137219992,4.6505620422061895,4.8882688561856655,126.66248860761112
3.0349847027411325,3.424808185748559,2.7858103538812973,39.3506231298552
2.2392155968199865,1.7530061077809913,4.232217870677971,20.53833150920725
4.08653600497159,2.7849743469082453,2.1200619619873344,35.50910676072999
1.7009112790678014,2.056532898913209,2.2626137863842586,11.41255778403131
3.563687132424522,3.3077350870681532,3.8973633678028734,57.72881162327144
2.8601988439263795,2.3384764519060752,4.6415277961428325,37.73340178998047
3.6392383346838657,1.1864593218349233,4.111630465751162,22.071040178411604
3.032838231650841,3.3618892370130604,2.7159562096912553,37.8881355422283
4.090376462484551,1.3076854557517272,1.2158722957223531,11.852536511018622
2.140900187578636,3.5643825707920533,4.313818288542564,40.549679950952026
1.108827291879842,4.5574934816265715,2.7764847009814435,19.0843640566478
3.037645731963569,4.097399521069153,2.5460693404398773,44.1359682435263
4.799765642489757,4.555871692708474,2.7576649392040564,82.16929670139633
3.965203172040328,3.994937339976559,4.302680601200657,83.99837522853214
1.3256011722134988,3.875619945806232,3.1996896508114285,21.576016214370103
3.566882446612925,4.074637600664953,1.1352704740672357,31.033494371724444
4.455534629873211,3.2652887776691024,2.9668875991802546,57.712689587946365
4.631360276107476,1.3914144454408908,3.6402118822987615,29.90218237814082
4.455982348420733,2.055751671794204,4.3649121676605604,49.144704736717046
3.3146571672954463,3.9069603607727688,1.3417824191505672,30.32663068486369
3.5237991951186234,2.2982451672537216,3.1060006588937914,33.252669992181694
1.4614576005121975,1.6819087239426018,1.3525547683495387,5.7826696951582335
1.6471136393899868,2.6278566737441955,4.874947212021099,25.428995610549034
3.2131333748781987,1.7513931371109832,1.6431220217743945,14.874062769100703
4.4899008313646185,4.655161088289284,3.00333070050034,83.67446223785366
4.984341983173142,2.063331007883201,4.024061089559165,51.669189441949555
3.4729320334272784,2.024796252098481,4.29666788393318,37.24606138214767
4.3562306559458195,1.0381912281840688,4.7745003020808365,26.115757693296718
4.053579578725212,1.506725115532209,4.248620283346595,32.05663153609385
4.007892184921297,4.681458231197661,3.5300019740747386,84.99542979973197
