m,r,v,theta,L
1.271583021723968,4.839542569507913,1.6885146348961828,3.5335440533338063,-3.969252851245437
3.023918208588317,3.110336203688437,3.722413527843919,4.447876155825705,-33.79312055120305
1.1693822986279327,3.593368490907035,3.983396201250244,3.559565754114808,-6.794231258592914
1.3699617005623463,3.5831546859345216,3.0496983382444625,2.816101219738297,4.787123520573316
4.432401401292469,3.5395070763311978,4.3165361259530535,4.619878967118273,-67.43047566747576
3.2232238879570483,4.011591344369238,3.7459718194328304,4.294223292438337,-44.2628755860954
1.7097199145202977,1.6595878212486768,2.348360347375208,2.7134712008524007,2.7663562066935907
2.6477847816404583,2.4528259256173546,3.835442093435167,4.5287080950146725,-24.490463830593384
4.345701442807599,2.8795387923896363,2.8496975246825063,2.165409891867806,29.53951396758651
2.412404419991349,3.15713010207166,1.8030554074088485,3.4581366090776444,-4.274729019853093
1.1755544017587771,1.4467539579996864,2.3149494208673174,3.1903319318592884,-0.191816539760583
4.060545997291108,4.278840392901005,3.9645689512837814,2.1001318338269233,59.455105043187025
1.0210662795878165,3.588823341557138,1.238812408073526,2.6331582526289496,2.209893290041607
1.2715979817348493,3.6908716063018896,3.9246815867940352,3.5681927606638597,-7.6216781440598576
1.724976626208964,1.272319259632858,3.3570743723899232,2.6958323389983496,3.176600861649989
1.917593753393677,1.5147712180896915,3.9446901911724415,3.068187168445794,0.8403398743168567
1.460079157732867,2.4764397771349334,1.1360920528845786,1.3060363258405436,3.964741789863328
2.133234838592014,2.1195708706242504,1.004786418913289,4.58056195114771,-4.5037649969836835
3.64951950302866,2.986513140756556,3.3298829930884666,4.7629011925439055,-36.247228770079225
1.969793820480887,4.349090060487837,4.1564606088644,2.6223671146663725,17.668777923227307
3.6445794182874978,3.9029533617371066,4.349691166967727,3.198903500378907,-3.5440370999380413
3.0544098474992283,4.001377800865628,3.1575830025117924,3.3082643623518604,-6.402372281736058
2.682367647199328,3.7140348452000134,4.855252814600334,1.0821517316611562,42.70925952804354
1.4294338965521098,3.588419533105249,4.450812711255043,1.5085700656607497,22.785850704376067
4.403886259238631,3.2608937683212673,1.6193412875571729,1.0272584502355486,19.903352188185746
2.919764636020409,2.978247163588035,1.1226941828222063,1.3151667829970606,9.445456650952913
4.142600273471286,4.307803823832049,4.844904199034247,3.959718840818488,-63.10407253833165
4.989854985254827,2.0652919458739145,3.265731197672757,1.0011084755987056,28.33985906560965
1.181607512841112,4.158803388786844,1.1704774845455126,4.102108671431534,-4.713537648865887
3.2094449216165595,3.503180007655873,1.7431232456440826,2.618565253691938,9.789497403323072
2.099207524267936,2.5807555594800813,4.831654634092384,1.6549169226156866,26.083130855987612
3.6553015120029055,1.265025345648263,4.516733520011176,2.0022854656444875,18.97130630692697
1.8987002140479965,3.7338623223566416,1.409345451528067,3.098558134866247,0.4298481380971373
2.7511695743400337,3.6256635511841977,1.6375166988633103,3.8771184792951408,-10.959691257789137
1.6869883026442878,2.6329269165863605,2.4319605048455317,3.730449712925224,-5.999593503085578
3.7845521725427935,1.5931299226578206,3.546963557767226,4.063428948962142,-17.038218417565925
4.959751482672066,3.2490812883253546,2.372500185472715,3.1119906109497864,1.1315793114481296
