p_d,Ef,t,h,omega,omega_0,prob
1.3775278473637138,1.5183219135850226,2.7594517422999485,2.5477954168701107,2.6585547983390185,4.539554375649965,0.5704278503325768
1.241620447917413,2.8937929974113814,2.968477912702885,2.8118739908173005,1.684924853024222,3.3809214128792915,1.2851792844681946
2.4281210190941205,2.5736898011910543,1.2412452289657423,2.4593619647431817,1.2911205862579282,4.626648250100906,3.5641954910145337
2.1731436202687613,2.686454061073128,1.344896938442684,2.4379529611946817,2.53369050261538,1.9043652019785324,19.055883559725928
1.5694960915108271,2.7760669442437385,2.2720254442477845,2.3106793752975427,2.467874225335004,4.908432360764282,0.4557709604779939
2.6504086744542086,2.14044214032748,2.806524643365154,1.9503791679559723,3.614319541833882,1.1058719614285697,0.5650281767660126
2.712392234631268,2.593991306976698,2.6843470818504627,2.1399215744846316,4.691016097517738,2.3150101932779497,0.012252356218771134
1.0792250327087358,2.2744606625230372,1.3704079206954614,1.0357747759318778,4.210304085078303,2.3106967471713387,11.192635629000854
1.2826450752869356,2.3731398965075248,1.6035840471171892,2.125625649703979,2.2704849109408696,2.8231388464197447,13.50833261469042
2.730950450304972,2.8744100263108443,2.6126605730204493,2.353231037271513,1.7712218480121225,3.507488605940177,6.254683186175197
1.7279685181055078,1.6572034093250172,2.558023355736029,1.6045283468334737,2.5850661241455697,3.5726603368521253,16.329445106449867
1.7671150543077634,2.0366650482438717,2.6938683277425826,1.2898005789299294,4.022453867214448,4.525424563192451,40.43236821019511
2.5868822218269507,2.8936449628707304,2.307689959595984,2.528306783568402,2.1751016738721107,4.71688844211554,0.21437404814952934
2.226036944332453,1.8921705173968548,2.44806007693471,1.1125127902953469,4.594378562917262,4.641333826968875,58.17163986249837
1.5577046885927823,2.1159063886994174,2.875371203168541,1.6512699550662064,4.100914096340976,3.3317851549753463,23.561308248960266
1.5136849103563064,1.4037424966454426,2.4666005191994875,1.5399476920812218,3.5398235819164134,2.6355424883200524,13.86512984750157
2.1129752590910225,1.2755367731430023,2.619700767636614,1.6139913116081257,2.647228938475079,2.3895565660489657,26.458417651560094
1.1557544594896498,2.9994292716322217,2.665275181989828,2.9055586291134743,3.9874105677278284,3.931142291748909,19.9426262442567
1.7214582276008743,2.8767938775417377,1.8948176189015409,2.508720626180492,3.662119661473061,1.3263005131248191,3.077420295692137
1.81111826076642,1.0617081284835694,2.3817269582830463,2.4035029884114163,2.7258520184622115,1.3524224269281595,4.456758679506839
1.7855973095086597,1.3161654596211059,2.1815577611253776,2.158267516466662,4.300091790732114,2.3465620712265114,2.3594494323958832
2.1014438760582363,1.320659334948842,1.9371165260323304,2.3374399460614805,3.331724236166523,2.1679614220799093,9.278827487952938
2.2838053436940284,1.8581990699444,2.1769247686058115,2.8498711298505843,2.4386878097990667,4.1755097382049815,5.136355103737262
2.9485810912209423,2.5374663876442574,2.405868450508494,2.830633397168807,2.2048045853823006,1.6742116428621718,34.81641264840355
2.697045075669357,1.3861808345315367,1.6086536529532145,1.848507260198195,2.777795609877768,1.3109761789593817,12.553174512668017
1.3640695805903178,2.974562868464948,2.7809019413335205,1.6433714902964531,3.417092082685812,3.408491046681819,43.1388701644488
2.3775421648917976,2.8725111218542536,1.9826023810381184,2.432389289623797,2.1673758706075166,4.535766554013862,3.226002722533424
2.634902088620575,1.5711284930252931,1.0760450924150595,2.2265901489521136,2.236270125283609,1.4640967505788158,11.863561220536619
2.442015997523737,2.5519943923817765,2.654816788332,1.1763126601921923,3.942568923858866,1.635466139102454,0.058870583794160575
2.290564652494676,2.0839431421082644,2.0922189770415267,2.294491751041446,4.904425424639738,2.8427426975689705,4.081467478810621
2.8658189696599816,2.731806868195365,2.2011261982515347,1.843765204357391,3.2691203221348677,3.623074822993624,55.813322404221466
1.8766979970472917,1.2289637479672328,2.3065932458885285,2.197368443948063,3.890100001060688,3.2490802692340965,12.634777025598881
2.9330172753589334,2.3107695989090984,2.7823334685634906,2.7841894165719787,4.01110702010279,4.958276317015023,22.973077753706303
1.9617022883524715,1.7030622310942791,2.6729431876658136,2.0704308164113527,3.88589665753006,2.1125402510500995,2.345505398661641
2.3771098718456374,2.11739381686472,1.2658556724489998,2.5796258486140315,1.0092817855177318,3.9041707544891024,4.3137267515382165
1.7095526692016119,2.4291604217206437,2.6817606851246234,1.7004070531342368,4.680216032466751,2.455251158380465,0.11472093318931373
2.9606269542950128,2.5623408984157368,1.6102704097166889,2.0218824099803623,4.425221316845841,3.5033150762181946,31.482353270267115
1.5624376074144284,2.6009040273260933,2.4489701207767007,2.798682664552832,3.9698046635360438,4.481314142943537,19.56970582758821
2.4757171732624084,2.6296998449131683,2.795543857723831,2.4093858311024583,2.2226406966653305,2.546175226011791,44.313570233070756
1.8943898792021807,2.0460445783446017,2.0848252461799044,2.039112067700402,4.13216827984668,4.864468282989511,20.423683753885037
2.090638142742777,1.097566176111202,1.9988674421828565,1.4610687841881227,3.7300955056179137,2.171700009090189,8.129480371998628
1.2957605318457257,2.6512635620134484,2.3320737259900337,1.93801679270742,2.218479202321217,1.608850522854724,21.88357962554923
1.6916643739959594,1.0678927376029874,1.6945428017828197,1.8289229892858128,2.2481364645242934,2.080112740863161,10.445829110690523
2.33274225641893,2.839806237686746,2.801613106712475,2.5965430218821064,3.385454910764389,1.720582692538919,4.326919256410538
2.043376211550391,2.3048448613528625,1.0497304148722504,1.1346301343736818,3.884974371490053,2.7024871144954363,24.037850269174104
2.1478991875532363,1.0632968621821377,1.0287507988637992,2.848467848398937,3.84988288907889,3.9428785052143143,5.178641990939905
2.5804048440655594,1.3803951006008086,1.9401952889725504,1.0691796741102404,3.6947602509540616,2.4302722232514564,23.91822238580311
1.7108153649964246,1.01639755138628,2.0360018708941494,1.444883047853656,2.880120910325365,3.752516308660352,11.750367629337301
1.9913685225352036,1.0814991861598762,2.2960297461872554,2.5888508038563693,1.435717763234821,1.025099841790298,11.138270645472604
2.26159944557,2.528595364807228,2.74395416435264,1.130647435754483,1.4101491345097088,4.65876379575292,4.109608618752299
1.7654553108636108,1.3307929203188025,1.0925227846249241,1.7822971567734502,1.8680103756931363,4.103119264028342,5.357039456992137
1.8420399997175363,2.56067150078848,1.014393756038008,2.436699872405712,1.7297193503617354,1.016211363610156,11.808505275021426
2.9511217986062985,1.4978081565037669,1.403067600657075,2.7197289302394068,2.4474427960022234,3.717826826603881,10.914064949510793
1.6769249469323044,1.6775707431126945,1.4412589259793922,1.8239050585581256,3.183203429048667,1.5956480237561474,8.843285236003615
2.9461331615276345,2.8039382539425266,2.773663076020018,1.5796323254745952,2.3696232308544607,1.4046112249063247,48.18337457569783
1.5501898441881123,1.094519328305407,2.6544858501467683,2.154964765020366,4.380173585981982,4.911012761876512,11.097880241115286
2.120573000569801,1.0986794823307735,2.8880298978552483,2.9195479237752417,4.3680860380457185,2.487840755717362,0.33615753273054744
2.195011830120968,1.8783812404576599,2.081060769099647,1.810040308408984,2.3776501199931666,3.5042068730161864,18.411051980602586
1.7332058895185054,1.5699013722065256,1.1227483813831027,1.2270571966840682,3.7928812738250732,1.204484393015286,7.306665760427366
1.0839995073922783,1.2239926279263045,1.9349751384306677,2.862758419545424,3.2545128723586507,1.5035873931488777,1.933942306786517
2.5289696054208703,2.4967676989351815,1.0573700140079163,2.9001108183733297,3.6288021615037103,2.040473911800273,11.368991973824315
1.4436814003296583,1.9042038366027376,2.4631247769216102,1.5631683772716443,2.873406785718509,4.905864435266166,1.5429898438580925
1.3865220068034454,1.161844584139336,1.0825872519634878,2.2106866057800967,2.752769716094355,2.7716571888771933,4.956501828953247
2.841673786130783,2.240504219533701,2.2683937188266245,2.6711264257755745,4.193051899277776,1.157738766415569,0.25203280870088224
2.0816600469286968,1.881854926526874,2.6644783356864723,2.9178308271978217,3.4419325676687715,2.6630285019915814,15.482270517542979
