mu_drift,q,Volt,d,v
2.7016341274222966,1.8511896959438496,4.203152453372281,2.818183227558612,7.459047534261758
3.634839131959113,1.0013837090467894,3.639393363429156,1.7113005272009252,7.740846069961991
4.121101099707073,2.136264131935795,3.3712668959598284,3.673055712430232,8.080418195054769
1.767532804066927,3.2390140088785517,4.1427671272215925,3.4089147478871253,6.9575236341091165
2.57043039087855,4.947109432109045,4.4397940435814345,1.3349500490820492,42.29170295223629
1.083764786324808,4.458731499633304,3.5249331415228258,1.1761645463600217,14.482020437788279
3.4755594097588087,1.8467170017338468,2.4694238388593117,4.202849028771095,3.771176948114463
4.277133354966496,1.32395179273426,3.7824705879485294,2.9768955043180942,7.195101629502671
4.966635890692125,1.421505001723987,1.8562968951879424,1.9105447286307533,6.859633985995967
4.061083433060311,1.5853507978607304,4.945836512753581,3.017834034161815,10.551438983235563
1.7412058104467882,2.569395200050744,1.4316135553912368,4.43678910324245,1.4435706131017365
1.1348877856219488,4.884479318561574,4.914473346458034,3.0014078791500864,9.076599287798967
4.495986384185179,1.3088470365375071,2.1845779102597387,4.338658285093174,2.962961258587217
1.6226556859190793,3.692130861340066,4.8834382374998775,2.6683591022308124,10.96440035869368
4.344116880406909,4.468183784391408,1.9477205065671344,2.300670317945342,16.432542985384973
1.4447504761490282,3.571776277000848,1.6725602880035626,1.4947687814464308,5.7741073890206644
3.743189215957359,3.215921754079122,1.9812304967662224,4.944450217754348,4.8235218505544575
3.370142896454774,3.649966182886787,1.7198810601475343,4.715368045727035,4.4866270893004945
4.603295792832924,2.8284462480917414,2.4067675598726317,2.892897180730067,10.832232246100428
3.4047783257944944,3.53905913997274,2.0936895798978385,3.1234598027810327,8.077054849865059
3.703279618503803,1.6559535412226285,3.853581932134792,4.781118800138959,4.9427621825880586
1.3074959905317516,1.1875814807305445,3.1700466470827195,2.012674637993115,2.4456587648749086
2.1758614502393425,4.219248047354532,3.006927134485879,1.9676247105858296,14.029653078469634
2.7733972818007033,2.9251845332215134,3.2273907229085705,1.8333916894535889,14.281099397712817
3.139033999196402,3.6967981965770216,1.9232704994201928,1.9559623660500387,11.410420223877633
2.071306283842787,1.7827708619246994,3.526679510683428,1.9233854490633424,6.770792718314951
4.498841990497657,3.757676792696704,2.905040378682525,3.2723978182646647,15.007427066784905
4.178633956046642,4.327676482180217,4.014845850228209,4.78930206728823,15.15953088892563
2.0672843534015164,2.882810725607062,1.4287960139874265,3.0660885586851947,2.777166272086487
2.611579363499976,3.6536881070346836,3.942936421569898,1.7347817477801315,21.68750687805984
2.5630238085008434,3.5810514287631903,4.5250562509337495,4.7281069201483845,8.784153005320057
4.872132092626607,1.3668251832995768,2.6979190321040467,3.3738187249221587,5.325240101768831
4.905222916067333,1.6786085263951152,3.05095946449832,3.1000858803119167,8.103467334300486
4.421618464726965,1.9256974546372936,2.8360158500535753,4.722676220253634,5.113164950464284
2.2802377462090413,3.269917828445794,4.3961810515428565,2.553501310657725,12.836790535070806
2.2626941608413293,1.4296515059154435,3.4747479218192585,3.976284693233892,2.8268442091832844
2.234764288647821,1.0226075581542946,1.3821916241407757,1.001850728839316,3.152869239930192
1.9879190154431632,1.8928608326188197,1.4235133203566477,4.721011341218018,1.1346028351271178
1.6269254400067783,4.332022028178669,1.5148366303511331,3.1247446755999437,3.4167214023398604
2.0518671808215423,2.033428127649467,2.548998253428364,1.793960589049956,5.928361957562016
2.0568296215726414,2.9090446013648252,1.9325796461567872,4.523756909446286,2.556152968747493
1.4253995464659273,4.777350977485432,4.392118369718894,1.8508476279027084,16.159470809664835
2.7561017665041203,1.8741274217603143,2.9407738506138843,1.3060487562791625,11.630452252314145
3.303902501587338,2.583878236254588,3.8764377323096735,1.7317156254551698,19.10977190334524
4.247128006587838,3.227706546445049,1.0758280492513497,2.9746770443676116,4.957839175395594
3.5458396568047807,3.255273583973326,4.876214726682781,1.907166369985199,29.512148574448176
4.992071566100108,2.7753888546580603,4.5430096515370355,1.0475961765701158,60.0833857338941
3.53181013081073,3.252741247852913,1.0048760584781502,4.934404586339539,2.339508397486441
4.6087939133157265,3.7689938808460406,3.532184756623405,1.9690968171486527,31.15939830798245
3.919883782704216,2.8947524964837448,2.8958792375469486,1.024187913471966,32.083772570064156
3.623524019066793,4.958613355484833,2.061465713171113,4.191041802905712,8.837827355416682
