epsilon,Ef,E_den
4.38,4.46,43.562604
3.66,4.26,33.210108
1.02,3.3,5.5539
3.94,2.98,17.494388
4.02,1.98,7.880003999999999
3.42,2.26,8.733995999999998
4.140000000000001,4.42,40.44034800000001
1.3,2.62,4.461860000000001
4.42,2.42,12.942644
1.94,1.02,1.009188
3.5,3.34,19.5223
4.34,1.78,6.875428
4.62,3.5,28.2975
4.82,1.06,2.7078760000000006
2.9,4.34,27.311619999999998
1.46,2.1,3.2193
4.98,3.14,24.550404000000004
2.2199999999999998,4.62,23.692283999999997
3.18,2.8600000000000003,13.005564000000005
1.18,2.58,3.927276
1.06,2.06,2.249108
2.06,3.86,15.346588
3.9,2.94,16.85502
4.66,4.54,48.025028
1.22,2.34,3.340115999999999
4.5,1.58,5.616900000000001
4.46,3.18,22.550652000000003
1.58,1.38,1.5044759999999997
1.1,3.2600000000000002,5.845180000000001
2.94,3.1,14.126700000000001
3.98,3.7,27.243100000000002
1.38,1.9,2.4909
4.220000000000001,1.74,6.388236000000001
2.7,4.18,23.587739999999997
2.62,4.140000000000001,22.452876000000007
2.1799999999999997,3.8200000000000003,15.905716
4.300000000000001,1.1400000000000001,2.794140000000001
4.18,3.02,19.061636
4.1,1.1,2.4805
3.7800000000000002,3.06,17.697204
4.7,1.82,7.784140000000001
2.7800000000000002,4.02,22.462955999999995
1.5,4.7,16.567500000000003
1.62,3.54,10.150596000000002
2.1,3.66,14.065380000000003
1.78,4.66,19.326884000000003
1.7,2.66,6.01426
2.46,4.0600000000000005,20.274828000000003
4.9399999999999995,2.2199999999999998,12.173147999999996
3.34,3.46,19.992572
1.8599999999999999,1.94,3.500148
4.78,2.54,15.419324000000001
3.46,2.14,7.922708
3.54,4.9,42.49770000000001
3.14,1.6600000000000001,4.3262920000000005
1.98,3.7800000000000002,14.145516
1.54,1.54,1.826132
4.74,1.3,4.005300000000001
2.14,2.38,6.060908
2.98,2.5,9.3125
2.26,4.9399999999999995,27.57606799999999
2.5,2.46,7.5645
4.0600000000000005,2.02,8.283212
3.7,3.38,21.13514
2.8600000000000003,1.46,3.048188
3.02,4.1,25.3831
2.3,1.22,1.7116599999999997
3.06,2.3,8.093699999999998
4.9,4.5,49.612500000000004
2.8200000000000003,1.18,1.963284
3.62,2.74,13.588756000000002
2.74,2.8200000000000003,10.894788000000004
2.02,2.7,7.362900000000001
3.74,1.7,5.4043
1.26,1.26,1.000188
1.74,4.300000000000001,16.086300000000005
1.3399999999999999,3.9,10.190699999999998
2.66,1.5,2.9925
4.26,3.62,27.912371999999998
2.42,4.82,28.111204
3.38,3.42,19.766916
4.859999999999999,4.58,50.972652
3.3,3.58,21.14706
1.6600000000000001,4.38,15.923052000000002
1.9,2.9,7.9895
3.1,3.22,16.07102
2.34,2.7800000000000002,9.042228000000001
1.42,4.98,17.608284
2.54,3.94,19.714972
4.58,2.1799999999999997,10.882995999999997
2.58,1.42,2.601156
3.2600000000000002,4.78,37.242892000000005
3.86,1.8599999999999999,6.677027999999999
3.22,4.859999999999999,38.027556
3.8200000000000003,3.98,30.255164000000004
3.58,4.74,40.217004
2.38,4.220000000000001,21.191996000000007
4.54,3.74,31.751852000000007
1.82,1.62,2.3882040000000004
1.1400000000000001,1.3399999999999999,1.0234919999999998
