n_0,kb,T,mom,B,n
2.379415666967316,1.3718585053173291,1.6813088711333932,1.6119387092397934,2.9979273093849512,0.2884272365083479
2.9880095331726206,2.981637186010881,2.3961749092572724,2.461979110677753,2.7943344869285762,0.9956359720303196
2.7005278658937217,2.8037153975844813,1.2018655241349328,1.5807980645260062,1.083284500918972,1.1928827724406001
2.7563959272202267,2.4966076234044543,1.6605976093413397,2.2353871133986507,2.5261968155630576,0.6625214128955939
1.0495839463340866,1.67833759587927,2.1700936260874917,1.9660265980215639,1.1708292549944959,0.4349862163059196
1.6686353976747037,2.258672629951299,1.2623382691679108,2.652625210631051,2.1944097860911107,0.2130391668817816
1.7156101471810392,1.843084989284132,2.246319672093258,1.3441458401548745,1.6078338457838357,0.7528806383472413
1.2885945996994812,1.6236134922519958,1.0850712263113722,1.7435102452385989,2.6055740109800904,0.09721726451035764
1.2768247184110872,1.2383078891242014,2.7350894498491884,1.1641919607223268,1.8026468044427808,0.5328119970724682
1.921607591980934,1.9741071472155811,2.043406773338975,1.9102004775076284,2.8437405924456933,0.4681699388761383
1.7484407093368848,2.9547275366681536,2.9194311443282985,1.4871846216093383,2.7306152254242444,0.7855516597872185
1.393865567216199,2.6353956319333283,1.3961630668033145,1.860610798740872,1.805873360010092,0.481722833516905
1.458349042559849,1.111154308906964,2.3585186859330323,2.6718561240774834,1.7170751564633715,0.24585412369886436
2.285732376159223,1.2445392855139277,2.2877320665706504,1.0314095876042269,1.6372650175931978,0.9676222927062976
2.7297125089691123,2.200031268645797,1.7876738902953573,2.98806742609084,2.911079705866217,0.2953981078762783
1.0224170088899658,1.4596456952840655,2.870864487688122,1.6670107742110147,2.3459744038080617,0.34822879953492003
2.1403452207260067,2.7872662329178586,1.190923522959923,1.2687984353064563,2.9831513118527635,0.6208704469266825
1.5125127118796196,2.550563294974696,1.025244286703135,1.1194083793519178,1.4637763476039871,0.6287305024301563
1.2672046905858751,1.9413926066915357,1.9325250369010618,1.0934406985498748,2.430902471115997,0.5022042139304799
2.440863874211571,2.4856253452599235,1.7464224533596997,1.3124329894944946,1.8861350911136412,1.0457441793364268
1.4877645596684492,1.6856138872402822,1.2124942177461064,1.2338890152716704,2.0382176158114382,0.4004586629002916
2.789444476378643,1.1893121906298836,2.2093507719638206,1.9453803348676997,2.7273254368421576,0.36391430907407
1.828607471745327,1.7352953861628548,1.277880952381318,2.571153592787132,1.105146855107458,0.4713729770801814
1.490825070058469,1.059462669605838,2.287451142447833,2.3166627180686854,2.519673045651213,0.133006999279891
2.735956556859309,1.7738111358748576,1.175590094033052,2.5119313109057546,2.28781646210874,0.1731731422488706
1.8659670466444087,1.0004386781138304,1.8034658283372411,2.955598309689264,1.1000749906106615,0.2996534806462526
2.277804467123466,1.4650267806853818,1.6195956390900883,1.8511572093606872,2.863253568348532,0.2412236033646533
1.076353606763505,2.3201279694078707,1.6211765692236124,1.7366419357026155,2.122358608450695,0.3541144217842829
2.28429055067184,1.7348310296581093,2.8891192702370976,1.1442041799480331,2.6936063189124395,0.9556956985523636
2.2300372995709883,2.8008529106455153,1.6503191590759874,2.5074234550170638,1.1564369068238056,0.9266298326731324
2.2783026965199804,1.2125573278781512,1.065722012166783,1.0499670696516408,1.994731886532184,0.4335829364904149
1.867741443847024,1.8493237190491048,1.4114060754970892,2.7802743595705497,1.991059396092849,0.22082461589691765
1.9542875190312592,2.9124353335851234,2.120380336669397,2.468542502493208,2.6454905878214725,0.6057054987484893
1.4177280065971616,1.2155057290597282,1.4271253656978695,1.4825161238024416,1.9934172937675023,0.2497784138020001
1.8739768426142,1.1380683055400385,2.787879389034821,1.1660020573922782,2.337651967070112,0.6729905203575716
2.3482730466477357,1.1706632973110678,1.2791179504657528,1.965246204098675,2.068101243276751,0.1549075051660508
2.777230442376036,2.6734128299724307,1.9463807548295915,2.06193882145384,1.9850322578388568,1.0474999379495047
2.4798875629821557,1.828800325854384,1.0176336380535436,2.369955894305935,2.361779723892652,0.12223158529995375
1.5014249392282224,1.6803873100008908,1.131693145798655,1.8448374033794277,2.2858900191928258,0.16155184501777897
1.7397050356334605,1.6630805714836843,2.597874153096281,1.7838004263107663,1.8856109937772052,0.6596482295767411
1.6267190023031908,1.2805303473516487,1.731000593164981,1.8771553515264359,2.358763407720594,0.21670409147571268
2.274407528021746,2.635246328031598,2.115174403616007,2.017407490784837,2.8120784415962783,0.7270101088146141
1.6865992377032604,1.6455396876051862,1.9891423698162796,2.731527124872575,2.613700291141524,0.1880378937029318
1.6511494950048695,1.5293499168502944,2.486375937061541,2.306081279097997,2.7445627418009133,0.30173813645591896
1.7889523292684937,1.6662333226461257,1.2832534560937219,2.46480912275985,1.6229396648257548,0.2691058751091402
2.0147069150461308,1.6981559000210589,2.6030214248354406,1.7819534857110453,2.4124808475644737,0.6665119516931677
1.3893794935113657,1.2657666865286037,2.9742466592240246,2.9572375205519794,2.9324833689365186,0.1374369387127022
1.7312500041174803,2.1083886510268224,1.884579323882663,2.350324775896957,1.3031162017763438,0.6597373638977737
1.3259485111957146,2.1197604913957857,1.4001109281962782,2.8656432886545904,2.7404445841302376,0.09358215295528337
1.3488742130183813,2.0159365199623007,1.672609564691741,1.3094142370393849,2.585211701709175,0.4357655085740775
2.5550975072625164,1.0656726715028864,1.4502946616280106,1.4926815939517155,1.6761969273866872,0.4871019207629333
1.5810098658111342,2.526547804585729,1.9259202450406936,1.6198925581610892,2.211062220774946,0.6159666500023834
2.6131353700441897,1.2430292156568221,1.2996771123264712,2.2781198057795344,2.9042037956258566,0.04349814558656141
1.876851052141764,2.2135820694871136,1.2328653864240635,2.832978815235413,2.995508876254028,0.08357757250872934
2.37860395008988,1.8099443416992416,2.3777686366485256,2.858581540116508,2.4523026499411555,0.4492743070166748
1.9948934879965423,1.114733535084816,2.69156110199604,2.350868811607365,2.872145685381084,0.2078689511497924
1.5469131317095284,1.6374590347633515,2.137911879176597,1.6906978334897458,1.6491631408471636,0.5796686099216162
1.598983736624734,1.7931947255502616,1.5517594152948408,1.7505987570668229,2.3732150608104723,0.3420066910076527
1.497857917449575,1.9102525688154155,1.6995924612819118,2.1302857525747956,1.6867368092793111,0.44643612547765466
2.5946080805891345,1.2251282490724165,2.27237297182099,2.279537646213277,1.8576923441109432,0.5410219683171483
2.1332369344145508,2.0757714555648885,1.2813130461511943,2.045219722547917,2.2703191074740343,0.3612633555795166
2.586447926372466,2.3608445835754743,2.056488944426654,2.5762682643513983,1.3777516920555706,1.010836350346747
2.858179573201665,1.7257494894984562,2.067608758320405,2.1851489930701162,1.6435197990961996,0.9215526244540596
1.764079906350727,1.010028278264198,1.2916841791880862,1.2699013430130783,1.7980039219313215,0.29752852053688866
2.491361184464574,1.1619843222291548,2.402412324743445,2.283295289994232,1.8252103652939182,0.5329513179681283
2.4778555383152523,1.8808050341232387,1.8195470721745293,2.7832317662827433,2.4256172322010565,0.3380773094201266
2.316523096866407,2.883426504757985,2.0000854824415155,2.3743072727843906,2.4024849692782797,0.7568544998809091
2.26920288703111,2.074637079765057,2.5539075412263132,2.0982844221372554,2.3988952286853795,0.7634056125471728
