q,v,r,mom
1.9058407296690327,2.3805408720330226,4.4791259521705316,10.160744378064326
4.438225991460113,4.19157966496222,2.2906064779077004,21.306279805564788
1.817056021825348,4.0594429443847515,2.382598554016156,8.787303717210433
2.830849320132492,2.8290085209060734,2.1824726389478686,8.739162624991213
3.36575784588008,1.6251541064000214,4.384388778926512,11.991029690262351
2.3098292974325823,3.912646794367701,4.724061792271378,21.34696334052725
2.14668242257097,1.2352630068418842,1.6734710492394682,2.2187861364776738
4.838108925628691,1.6119331665073182,1.5469122588192932,6.031958690011786
2.263714054019566,2.661846744299382,2.746095582569132,8.273518995742327
1.4155648479741971,3.5694519696602165,2.374698766278854,5.9994279620775215
3.6350383630883902,3.778367543764253,2.6738033378693835,18.36169063970809
3.899264045497146,1.9673100222518969,4.8444994691395165,18.581226043043106
3.8144003535084994,1.4681025352034158,3.7333569987177855,10.453270476889044
1.4731296599301231,2.8508370484898142,1.7223624273099083,3.616661933122949
4.207371768986931,2.2284169269493006,4.3692858444235645,20.48272807029616
4.81639204966568,1.1281820724068634,3.364682343172015,9.141450217004095
1.5465735240870648,2.730721635683889,3.5401561628742657,7.475503114968193
1.3831620937113065,1.2254884652402267,4.140809315369166,3.5094377408805517
1.1963164610074557,1.909513627432456,1.0381361948993764,1.1857501222511986
3.2744302133785146,2.676796427409898,2.912192488885109,12.762658970107243
1.0949279314309008,2.2888711229246863,3.4023819408326625,4.263437919918274
2.7699764303685632,3.0518089107434125,1.7402565655212694,7.3555761453508275
1.120969524382402,3.3128493444456644,4.539781344017161,8.429473158792193
4.2975716784569515,2.1829472094616977,4.991798688264142,23.41496047880988
1.0696290730735254,2.576819297291563,1.3253298452418925,1.8264641206041696
1.5701370239594217,3.2406959139441818,2.065750619382364,5.255617280660995
2.4162234338041806,1.941963888577714,4.995365444784868,11.71967346473795
2.259139368079932,1.873122114878832,4.659993041503862,9.859715589560402
4.374350566895036,3.739301157026546,4.085900265747059,33.41656420261737
4.087368944043215,1.2564940618718787,4.414680161956105,11.336357431279476
4.258841839734347,1.4964049252585858,4.41985768010651,14.083770210857391
3.1777626067089386,3.7682744075017,3.084458438470597,18.4677037064701
4.741535269825134,1.254935691005842,2.268758613152224,6.749921963066294
2.8483098079357654,2.4586039098041,3.498031272421587,12.248121485370444
3.262390686155963,4.103316120138362,2.7473573612453364,18.38891490166317
2.144847937448989,1.3829091996303435,2.8135390124909145,4.172661157493098
2.697320305188375,3.4145977490636836,2.8874200851412155,13.296950404286568
4.707549218712766,4.010805795817038,3.3509412427885117,31.63467086505977
2.3495511207344992,4.222329196248132,2.337379150166638,11.594076432345252
4.728096226539221,1.2059003291689714,4.998722068299049,14.250388853946314
3.999873009813812,3.1067773388544535,2.9625061858820323,18.407109769901425
1.1830166926670862,3.4072479697602467,4.385643253518158,8.838893882422251
4.483086640022224,3.6841592435606247,2.12523710713834,17.550638481076213
2.871494660070094,1.240578915053883,3.4071371864691247,6.068649196767075
3.0555161537048745,3.341728602843672,1.0297095208896383,5.257030451194615
2.314754928044592,2.0599072276624053,2.189620497388709,5.220252776710421
4.463562673216939,1.4091882176549846,2.3385199094601496,7.354645030903975
1.1644431375010598,3.1876495206016355,4.052957775527071,7.521958523013141
4.20035536874391,3.455524336590088,2.559255140091559,18.573065046172854
3.616002477831679,1.7982875834287149,1.488674110048605,4.840135332170137
2.60410252274807,2.0804886124277955,2.65564222152848,7.193876708349039
4.067987920102563,2.25690814241187,3.2466270966477047,14.903763533259013
1.3649987325429187,3.0948905372726947,4.638903143223294,9.79857340530226
3.9020923095245563,4.2322588549854565,4.197000974288871,34.6560319808396
3.56735643225356,1.297072320014208,4.5746239928131365,10.583665446870317
1.0654618616362828,1.0578793929945185,4.027770437053924,2.2699107432988237
2.37294571627834,2.9375326043759333,3.882951350273733,13.533260844457162
2.1631391358954857,1.3727916363795032,1.233348667367827,1.831238677860016
3.157843480448804,3.122443434451958,3.8982774108816742,19.218873377012013
2.8893150096116718,4.962184891912724,3.794096258346209,27.198577145739595
3.3205337467053764,1.6905567781044415,3.0063110011016283,8.438039811369682
2.9746693349042275,4.076970784803322,4.813508129337757,29.1882467995092
1.7115822642718908,3.2636999764202725,4.175587946508813,11.66260711455066
2.198708909596054,2.32211818585464,1.0383830472144997,2.6508164039228936
4.783404540089234,2.5229500578711592,4.158056733982569,25.09031883371534
1.1871636853317582,4.917637180844103,1.4851272363907713,4.335116312548128
3.2872061925029046,3.590963532303244,1.7469106885489802,10.310474382251401
1.7968313899576391,1.3569000551043215,4.892515051423817,5.964270895812551
2.4059704791304104,1.0226653869711066,1.8437841285330918,2.2683179418897006
4.805922460481496,1.4760468121954518,2.735860578295785,9.703778097045378
4.112238994179922,4.44750878516814,2.149457026943186,19.655945205737602
1.2190340978541605,4.346052917069075,2.4912661374102463,6.599347427325269
1.4161713257978137,1.9136712984538908,4.131306903115661,5.598099367229985
1.7793817721896341,1.225721007614638,1.571703657381912,1.7139629709081796
3.0445650991068933,3.8506664157155215,3.1109718601434393,18.235901970166456
2.0243635122256016,2.391193347932686,2.763220471280172,6.687884077037793
3.6640497385856365,2.3894996290086583,3.967097179969713,17.3664548486833
2.7173401529933794,2.832672079278857,1.5365509743707175,5.913672707192018
4.362509776877921,2.0109473778764952,2.8557573477984937,12.526462041293582
2.5404400634504283,3.1684028223301155,1.3662723223957074,5.498656870158033
2.569484332604316,2.8927023744348537,4.6752786876982615,17.375096851092106
4.2630263855461985,1.0745063615067307,3.86005515074251,8.840778826238989
2.288106137833496,1.8739204590281937,3.833542173554101,8.218594791344293
2.9806935790022173,3.30463301821561,4.75017995325152,23.3948700222098
1.9515623231222319,1.9474590137468597,3.766812226689436,7.158049989928262
2.999872206315193,1.4411267060552566,3.270808729741836,7.070173528905338
1.2561351893734771,2.4623709948859243,4.3890484237416505,6.7878188824555235
3.670244982690768,1.1852841618985224,2.2621061323248117,4.920401206631731
