epsilon,c,Ef,flux
3.14,1.1,4.18,60.3496696
3.46,3.54,3.54,153.49204944000002
3.7800000000000002,4.54,4.1,288.47977199999997
4.34,3.9,3.66,226.73392560000002
1.1400000000000001,2.8200000000000003,4.5,65.09970000000001
2.1,2.9,3.62,79.805796
1.3399999999999999,1.74,1.3,3.940404
4.859999999999999,1.46,3.18,71.75354544
3.54,3.38,3.58,153.35078928
3.9,1.78,2.1,30.614220000000003
1.82,4.7,4.26,155.23457039999997
1.38,4.859999999999999,4.140000000000001,114.95186928000001
3.98,1.98,2.34,43.14991823999999
4.66,2.66,4.78,283.21962704000003
4.74,2.5,3.7800000000000002,169.31754000000004
1.18,3.22,4.54,78.31583536
3.38,4.140000000000001,2.46,84.68124912
3.62,1.06,2.66,27.150492320000005
4.220000000000001,1.3,1.26,8.709573600000002
4.02,2.1799999999999997,2.1799999999999997,41.648132639999986
2.3,1.18,1.02,2.8236455999999994
2.34,1.94,1.82,15.03697104
2.74,3.06,4.220000000000001,149.31274896000008
4.140000000000001,3.7,3.1,147.20598000000004
2.1799999999999997,1.5,3.7,44.7663
3.94,2.3,2.5,56.637499999999996
1.9,4.1,4.34,146.729324
3.18,3.42,4.74,244.34863056000003
1.78,2.58,4.42,89.71896336000002
1.26,2.2199999999999998,3.22,29.00248848
2.8200000000000003,4.5,3.14,125.11832400000002
3.22,3.3,2.9,89.36466
1.42,1.1400000000000001,2.26,8.268182879999998
4.62,2.54,4.62,250.47226512
1.94,1.38,2.94,23.140645919999994
3.1,4.02,2.42,72.9824568
1.54,2.06,3.9,48.252204
3.74,4.38,4.9399999999999995,399.7602523199999
2.62,1.82,4.02,77.05925135999999
2.94,4.300000000000001,4.9,303.53442000000007
3.2600000000000002,2.98,3.46,116.30169968000001
1.6600000000000001,3.2600000000000002,1.94,20.367097760000004
1.98,4.82,3.2600000000000002,101.42556336000001
1.3,1.22,1.98,6.2177544000000005
4.82,2.42,3.86,173.79489424
3.34,4.34,1.46,30.898820959999995
2.06,2.26,2.02,18.99671024
4.54,3.86,1.54,41.56086704
3.8200000000000003,3.98,1.1400000000000001,19.758598560000006
1.8599999999999999,2.14,2.14,18.22863984
3.5,1.02,1.74,10.808532000000001
1.5,3.14,2.8200000000000003,37.45580400000001
1.7,1.62,2.38,15.599757599999998
4.5,2.46,2.8600000000000003,90.54817200000002
4.1,4.46,4.300000000000001,338.10814000000005
2.38,4.98,1.9,42.787164000000004
2.9,2.02,4.0600000000000005,96.56092880000001
4.38,3.46,1.8599999999999999,52.429546079999994
4.42,2.34,1.3399999999999999,18.571531679999993
4.98,2.38,4.58,248.62068336000004
3.3,3.74,3.98,195.5022168
2.26,4.220000000000001,1.42,19.23081008
2.98,3.34,1.5,22.394699999999997
1.1,2.1,3.38,26.390364
1.62,4.62,4.46,148.87669104000003
1.74,4.74,2.2199999999999998,40.647471839999994
1.02,2.74,3.3,30.435372
3.66,2.94,3.42,125.85794256
3.02,3.66,4.38,212.04901008000002
1.58,3.5,4.66,120.08726800000002
4.58,4.9399999999999995,2.98,200.92082607999998
3.58,2.8600000000000003,1.38,19.49877072
2.46,1.9,2.58,31.112013599999997
4.78,3.02,1.58,36.037031840000004
4.300000000000001,2.62,2.7,82.12914000000002
2.66,4.26,1.78,35.90304144
2.58,4.66,1.18,16.740546719999998
4.18,3.18,1.62,34.884574560000004
4.0600000000000005,4.0600000000000005,2.62,113.15002384000003
1.06,4.18,4.98,109.88561232
1.22,3.62,4.82,102.60357136000002
3.06,1.6600000000000001,4.859999999999999,119.97812015999997
3.86,1.42,3.02,49.990736479999995
2.14,4.78,3.74,143.08195792000004
4.7,2.7,3.8200000000000003,185.17755600000004
2.42,3.58,2.3,45.83044399999999
2.8600000000000003,3.7800000000000002,2.54,69.74695728000002
2.02,1.54,1.1,3.764068000000001
3.7,1.8599999999999999,3.06,64.4402952
2.54,4.9,3.5,152.4635
3.42,4.42,3.34,168.63251183999998
2.7,1.26,2.7800000000000002,26.292016800000006
4.26,1.3399999999999999,1.7,16.497275999999996
4.9399999999999995,3.1,1.22,22.793357599999997
4.9,3.94,4.7,426.4695400000001
2.7800000000000002,1.7,2.74,35.480917600000005
2.5,2.7800000000000002,1.06,7.809020000000002
1.46,1.58,3.94,35.80984048
2.2199999999999998,3.8200000000000003,2.06,35.987425439999996
4.46,4.58,1.6600000000000001,56.28809008
