m1,m2,r1,r2,G,U
1.864300124032332,3.5322514340655338,4.622905399357901,4.3341564487070805,3.565311724517766,0.3383496802038864
2.1582714281538453,4.9453359677028885,3.870954941084136,4.2476843447317725,2.680598308481917,-0.6555302964684507
2.6287972532487114,1.93980005956216,3.545453659680569,4.883118081501344,3.1938035493915953,-1.2583469370354208
4.4956682414898745,1.844533774926123,4.6217755340129445,2.762017329780957,1.3516744209179832,1.63295492516271
3.14616109771304,2.2614125298409755,2.473862491909089,2.6922202283655046,3.396562994980392,-0.7922876188068899
1.724907441924774,2.301167134292588,2.9825813277336,3.810400630964244,4.732697628590873,-1.3683441223048016
1.9955231628149008,4.69922813967248,4.611304669574108,4.67809347064332,4.9422886722577095,-0.1434902349696412
2.6917023323910527,4.4934685532071885,2.1120125340050366,1.0772693093501011,3.5473855215382666,19.5132199347771
3.9730716089940334,2.4144862616212435,4.649760920537774,4.874197296246666,2.507558147000575,-0.2382109182409156
4.316134825903927,1.513014974732449,2.916606599909489,4.528869020212499,1.9104492069556804,-1.522796398488095
2.6609514425081433,4.115068164729779,1.461569427213839,2.631144214007599,1.511067716856119,-5.032245325726825
4.288070656630547,2.053937382648992,2.6813914733193323,4.687774020937566,2.50789023987094,-3.5256931107710487
4.467161405537324,3.5550932975674185,1.3405216583532875,2.5782364576506933,1.8169209822180632,-10.333386907501753
3.90919277289773,4.151094412301926,1.4409441017651383,3.551012295705406,1.6115174097700034,-10.784049718124797
2.3349544218140625,3.360661837692985,3.2875678396986183,1.0445723071365234,3.1410534952560165,16.098808416233595
3.142908019816128,4.148581401467893,2.6205302594707915,4.763858649573186,4.755837040313328,-10.64630546925074
4.4608193388467825,4.585014824902533,2.981083184582143,4.017369912879326,1.0970362032098122,-1.9415132452240167
4.275344244388137,3.039099495377317,1.2785898157406574,1.4902544932117023,3.796973335424815,-5.480374833156358
3.344561393956244,4.313889938369956,2.5294368620857584,4.524803884115653,2.8565915124204935,-7.185476292488383
3.969655028016156,3.393596283051948,4.593354369666933,1.5253407340458125,1.6947924491693138,9.997465833892765
2.9947491874305645,1.2442382289043823,4.806754969161279,1.1767582954475058,4.266402904459927,10.202176613959383
4.0090855517910855,3.0098433512008635,2.147739302372958,2.32831134806558,2.228245626319313,-0.9709126925344844
3.6078182553741414,3.5445377159511318,3.476847370217213,3.0242180992885843,3.1399805455473464,1.7285227998028194
1.000918350254011,2.3075579624633367,4.297831030934947,1.6727949308421377,2.7931192505730373,2.355504766931366
4.669237488918603,1.9689440049614624,2.356090721962683,3.4988402075349767,1.266739181154661,-1.6143639455364642
1.2371661164321657,2.6985767157066505,1.7970378466545442,1.0692141320906918,3.4445444762113167,4.356110327157003
1.0163960478357723,2.9168678827767693,3.915579673225642,3.0318927079160183,3.4082277876516693,0.7521368976552147
4.964863096229827,3.6796834281886563,2.407535728052661,1.4384183092431893,2.848973034524977,14.565470885524444
2.6963285190357356,4.429538661259848,2.349220205244294,1.4005189024392128,1.3055406654750301,4.496126280240211
3.962968693962288,1.5852704904506645,3.1246291314919983,3.779019518982204,4.1272010326920965,-1.4369410085226317
1.9527318855137852,3.0865146814368307,2.096099323579057,3.411896821659208,3.5873589397239227,-3.978021325585935
2.916829041871944,1.1818956321034464,2.596418567059944,1.6577405167059962,2.8532045141790925,2.1451042825096662
1.5002286086990932,1.2545399111032651,4.549724360193185,2.4496884259160523,4.090514587871066,1.4506099788306943
3.5876711610858463,2.3864112825623782,2.6627499997569126,4.532190317236523,4.550973055238591,-6.035805830331338
