n,alpha,theta
0.4698931234945117,0.07022997948240695,1.033367634906171
0.32751060413119626,0.4975695728438845,1.1723196766837172
0.5106211340057074,0.8498497857654866,1.5073379022049007
0.3693100105923792,0.27760508520161664,1.106149916112152
0.5701255460587236,0.5441121707441442,1.3459889148711528
0.4329032518923468,0.2156163869693417,1.0963384795466216
0.8414997144278523,0.3289048057997249,1.3049029669510557
0.5899475789926271,0.4641456922238385,1.301324700740956
0.9009806356083444,0.17185202249973294,1.1632615646630813
0.11518866778975867,0.4768564851512197,1.0559529327889798
0.3895310220116384,0.5173478658897377,1.2160350569550142
0.2913342861059811,0.9215781408904388,1.294877608360271
0.7363618162409022,0.6050010610745509,1.5231939217629755
0.6608194899622969,0.31384990316171923,1.2228009678477345
0.8029066038570585,0.788608891058425,1.8025693913492704
0.6745435334603207,0.7274114566916616,1.586615746076584
0.1996610919929679,0.6275722974943185,1.1307633986666543
0.5690087775883725,0.4146158841586077,1.2560563558448865
0.7980646725292182,0.246250132102158,1.210299818684445
0.4666443452296049,0.6646138532901463,1.345896923976343
0.5955267058388752,0.2782049946615054,1.175363138148158
0.8159956744649125,0.7248479906370072,1.7367234604759532
0.9312590908906802,0.8958566134586722,2.1556515263068574
0.9059039479973771,0.42318829993963947,1.439535950694785
0.15088580152203035,0.09837356986570113,1.014916980052591
0.5447191141766431,0.13789700724107334,1.0770441974113714
0.563471179067636,0.5053365160717441,1.3146028350110108
0.7101495017276346,0.04119145590800166,1.029540128741956
0.4947078900559618,0.4350722947070984,1.2318690405362556
0.3904148415377121,0.27196382200771585,1.1100745712226159
0.5013979350394415,0.701744208088102,1.3986029964322135
0.8008188814959254,0.4311908042962439,1.3902209107462609
0.06276190072973252,0.9236675365988324,1.0591134208455346
0.4262231681073305,0.7501893604371516,1.3578933206264958
0.9505394208625696,0.3973604753357619,1.4321104850565418
0.9491096948841168,0.6012252487767978,1.704662208705463
0.4532537260631063,0.7530158859404198,1.3851222637914584
0.3101420394368421,0.7052192998645482,1.2359180016873488
0.1939888208236854,0.8457231642976388,1.1735518606998097
0.14975559265819738,0.8947007536294703,1.1402503221445217
0.6908532139567246,0.17109520213177887,1.1230499050539224
0.9438482834487046,0.7994023768439036,2.0080420226127726
0.08203409550700548,0.28536564444624235,1.0235938207177575
0.15523972307791026,0.9265981965352884,1.1510893208712023
0.8380041818450581,0.5391337997092167,1.5318998548144618
0.008851156614419153,0.4507793299720597,1.003995231998077
0.5469084332846457,0.13850473251992634,1.0777116090125132
0.7761278011491842,0.10694194558644432,1.0853623256466007
0.5203446519452343,0.14291841945120687,1.0762571700252552
0.17104928758385274,0.3239377250865664,1.0564519721732348
0.8951716419196747,0.5259349406121688,1.55844032683413
0.1188761579217621,0.7483117163530932,1.0916747750872753
0.37069085404198265,0.6935614908048507,1.2811950245172157
0.1854620479075899,0.024844621503426482,1.0046148223420408
0.2093374601853596,0.7032606374668697,1.154816074370012
0.5892151047951687,0.9786096851602047,1.7138083315227308
0.9503642077815624,0.6285730473479432,1.7459003090457008
0.05686913269098415,0.43516373131457103,1.0249532263363141
0.9356272451642756,0.43367355421158416,1.469219838416581
0.09850365423742836,0.2338892479681044,1.0232172459002185
0.6266474192161617,0.4967357119218842,1.3473153819863721
0.4706523159471746,0.6055265361391368,1.3149079290891712
0.17456046738119144,0.9414829275396848,1.1738706652515272
0.8842849948168076,0.17509460472057192,1.16325954915007
0.6014737268877476,0.3720163787623554,1.2417924129824682
0.3963184409072894,0.4100127826610756,1.1718012789439525
0.9192441905009386,0.04405240974313507,1.0410490139361437
0.4160332684757781,0.9368122330886984,1.4479390674865158
0.5317857525071154,0.09025235431051004,1.0487752372939685
0.1952957434970589,0.7018419034767038,1.143628988594503
0.8797460716081565,0.18724839455636533,1.1743020240644304
0.9444787493757146,0.3505075066715905,1.3721087011603472
0.44306832871086266,0.3423684090246289,1.1597713070494025
0.2882118026571636,0.6748967545397017,1.2079994219999903
0.7783241898229194,0.6340564708079828,1.5906664058646616
0.8465449432048409,0.07774964841150989,1.0672949917791787
0.9728694882535988,0.4502852875035279,1.512974923174883
0.9701862699956556,0.22158368599810066,1.2315716795137792
0.6643978337914336,0.2372280699587679,1.166353696064582
0.5909479716396933,0.12189784953207095,1.0738075359377992
0.6883366097693217,0.8785482957197112,1.7574161302528797
0.6867718150830784,0.4154748693892739,1.3153279470906325
0.08576842237271852,0.2950914914404422,1.0255248725330972
0.7531869595271815,0.21331451309931584,1.1697570906860444
0.3603881796815257,0.464730978045341,1.1773866675600164
0.08216047685498827,0.6410351517276732,1.0536089073232668
0.5190910821688383,0.6869114347343965,1.4046669055616146
0.03977328694722815,0.07873125056322128,1.0031346725922652
0.12808879779307802,0.9695527783232536,1.1295518133336406
0.08314274050520143,0.9483578577774291,1.0809774022628265
0.5901150663795138,0.4211302688931339,1.2709613301647809
0.11069826264206883,0.7407353948181291,1.084302332238317
0.3669079940884271,0.4265707985593084,1.1651270366128583
0.994755194112758,0.957424084959386,2.3953952659864126
0.8115418904875403,0.6277327682800734,1.6136327003715776
0.017603093133684355,0.9044112661315192,1.0160053732543777
0.046914592980451315,0.3843917527724413,1.0181426415682888
0.962886790281048,0.18502061370489772,1.1894014402557496
0.1870780735690586,0.6516927181357464,1.1270819180536953
0.016506463310142494,0.3683432502853965,1.0060923916835784
