q1,q2,epsilon,r,F
3.174558909352009,3.1254882147260648,3.9293761534322167,2.358756007392706,0.03611617498141684
3.0748091455964137,4.774825670044908,3.7907927911448414,4.508403747172067,0.015163175791896391
2.11728795132469,4.036007814146554,3.74817951668746,3.6210678170673343,0.013836567318972115
2.464542074267726,2.9871697488998032,3.6158299856335616,2.8080703739097315,0.02054765655659108
1.3858247553248195,2.4736219794429792,4.6238376261999266,2.4087739503826238,0.0101680369491912
2.2440202885528238,4.445071860730727,4.600639469892531,3.2305252646302365,0.01653222155335136
1.9024984541042549,3.0876519896887262,1.7114340563804258,1.4097867474690249,0.13742817401322746
4.193490498851284,1.8270782063031012,3.7396610812765534,3.4162254211852385,0.013970040071347993
2.0474535995457,3.787861431075503,3.8596408595423086,3.3883907477592468,0.013927219414089012
4.692293678232483,1.6027677729192988,4.270592891619971,3.174949724602201,0.013902216418009906
4.7301601513251965,2.5153843310508512,1.6099797310623465,2.1824164560526333,0.1234737585967768
3.6261989115491784,3.8595495914665663,2.291957796755885,2.6031669540615114,0.07170801875074095
1.897727457240716,4.4299463298619335,3.1449750147921547,4.061171108291031,0.01289741476711923
2.3532454915723844,1.653655215362336,3.5949823195337736,4.39656516617405,0.004456342357466336
2.648109449565028,1.8029693225397767,2.2502960991771332,4.1254462900241915,0.009920484029954373
2.4165741935602627,2.270946703412659,4.596131417535234,1.9536532029562277,0.0248948678852197
2.3631178975812457,1.8352732816997168,3.1922676557386462,3.276557720465324,0.010070274848177694
3.7833793893079584,2.3734524627914317,3.5536388469352995,2.842140063720748,0.02489352081390921
1.7209151542274053,1.1636492830039389,2.9228305495068496,4.916287962655415,0.0022557628358773627
1.6037644571030838,1.4165010011656085,1.2438662543769512,1.7404659126887605,0.047978081345740636
2.279829721317816,2.3277991919808607,3.4952531690077526,2.9266315184741827,0.014106631808996125
1.2642676548631933,2.5261349099906028,3.10246980290412,2.8336591707660084,0.010201943531163209
4.33827789433426,3.1199096964719604,3.5024226243720213,1.9346556488896745,0.08216249646218884
3.1140025377680187,4.051029927872395,2.016502688893356,4.946768788647006,0.02034382074011328
4.740619173214121,4.657160477887596,4.308140678722517,2.3568923874197947,0.0734136850247239
2.6840974538086577,1.6651700342048523,1.7379271856259666,4.127124080492313,0.012014905912315396
3.1662967573426903,1.6786420894278788,3.625788564205584,3.981443061119609,0.0073589587241131545
3.1256043813798757,4.10224588349625,4.952278728737042,3.3478141671480866,0.01838307102168487
2.0607170473427865,4.898388767778167,4.636336657461577,3.135622323449791,0.017621354622342468
3.813126898156264,4.010297350619783,3.5509395223754034,2.7479963053921668,0.04538082691217907
