x1,x2,theta1,theta2,x
3.2758379470142382,1.661540972642344,1.0945600325876892,1.8856835941461936,2.4163094997173653
3.1608886383057277,2.1016640248966927,4.5974651177973165,2.062536737059434,5.032254676458283
3.8153231453201872,2.721860911929182,3.046809013454677,3.798382148488734,2.6058882203698617
3.908388626669759,4.9748150451788025,2.6068693474205715,1.0879365221736252,6.165093132934962
1.0965843382437468,4.726409241504888,3.9609887012967717,4.834270085410141,4.1089322581813015
1.3570091941768958,4.873655680373521,4.013473294837451,4.320797484024457,3.60368471408937
1.056220708191193,4.487158382739642,4.733363070909577,3.2745537680236585,4.493428608553971
4.4183189694488165,1.4970260270474878,4.9094374825427565,4.189625573935771,3.4373818218426897
3.6956369573749175,2.987107604612817,1.5027993614172102,3.9820087370161623,6.32377266238574
2.737499260911612,2.4671842717854005,2.79445996193476,4.816029782289178,4.412000378573417
1.1120672631705424,2.0313779337943334,4.736537329024538,4.243318304574503,1.1762756296345895
3.7627459276121633,1.702287525757204,2.5172581306187287,2.722040859848025,2.124420590491976
2.478405687942009,3.5109324048668498,4.299880234119966,3.6921955641481095,2.0449297279733716
3.8639887853755464,4.230409411620491,1.7188462252343744,4.148019460838103,7.587350994170411
1.6322162635172806,1.796239625402536,4.594223141773191,2.4102716083010094,3.04382639507374
1.5566192317290644,1.6357376715031973,4.262440365882732,2.9025261117153685,2.0081679522380083
3.8164358422569116,1.7996529544709199,3.7640075848862384,1.2433885803168887,5.382937364888379
3.404189857979784,4.8139029530775375,2.8627208472221946,2.3586654502575146,2.4624108142660392
4.760462330781639,3.3722973190934598,4.827302264996798,2.5898142658744856,7.340930554233638
2.7883966099982,2.119633103602633,1.2758800487798196,2.382963795929298,2.6421413019810127
2.0619022856833547,3.3604891044168097,1.2673518094443796,2.7227685183352475,3.734828313177263
4.156038547455529,4.3579719757937605,4.548356669152708,1.1395560835304792,8.438178733600568
4.117217076332754,2.10517045271843,3.002995363473107,4.228810169923014,3.9396597838501326
3.9998431877532976,4.904218286977783,3.1841118867763387,4.572713421300813,5.73948417835493
1.7753686890610023,1.8369907056908108,1.5234043428166544,3.208891818901616,2.6968356522257215
3.6051152218744313,3.2394226812401534,3.4580067865653126,4.0923543047408435,2.1627834569330364
2.0984336859302424,2.3000759814553455,2.3711859206276737,3.6277058647939713,2.5903131155737964
4.846848851667613,2.0429937832706853,4.3808073735634245,4.837267067729998,3.1447068983390025
3.25658320863702,3.5438455748159616,1.8675880186705769,3.997809198685233,5.950931280964456
2.2204332073677278,1.1114718942720896,3.770493091986364,1.5703057441348114,3.0118470410993576
1.0157252228935412,3.7530595344777313,2.3220220211382485,3.4013522792446835,3.3939903779135623
2.5224916854112593,3.6073258890881226,1.2673416342544872,3.8703930375912594,5.9159741908471215
1.3175556120952303,4.697184319051173,1.0664275055510417,1.1757689291838689,3.39054671362682
4.540849026521522,1.865662391889824,4.214321094938184,1.2398228893577845,6.3880673189817
2.279262841246476,4.951713509595678,2.4233133841086776,1.107140195786259,4.9019307420654
1.6757288473056398,3.4496674629811652,2.4002412362985943,2.6486908935796367,1.8713240098328536
3.129405471676734,3.9402288674437833,2.00659191420488,2.9041111012644483,3.1529494930862896
3.302212057555638,4.293510850677864,1.0135720592176911,3.33554857393488,6.977963534084543
4.2666388900188865,2.076891588207799,2.297827575402178,2.9705991088084196,2.942245911988442
1.8161181024526118,3.121338606441552,3.6185206614716168,4.075262617967363,1.6928539487253256
1.4690456170977817,3.83712098509021,1.6767229561044543,3.750045700871236,4.7235075940689555
3.4732367417454486,3.5859307230101503,3.388539506736697,3.4931493526124213,0.3858382449944277
4.7430954714391,4.803980995375284,1.2577956386709852,3.998241448957897,9.35568927153905
4.216300320318381,3.882671986233781,4.371196683270817,2.5622948306387205,6.369826842274604
2.9305588515189207,4.184722928208665,2.4897473620665282,1.5287039678262766,3.4719217074517745
1.6767871679971096,4.766788192175975,4.870836418800595,1.8081714045758817,6.439712492364935
2.971035447100124,2.450230659955575,2.8118324303679127,1.960283576752076,2.288809144423244
4.032017246294547,1.5396205279324182,3.547819602559764,3.9955985177737534,2.726917428271105
4.9066400064006634,2.5776689204804244,2.593981536604475,2.9550665429332863,2.6561820900443234
1.4448344226074952,2.9532112974456552,4.437892652613068,1.0406652442025806,4.3664039044823975
1.7909025374161003,3.11540121700794,2.0708979238293392,3.205614725433041,2.8635149023781117
2.9428238382844865,1.4379001220174454,4.348145714237774,2.7821037661012697,3.26917923568035
3.2980762651902205,3.8862085619544087,1.3469623981355472,4.628994009035545,7.166698854212551
3.5004121559400523,3.2717969915103864,2.3668938151811827,1.0871616867732734,4.047761355544844
4.86283627150744,1.0492858485979757,4.0623142881128045,2.0200536717467945,5.4206276896511065
1.1719400851861166,2.4558889023082657,3.0102214886683365,1.8338356689056048,2.278791631711756
4.050923782834488,2.8875025295105416,3.1528081104258097,4.0087098150636535,3.0678873838480842
3.5437990440821223,1.223855645927685,3.2875962765482805,2.3579705487496843,2.977919156867912
2.131559114991897,3.687689756652308,1.7330412485811744,3.1396630708960425,3.9462871102672015
2.1708669766222934,4.4756800989745615,1.9381600050340104,3.810890520484356,5.5247518727503255
2.338566455124034,1.4278110224165084,4.7046585643813685,1.6477827117725177,3.763196728780537
4.939517746792069,1.963942444028964,4.338641566421367,2.2256133820695547,6.186130803856338
3.1041807140018407,3.1021778448911075,3.9161094147705584,1.0943556992388488,6.12716611607355
3.857676375250705,1.1541481449795072,2.071947818345648,4.362996394724786,4.699681885979965
3.1015351582842223,3.082464830819648,4.759030468472526,1.8799149193893696,6.1308216502138935
4.873588026366376,3.1821656461046777,3.998743468251735,1.6997853802371037,7.383759025702756
2.0405982111602734,4.68494051938228,2.9341857657259984,4.07779897715725,4.265097778598617
2.024416758354856,1.5700408179851657,3.6271257549513667,2.8466276994863904,1.4305101520818764
1.6044839217406062,4.466642309982066,4.092720313709932,2.4339495527442723,4.8769458929149785
2.829073112740832,2.9265557112252947,2.948534170399273,3.0267494245913182,0.2452092133336596
4.9586010485408005,3.3874620145398437,4.619762474054738,2.149812017289768,7.896844185901324
1.0525363388031286,2.1120512844917227,4.8291499209047215,3.6172828616718813,2.0017069734779604
1.5840495212907015,1.7674141251876043,3.4477909789171464,1.5247058467764552,2.750454833658055
2.7172700372903766,1.0452894216897004,1.1424726931058622,1.9763320296694984,2.158390240273928
3.420588253729492,1.6098103295471575,4.710040546336349,1.7089636602391574,5.019598054669691
2.2168012502827072,2.964794539639634,1.8812463123455003,4.709851605599267,5.119603318813856
3.0873061324218907,4.982570041368139,2.3674485619060714,1.5390643991642061,3.68211326267996
4.328911401969616,1.7617963560158385,1.7302482825100878,3.718887394784562,5.294623869511748
4.172720108751726,2.4476840914413787,4.272253785602174,2.4990373650196576,5.244941096019858
2.769113524272273,4.815793717169561,4.481766323117558,2.5963535856457187,6.254057349461595
3.2870252297257565,3.075879508122592,2.2798445546970725,1.0708622163298225,3.620486062988295
4.322101010904031,4.44646051567588,1.4540341701508903,4.577783779459778,8.768212638583625
1.7706373634959411,3.114551629351592,1.0406624721409463,4.78396304369393,4.6827303934565085
1.1251964287896556,3.645071525988421,3.0254982220640247,3.553325841651528,2.7324258112362534
4.044665077543666,3.8675180451375484,2.6347364201242125,1.0091647275386868,5.74715898993375
1.615238151779058,3.8377603081675766,1.881662394685212,2.0872319218596234,2.2804915396559595
2.5590541832507583,2.9613471744712228,1.5676840994677477,2.6937230605384324,2.9660448238104182
1.5140274849995614,3.4780216445762795,1.7300010185669743,3.8581504606753456,4.467609908627289
3.108664268876813,1.3258399779338994,2.5566154794082894,2.633519673218797,1.7896442616617048
1.8435856036408904,1.865898778331156,3.2401341471438347,1.9113076667599769,2.2873254943966344
2.375137952260786,1.194593428953206,3.464130358337026,4.504268261959326,2.04850840739844
4.137276014735353,2.2639102136994267,4.8647806573168655,1.4031789739913236,6.326465599767741
1.5441800604976628,3.0373539638238456,3.0189447396768685,3.8342522930800866,2.275601387106686
2.307096462718396,3.138224623953485,1.8853461913669676,3.0069137327218103,2.9803929140298626
1.9030251275190664,4.693069133711784,1.142563418715188,1.2716379422184607,2.816546130653208
2.9572175732664086,4.672898948093374,3.3775905838066422,1.1868553297100202,6.829212209156249
2.047627404554855,3.243926127864703,2.746116919638185,1.3165656991298222,3.584085397371065
1.1752102755664904,2.8995704382402776,3.1107574862033367,3.2453665421909235,1.742145007453504
4.353378408237344,3.603257020471928,3.6635249125279374,3.4642331744388066,1.0879523372213074
4.76360140642055,4.437634304289885,1.8266068856752369,3.959929236551994,8.058072151928437
