m,g,z,U
4.446917144179202,2.656131557631939,2.829563177480644,33.421659827603676
1.176541631023018,2.5097494158612053,2.4038615104220247,7.098181574113617
1.0360293839775103,2.175154692247263,4.784948311710374,10.782996700702418
3.2749676848097127,3.4830395101367992,2.8983017166518255,33.06046928822588
3.3519482495287765,4.8340071260328905,4.658240601532351,75.47906430071006
1.6293758653968229,1.069267335380326,3.496106541667728,6.091051032164496
1.8363255717567664,4.369212299895338,4.952838908967376,39.738093967665655
1.095329026409845,2.0060598417660422,1.0385822197310342,2.282072114028491
1.9490457419533944,1.1374419417992083,2.5433555741514406,5.63843204922686
1.0865142159829686,4.426462586039714,4.1683898880503225,20.047514878658184
2.4168933807660333,4.537102316183269,1.9962879526947048,21.89067994218055
4.033355980154532,3.752346029015295,4.504999352973926,68.18112577485277
2.70183420494995,4.524649866281629,1.0493727619572089,12.82842856949432
2.1941584114691355,4.8187434770948165,3.151661484668576,33.322789600059885
3.602069087902575,4.191637882304674,4.468259802391332,67.464330024492
1.530807572038796,2.4213986842001294,1.7651551221290809,6.542892443321178
2.0181241811108523,4.880026625293951,4.041892172174908,39.80657399452775
1.6209276413291938,3.6701085905724486,2.5137051963967063,14.953983098426598
3.1936053416027304,1.2937088272324453,4.330461178953094,17.891713578335775
3.341892980835483,2.6021667062875533,3.656769670348209,31.79986382951718
2.616748514980483,4.971502812349118,4.778703040313691,62.16697266244706
3.2553012951037257,3.721716184001143,2.3641353079424525,28.642226259925327
4.7227345178045415,3.514903253370322,4.9555349387011765,82.26165659403816
3.9792329615698474,4.628248268853415,2.1092595227256243,38.845975439060055
3.243981945489393,2.67751994620294,1.9630720967431656,17.050903372658407
1.747834952849018,4.8449334669448065,4.530159215320263,38.36204083989429
3.3075108159557294,4.373393845802031,2.9587989532449783,42.79916724607838
2.6022754434223474,4.836738129335983,1.2115475137950342,15.249172901737795
3.319194197483843,3.68975982236414,2.125879227876432,26.035705388708006
1.2316138449434306,4.9715163772576245,1.608289596468151,9.847538543969684
4.661180107110647,2.8360235384439814,1.2920445242399403,17.07981629446218
4.611079969677947,4.1032216239439885,1.8920344029171297,35.79782642710233
4.3781857224864575,2.2287300553110283,1.2103544144802911,11.8103891735288
1.0542856113439565,3.3611655126032116,3.661415057956895,12.974694520072598
3.6903745562329133,2.7546321935573985,3.2185870993423853,32.71894806198307
4.2877166325345835,4.514086311539606,3.5555767768953017,68.81862570585372
2.707615794540269,3.558371538065721,3.022274135384301,29.11871361647655
1.9456415120104171,3.4315091032270097,4.356634092142548,29.087008963376547
4.342227411386531,2.159041086779954,2.383363409694684,22.344144911872505
1.3781758404087716,1.1469507304081383,3.215552823516875,5.082823662537679
3.5342926841163225,1.2114991203423078,1.775604112932908,7.6027683343764325
2.6380809845090782,2.0432130524489835,2.117544887156979,11.413908927321815
2.6071175062752205,1.160688835817135,1.690705274215304,5.116162386182002
4.978853799696268,3.576455158157012,1.618323250921648,28.8169114333473
4.819524233878759,3.186284637792023,4.6127094057720965,70.83450014234872
3.8384174370522897,3.4857946742053105,2.7773831264366926,37.161205866945345
3.5448018564204444,4.851734969162754,3.2349373059076427,55.635872330617225
4.48437142170809,3.645831753017225,3.3648404000593968,55.0126630816192
1.7048033972455907,1.1798547280745335,4.614515846682377,9.28173107331281
1.671294524402191,4.9247352741075385,2.0043140140717792,16.496873478196534
1.3289115297212135,3.4223954474771716,3.7870427063687884,17.22370036494572
4.520875671703999,1.2715979950299237,2.292042642840117,13.176349062741778
1.1245373962548366,1.3251206911579474,2.4671554095349464,3.6764261360996096
3.7233055627930014,2.119099779974587,4.7343089805567775,37.35396297265408
