Pwr,r,flux
1.3,1.1,0.08549645703283633
3.38,1.06,0.2393839923685503
3.94,2.46,0.05181030436430594
2.3,2.38,0.03231201619865822
3.42,3.14,0.027603041978086437
2.46,4.82,0.008426188426638283
3.62,3.06,0.030764924494460524
4.34,2.8200000000000003,0.043429181946256834
4.26,1.82,0.10234272092311829
1.58,3.3,0.011545675394177902
1.1,4.220000000000001,0.00491538929384686
2.1,1.1400000000000001,0.1285877887399893
2.06,1.9,0.045409859109321944
2.42,3.38,0.016856682288889868
4.42,3.94,0.022657915962346925
3.02,3.58,0.01875128460946615
1.8599999999999999,1.46,0.0694380264005736
1.9,1.38,0.07939361265348698
2.9,2.5,0.036923946797319716
1.78,1.8599999999999999,0.040943432579427355
3.66,2.1799999999999997,0.06128557062919126
4.18,1.54,0.14025713908840498
1.5,3.2600000000000002,0.011231718103703705
4.74,1.98,0.09621396161814916
3.7800000000000002,2.1,0.06820926132509801
3.9,4.9399999999999995,0.012717473611647299
4.54,3.86,0.024247746303162666
3.86,2.2199999999999998,0.062326320949467995
1.82,2.62,0.021098857615177546
4.0600000000000005,2.9,0.03841671040149198
2.62,1.62,0.07944405405059551
3.2600000000000002,4.74,0.01154651841940347
2.1799999999999997,4.0600000000000005,0.010524332546905157
2.2199999999999998,3.7,0.012904454845288809
1.94,3.7800000000000002,0.010804589373137543
4.5,3.98,0.022606665359256362
4.58,2.34,0.06656162241223618
3.18,2.58,0.038017000107582716
2.74,4.66,0.01004081268930615
1.06,1.3,0.04991249694597901
3.58,2.14,0.062207910763929744
1.38,2.7800000000000002,0.014209527293282924
2.98,2.26,0.04642902051979876
2.58,4.140000000000001,0.01197868541789452
1.18,1.26,0.05914677275397975
1.02,4.7,0.003674469034715555
4.66,1.5,0.1648137855129405
2.14,3.66,0.01271281533550778
3.8200000000000003,2.7,0.04169903172915227
4.02,1.3399999999999999,0.17815851838645003
1.1400000000000001,4.42,0.0046435534470209636
4.859999999999999,3.54,0.03086170255301044
2.8200000000000003,2.54,0.03478338237949849
3.3,3.5,0.021437196416459373
4.140000000000001,2.42,0.05625482074315679
1.26,3.9,0.0065922165777708135
4.9399999999999995,3.8200000000000003,0.02693955137174018
2.7,3.02,0.023558086616163626
4.98,4.300000000000001,0.02143298043801078
4.78,3.1,0.03958171841723515
1.46,2.66,0.016420248241433035
1.3399999999999999,4.9,0.004441224984238644
3.1,4.46,0.0124017254415149
1.98,1.78,0.049729640721176735
1.54,1.74,0.04047737685980956
2.7800000000000002,1.58,0.08861775793051374
4.220000000000001,4.58,0.0160092737516399
4.82,1.18,0.27546927093613033
4.46,4.1,0.021113356519626807
4.7,3.34,0.03352702824285149
3.5,4.5,0.013754130884484784
2.02,2.74,0.021411169018436555
3.74,4.62,0.01394369219007535
4.9,4.34,0.02070173557386776
3.54,2.06,0.06638331823749995
4.62,3.46,0.030710006894840974
4.1,1.22,0.21920695601880236
3.7,2.3,0.05565910108128667
4.300000000000001,1.7,0.11840246631403983
1.74,4.98,0.005583168033174825
2.5,3.74,0.014222860166495262
2.26,2.94,0.02080673396430211
2.66,3.18,0.020932328063785137
3.14,4.54,0.01212294342284324
1.22,3.42,0.00830037578109984
3.34,4.02,0.016446916843856914
1.6600000000000001,4.26,0.007279122460615904
4.38,4.859999999999999,0.014756783576828178
1.7,4.78,0.005920839167211316
2.8600000000000003,4.18,0.013025776002232687
2.54,1.42,0.10024140930703586
3.98,2.8600000000000003,0.03872051649871285
3.22,3.62,0.01955369634458285
2.34,1.02,0.17898047233517642
2.38,2.02,0.04641564118207907
1.62,4.38,0.006719809006507122
1.42,1.6600000000000001,0.041007406588490954
3.06,3.22,0.023485500456251675
2.94,2.98,0.02634540857901515
3.46,1.94,0.07315816015224226
