q,v,r,I
3.4528240712596396,1.4789615734082608,3.6120346861484114,0.22500882947190745
3.0823105377044184,4.701246148791916,1.106929794543622,2.0834804808144205
2.7544186448784456,4.928079618859316,3.3568748465327154,0.6435653406043192
2.7168753140118738,1.5308951656029754,3.443076798218253,0.19225984204458146
3.3622123238930484,1.4107979807959827,2.7324211163275898,0.27628828066348005
4.651822364540786,2.3510198175141706,1.6477667269628316,1.0563402178517574
4.439591114030412,1.7610096245312126,1.3167080108836005,0.9450077209672559
1.0049941475220523,1.5267209905588368,1.535887606483635,0.15899516034577998
1.6900935979831369,1.9795725137755944,3.323153408146527,0.16023298123106114
4.382188775990993,1.7064470375382377,2.9571239204245954,0.4024709170105736
1.9488469661658063,2.1036363238763958,1.5097228806502747,0.4321865957916751
4.317324103396089,2.666697425020031,3.7706774580200486,0.4859472638044469
1.1115039497338817,2.1022007289606277,3.1150381043782427,0.11938285503345633
4.617807490218637,2.8906067848586456,3.9857142592828345,0.5330142412809507
1.7295488786834865,1.398680370349187,1.937072517302869,0.19875843663943146
2.954469752128672,1.2019278141362624,1.3638294668783493,0.4143983290067765
1.270265734030414,2.4518102051377864,1.706389520283564,0.2904847835712089
4.688238699949935,2.9910004221741735,2.8475572556523416,0.7837433272963326
3.1595036727837824,4.1438296394647125,3.340130769029871,0.6238460340245813
1.1836709603758186,4.581131026644634,1.7573441395696112,0.49109670533396294
1.315962802120903,2.8092134715978854,1.7952834168619294,0.32772944924698777
2.8324697659859,4.502005844576575,1.303888714891028,1.5565065136024352
3.6438209468774927,2.4882681911337765,3.2064313745146134,0.4500413286026143
4.250623269492209,4.4452917260376985,2.1113494871997176,1.4243374296478235
4.261381574020843,2.5545916677146376,2.8623998685707766,0.6052875531106068
1.8783222669590411,4.854455466287665,3.50174552922856,0.4144252203719714
2.2676127142792137,4.608066713053825,4.54320773238509,0.36605401788349945
4.7558190020792495,4.4878504093325535,2.6587028369658308,1.277656247397384
4.0838146208385036,2.514670826692299,2.689219756050222,0.6077724385568574
4.3668717355078135,1.859768558685008,2.5256979085952764,0.5117620344475716
3.7680800047551024,1.7387309552424872,1.1605169891219624,0.8985063079202333
3.186161538830752,3.663536864182781,2.685468113168844,0.6917807748114482
2.1419787626390225,1.4471695953769834,3.446703049012129,0.14313665155724326
3.9590563260599088,1.910638034233186,3.9939740516183364,0.3014289717282199
3.384845137107276,2.2297482574946184,1.8358924221990405,0.6542858669086142
1.5981487735045814,1.02647717639632,3.8268473860783185,0.06822530593565364
3.1603143937548213,3.2151345610591173,4.6732085255003675,0.34604646282810203
1.3362079167242795,2.9511956405420614,3.1019266490822157,0.20233017118176252
3.6079400096649272,3.7698397382989577,3.8466614713858167,0.5627537011167448
3.771833256309861,3.735459551429592,4.161481062995435,0.5388510487274227
3.4651305098948453,2.133472925812761,4.346304517212692,0.2707115046811954
3.7878468448495712,1.6622758262216941,2.7386159442180174,0.3659186114434265
4.915714320925831,4.958422179303599,3.0996577077066028,1.2515163599781027
4.790567221548383,2.4921625068816344,1.7508835721458578,1.0852409186735172
2.917647690680776,3.1732250337983166,4.526016158159879,0.32556503209627885
4.07339389526852,1.3411740872737496,2.221322751860874,0.3914263236052352
3.4788439054740885,4.647438109698321,4.348121612778864,0.5917891613194133
2.456696844193196,4.99865390032929,3.33639193568164,0.5857977572760921
3.468466431308975,2.7675082198466754,4.803909944158678,0.3180179907646923
1.305314838968997,1.105237155364653,3.008689415780297,0.0763156354835139
1.3073754406411708,3.953664419830461,1.4901634302404043,0.5520600966684441
3.363715862186608,1.982942936259657,4.302345311347123,0.2467427421845733
4.319968190059422,4.125162840908469,3.6885676707703965,0.7689250721992146
1.1941022679995583,1.7884207940119987,4.242650375589776,0.08011136309677751
1.6822290734285077,3.006373397023422,1.7272353860411838,0.4660115267241047
1.4391181366079624,4.715456857635097,2.153410552200206,0.501549171123447
3.5747027937545446,3.5291593188064665,1.0078738245115235,1.9921643747796451
1.632466146951682,3.0481879486445536,1.0864906695122305,0.7289203184030595
1.3414219658144533,1.0858397815332663,1.1889439736800944,0.1949799272651941
4.727973198171339,3.0157492015693164,4.523396779961713,0.5016787140899757
3.5987459315024632,3.3693717288882623,3.739749697472196,0.5160332792102519
4.864393001667323,4.475106903466838,3.9556953052828248,0.8758492635984291
3.1514442656025343,4.849056902531737,4.125212762753835,0.5895772136520622
3.88627041182242,4.500488032659279,4.7822119623429575,0.5820816888739225
1.7293911365418133,2.1618720456199,2.8242343505578567,0.21068936555315132
4.398023583125294,2.085441445558088,3.5234167553700706,0.41429688746703264
1.5647089843688455,3.8449906712589983,4.1480507632367765,0.2308367418109303
1.810603732803567,4.8586236375044765,1.3405360435564848,1.0444275188523158
1.5240291390061882,3.9618455102400802,2.6119781444459838,0.367909837135497
4.518358732968993,1.05717061317345,2.0011681765484663,0.3798939126454815
2.4048051689186054,3.7933850256255193,2.504876240505245,0.5796164204794749
2.4279902407449603,4.782807975975928,3.365359141358496,0.549184909957721
3.798982455753367,2.1924374983730397,2.2749042052037813,0.5827087338219155
1.9250948739924687,1.6192492732300563,2.0345141489470886,0.2438514068817021
1.6680034452167842,2.083331331141749,3.4203384233562453,0.16169863025367426
3.5953427747840943,4.5950125350703095,4.171619290751445,0.6302929750629841
1.9756882467911088,4.347369424749068,3.619718241706709,0.3776507296426485
4.321012336606928,2.214166932063166,4.80203732822681,0.3170957831092658
2.8833706945100244,4.8974862199841125,3.5364303440814666,0.6355192736755066
2.0287915127598395,3.6237622444885327,3.276259376652338,0.3571403911472877
2.1702013555086435,1.3817241761022112,2.3620715728671393,0.20204516662125946
2.626694739925708,4.099688655783389,3.0036098528582147,0.5706069957998026
4.7833592349907725,4.609336999712162,4.51559151515413,0.7771000608321275
4.138101170968883,3.8039874161063665,2.2851391121165814,1.0963460693574243
4.749069825069718,1.7554142992265764,2.97209988460735,0.4464213099610446
1.5853302815825954,3.1572334679320884,1.44269905894372,0.5521674939758378
3.393458442768538,4.287858944371912,2.330651040079354,0.9936327647525804
2.3485532764599872,2.0503008668285694,2.4760211795035083,0.3095164874958111
3.9220211584008617,1.2223188160632297,1.067366056237664,0.7148273712968579
1.1598724817222958,4.391640008447896,2.922449032469148,0.2774023676930957
1.8478255956837093,4.782119574130865,2.742829653264479,0.5127465009264761
3.9950302593514055,4.185745943789364,1.536482023081676,1.7321503521651258
2.6899252585020625,2.396285487059131,1.0016417602216,1.0242040276790167
3.664122802725861,4.286902316257959,4.789566762026754,0.5219603437547983
4.477440542761709,4.478241533974836,1.3869153084473178,2.300951850731061
4.092460321044847,2.025554393946551,2.570870957865694,0.5131782493968355
1.1697291126403644,3.670769105571959,4.855135008056613,0.14075414320029458
4.945623841015072,3.9902083866125895,1.032587888769167,3.0416536728776555
4.653031813450519,2.415429922286877,1.0296334978904884,1.7372724483525557
1.6174311669391686,3.2470360922265287,4.026568695816058,0.20758594349371046
