omega,h,E_n
2.74,2.74,1.1948716507567136
4.62,1.22,0.897060921243159
2.98,2.58,1.223646864467728
1.98,4.62,1.4558857574274218
1.78,3.18,0.9008806398773644
2.8600000000000003,3.14,1.4292750509424572
3.2600000000000002,2.42,1.2556051770405807
3.98,4.78,3.027827299357454
3.18,3.94,1.9940841129869753
3.7800000000000002,1.3,0.7820873903535738
1.42,1.42,0.32092002725049773
3.66,1.02,0.5941572335506637
1.1400000000000001,2.94,0.5334237072667964
2.58,1.06,0.43525693836771545
4.9,1.18,0.9202338809573388
3.5,1.9,1.058380371561104
3.06,4.54,2.211044131409847
2.94,1.1400000000000001,0.5334237072667964
2.5,2.1799999999999997,0.8673944398508294
1.82,4.5,1.3034789839226228
4.46,2.14,1.5190384388462859
1.7,4.42,1.1958902423925015
4.220000000000001,4.9399999999999995,3.317871267648124
2.38,2.7800000000000002,1.0530327654732166
2.66,2.9,1.2277212310108807
3.22,4.140000000000001,2.121662715369439
2.8200000000000003,4.220000000000001,1.8940074847707917
2.26,2.46,0.8848378216137012
3.9,1.38,0.8565719037205807
2.62,2.7,1.1258620674320678
3.3,1.5,0.7878169683048819
4.140000000000001,3.66,2.411579359705635
1.8599999999999999,3.2600000000000002,0.9650519129320165
4.1,1.46,0.9527014893480854
3.54,3.22,1.814175365315897
1.94,2.02,0.6236963909885195
3.1,1.94,0.9571578277546586
4.18,2.34,1.5567263293704463
2.1,1.78,0.5949211772775048
1.9,2.98,0.9011352877863115
1.22,2.26,0.4388220090929738
4.02,3.42,2.1881258196046134
4.78,3.86,2.9365360239999427
1.1,4.58,0.8018226032969689
3.86,2.8200000000000003,1.7324333865438992
4.9399999999999995,1.7,1.3365832120857368
4.26,4.9,3.3222002821002237
2.9,4.0600000000000005,1.8738902999639757
3.62,3.98,2.2930407580907914
4.5,4.300000000000001,3.0796481488281753
2.34,1.74,0.648015266292961
4.54,4.859999999999999,3.5116583263568155
2.46,1.1,0.4306732760066688
3.42,3.06,1.665588310445303
4.66,4.46,3.3078126752447163
4.42,2.66,1.871216496920032
3.14,4.1,2.0489607373650607
4.7,1.26,0.9425155729902043
3.74,1.3399999999999999,0.7976209127993427
2.1799999999999997,2.2199999999999998,0.7702462625875366
2.7800000000000002,4.34,1.920236219392336
2.42,1.8599999999999999,0.7163882298452392
2.3,2.62,0.9590676870717613
3.34,1.98,1.0525234696553223
4.300000000000001,2.1,1.4371691361198151
1.06,4.98,0.8401471135934973
4.0600000000000005,3.38,2.184051453061462
1.58,1.82,0.4576659543550543
2.06,3.46,1.1343927723817933
2.7,3.62,1.5555804137801852
4.82,4.66,3.57481100777568
1.74,4.02,1.1132569959391896
1.62,4.26,1.098360093265788
1.54,4.82,1.1813753115825207
1.6600000000000001,3.58,0.9458259958065158
3.02,2.54,1.220845737469311
4.859999999999999,3.02,2.335948930748366
3.38,2.5,1.3448592691265158
1.26,3.1,0.6216592077169433
2.02,3.54,1.1380851670615253
4.38,2.3,1.6033268967077534
1.3,1.58,0.3269042531107531
1.3399999999999999,2.38,0.5075769445086725
3.58,3.7,2.108166376195246
1.5,4.38,1.0456479761137523
4.98,4.74,3.7568842626728083
2.2199999999999998,3.9,1.3779634972896295
4.34,1.62,1.1189865738904978
3.46,3.8200000000000003,2.1035827138341996
4.74,3.3,2.4895016198434265
1.46,3.74,0.8690496512589853
3.94,4.7,2.947231236175718
4.58,2.06,1.5015950570834142
3.8200000000000003,2.8600000000000003,1.7387995842675752
2.54,1.6600000000000001,0.6710609020526676
1.02,3.5,0.5681831468380665
1.18,3.34,0.6272614617137778
2.14,3.7800000000000002,1.28743616565896
1.38,4.18,0.9180693737312889
3.7,1.54,0.9068648657376197
