m,v,u,w,K
2.898558936038108,4.9318550555959435,2.5115192878606747,4.848436778934835,78.46147245233357
4.074788307422264,4.449734993436243,3.9545539761009607,2.4751623645516467,84.68442530429215
2.7894830820186183,4.740047239097711,1.2631913067871805,3.4947472028398807,50.596980468877355
2.9176917215617704,1.9940639608428616,3.3086607250707982,2.3782074786986858,30.02216913055882
1.5327207590592744,2.287547881366516,2.6117058552088244,3.728352382030708,19.89049607793161
3.2593416710231287,4.644535613060491,2.889644993219288,1.3285857704836412,51.6392158156602
2.29248163211092,4.712477981573904,4.589113442716976,2.218020100624841,55.23393380900771
2.178941140452997,1.0507259006466865,3.956465472722253,2.9796620214395046,27.92969991427823
4.7556664086457205,3.6088399156009,1.303587287494428,4.5091235329579185,83.35556213683276
3.06444373003622,3.2292015440442663,3.279907659219365,1.7043391515857138,36.91169789171571
3.4005700762536164,3.9720675604334064,2.7537487366964353,1.0504609518042014,41.59563888553114
1.5874313652958545,3.623427652062141,2.1270210440087207,3.7707663462254484,25.29740569724063
4.520389300824848,3.359446672383747,4.311757500333928,4.62721314663775,115.92139706729401
1.9936234282562475,3.7148385614806143,4.97176247216195,1.5505075339590588,40.792048534044866
1.0290403434945774,1.460415237710718,3.9235339859995233,2.972975838234557,13.565590304461658
1.4710477023180788,2.8948803992283025,3.9407907123207964,1.697047525694274,19.704782730319547
4.272901416989294,1.3509203271763155,1.7965146402508112,1.6852965552860275,16.86231122871036
3.821011919984705,1.4884973352066082,4.058334779869913,4.909342909147743,81.74549349580418
3.6948514153679812,2.998303631806883,2.5761064692993263,3.7764908675499,55.21591956000598
1.2608342945789168,2.860723261892684,3.796984437794438,1.4990847322491994,15.664657875617072
1.5548870769417182,2.373698810390285,2.923982488150188,1.3357311160937801,12.414449515807226
2.8298949697994047,4.617419924434958,3.883257569373839,4.197122921019549,76.42994048503681
1.3987270651046435,4.581376082186859,2.397217934822484,2.9835321560063464,24.92330546173638
1.9957147655316618,3.9696512509093616,2.9142732523254233,2.332872680640865,29.62979296531041
2.0939356708074253,4.934147313688468,4.6462800479859965,1.1025053846413844,49.36374415185918
4.668783986592263,1.6697618083399517,3.0047209027300763,3.6282134116253024,58.31401017364765
4.240362799037074,2.87419666958872,2.453742683413967,1.7315672529648376,36.6371264004596
1.6949999031220075,2.6292134496229043,2.5629777160360794,1.0361289290820093,12.335515441843693
1.5790485885710541,3.4437210746890354,1.3040551674877316,3.919848084900468,22.83697736570648
2.7359539423636474,2.1705167741569333,3.0486770288173903,1.1042833472992257,20.827471826616613
4.163542591841951,1.369231951426369,3.1359196906581936,4.595784665365503,68.34460396722902
2.2016753923971604,3.7224315641665298,3.1763060817851816,4.981321219821286,53.67572119780347
2.0068412166729166,1.8133005476256965,4.050226921528601,2.4089449287175246,25.582622482579907
4.311618441612864,1.6763223161729135,4.089404980972314,2.7558097114418363,58.48231130457675
1.42064166096459,3.29226627441398,4.599455748926557,3.5316905966736623,31.585729024385266
2.5344091865349263,3.735611292938012,2.764158832112716,4.116485913329987,48.83910673730846
1.8510738956248003,1.7940610024681654,2.6693088496434587,4.538319396443807,28.636305269301825
2.8186078674703263,3.087826501859132,3.4082985106281543,1.4323761876779582,32.69989989149262
1.260772973795269,1.9261330704050683,3.0336976184471047,2.6896245459077455,12.700642429381515
1.7882010079154682,2.049713203307582,2.293984882372842,1.955144944682684,11.879271978297611
2.6484846439969862,1.7190902536954369,3.2938166569292395,1.4362575072574462,21.012196672737783
2.4378298158503524,2.1272229250248067,2.441508967065998,4.740288678560674,40.1710230944964
3.545280089460804,1.3380698162691915,2.57852503415832,2.873115506781189,29.59247931959489
1.2057247827454225,3.6121730079141248,4.349696767094052,3.699084654609372,27.521200545947146
4.917266324443515,3.5958081458865547,2.3967699197110246,4.42074027397738,93.96228879501751
2.4014831038849174,3.1831530809266693,2.660900310828063,1.6578596148369278,23.968425383665004
4.47276556408384,1.7421453285373274,4.1154983285663835,1.892926864541561,52.67926882697538
3.26513729070591,2.4640775997739914,1.4222423818000398,2.2979139587442408,21.835377679444356
4.883599023009955,4.381350305245684,4.309684910392514,2.9942712022610025,114.11817058292075
2.334858867366778,4.081875644773081,3.0120804314445353,1.1550335681179569,31.600493402866192
4.1914434876685585,1.5147553798691042,1.1298300964999943,1.719759026525992,13.682068236738813
2.2498427568475368,3.0616393200892573,4.8556529989495685,2.379516409601872,43.4367013578374
2.003663976096601,4.121867475233037,3.958551988586658,1.1915499798639335,34.142150317896096
3.5738538737117165,1.2265708408373257,3.2778311684974133,4.521523089074551,58.41968827956621
1.0843820085451878,4.351977241931653,4.202104922416421,4.479649206448727,30.72306278872714
3.8234001925007246,2.2146958603634093,2.8269516773889625,2.7975430302346687,39.61574156477944
3.4724490428256867,3.0096289100989067,1.1640439054141465,2.8974256036737565,32.65480579024023
2.614730455818614,2.5803523351318494,4.107303205318564,2.8535022577117006,41.4050842367394
2.8210540314553016,1.2316621208083682,2.929666605403319,4.45298124219338,42.215634761327685
3.2618789715076755,2.6695826355178696,4.178228538747346,4.347457928078268,70.92084185267585
3.631815850402219,4.58987162563908,1.1302994467333325,4.15840628106414,71.97685402420733
4.221217648857486,4.5574080270066055,2.7051894513368686,4.150546662519067,95.64235599666513
3.8267174797632713,3.772899108288289,3.9513585245744105,4.514117564658841,96.09893876528416
4.823398984138541,4.8501544410824655,3.843948254981034,3.1143748766518327,115.75980823343365
4.850228853811496,2.1329045160140945,2.747783129591593,2.7324581255980007,47.44959780170362
2.2804026472557,2.052137310351665,3.034644717129243,2.959102954140882,25.28581876683402
3.105547450040136,2.072333006043056,1.0719890840714743,4.732397100417598,43.228144432902575
2.1668671439641423,4.780514238078998,1.7947502421472183,2.8574788177022703,37.09636464050746
1.6245441316446931,4.354457455458292,2.347621970452741,2.1095876006495846,23.4933356124478
4.2811056436386385,4.868897515201747,2.402431626132317,3.0069550834083905,82.45328044177583
4.240790767566011,3.94322486131595,1.5430253593125112,4.319078431851478,77.57336757550944
1.8766918202056768,4.14308401895152,2.52082831311012,3.5931418451419415,34.184306419869145
3.7011231439334416,4.767351849863459,1.5258385077785783,3.1888560552397363,65.18534620813047
1.8625942577356025,2.9347438934014027,3.1097159701099994,2.516198551338184,22.923236496895317
4.9460421994118295,4.297101137010297,2.8450842521182764,3.11085488452506,89.61486731106814
1.378436700155747,3.2049372277108263,1.6162423723923711,1.9708697586333692,11.556944001180884
4.9773482700688865,3.0514551592893953,1.462210342374186,2.3909164825746125,42.720379368852704
4.487218686222693,1.0506609881188802,4.7798557854193655,2.166280887629216,64.26523418398052
4.905610507538769,1.9227016683519895,1.1176220004991588,4.831558746793374,69.38942051051283
2.8293598371360806,2.6301030641329572,1.2143027628891998,1.3967509616210014,14.631873940100142
4.7483816416399565,1.3149725021181302,4.758277811560548,2.5334008420938425,73.09772717289562
3.46418582826977,3.61327053851364,2.7820001936847856,3.6156084311041057,58.662303514292184
1.6117008955732408,2.7283361381074687,1.2925495430332936,1.5857411932683596,9.371297339510855
3.6739357993750263,1.7547099991126736,1.4134708423587328,4.971467561626278,54.727676428452504
4.084208711957399,4.037724905526738,1.3366892237086865,3.2671942490677357,58.740149046463216
4.942510679809769,3.3196739704202862,1.14198805981914,4.3491704042775865,77.20116473991837
2.589374375949051,4.910043122861003,1.5897025731275516,4.991113840242016,66.73710467311092
1.921137986400684,1.7408168760687437,1.9903990208238471,4.371755029557346,25.075051959832262
4.342345136921926,3.638152662591811,2.542101731767412,2.4931604144630883,56.26438442631623
4.426268479999661,1.384670035017125,1.1418180791786798,4.983502942422502,62.092493641324424
4.692551542584567,2.085488534927781,4.077308544058326,3.6501037762352766,80.47013793809617
3.140070192833012,4.8086054210715545,4.894588794768987,3.050101537338901,88.5229826114234
1.082511550889182,4.990161108811144,4.674747771754709,2.1317718146429434,27.766110432310928
3.9495851512467857,3.4630248843915408,2.981486376300524,3.647600095078591,67.51181673744783
2.021453890337276,2.8402575259846063,4.866181296093519,4.057789216284842,48.72960870741579
1.9219820667944612,4.327025735194697,2.846699510914659,3.806608063251376,39.70537681567181
3.641594397117636,1.7925273197867668,4.9225985204067095,3.8717787286474468,77.26698741352325
2.0189789192150216,4.217698446725471,1.7461830691160438,3.2652821309725497,31.799122796210284
1.5516151519312813,3.6148661093511087,3.7878582580179994,2.2868535357176016,25.32610353262
4.831139474503611,3.382833836479453,2.7455198659093343,3.743834804809451,79.70834973875651
