k_spring,x,U
1.6419291873895614,3.392334292645895,9.447604680112176
4.654587959708534,2.8709428922651283,19.18228563593832
4.4082126125118135,3.2595868069764484,23.418422653474078
4.227458641680971,1.600014456377019,5.4112448437709135
4.379708059794743,4.9451306972910425,53.55138597385382
4.26280200953525,1.097445048932129,2.56702875347391
1.2877274839091504,4.1930312613737915,11.320097563958356
3.924886045994774,3.279707849860936,21.10898615441933
2.3083200159694086,3.1112835588883523,11.17236742386958
2.6114857740184143,4.037194197920138,21.282221042749672
4.048681829109261,1.4256908709098697,4.114664126851851
1.6147425335579713,3.2890386326111782,8.73396080786183
1.7440709053084475,4.721619499005895,19.440888655145933
1.8850466228581788,2.42392318360745,5.537704857082363
2.993858446153957,2.4489759097348505,8.977807577280002
1.75941323475586,1.0696864854026875,1.0065859788505631
2.462167445761488,3.1555496109040027,12.258507980032844
4.303973936855872,2.7077025858474504,15.777622344439251
1.8284466518614568,2.654749335976451,6.443166282527082
3.772797515502576,4.795642857500228,43.383757832577174
3.2325110779211523,1.0097029145001493,1.6477724824530142
3.8159512271116234,3.6245146778207453,25.065279120382034
3.4388938242667,2.6392327213451576,11.976892333926482
2.102404136153156,1.4728709887239675,2.280424102015015
1.5318106753853942,4.747730187468647,17.26422774310665
1.879656929125109,3.9332534008584177,14.539599640490994
4.114867241230488,4.675141032330764,44.96921075504242
2.2961166357819853,4.305840222349134,21.285299732281626
3.3647620850150157,1.090233748606522,1.999694302734826
2.0172071305810033,1.3293248177161572,1.7823078696874466
1.0361667091885116,1.9022293660982408,1.8746724753712816
2.540598957437305,1.740061222455945,3.8462293491013932
1.941521838343819,1.0582818966740426,1.0872139551148163
4.475466327063189,3.3703162878851654,25.41848234434801
4.224694474944779,3.5858993739482226,27.161985177582906
4.364492541506824,4.674571978269028,47.685623194503144
1.8077016126768588,3.7723952361634816,12.862669929419305
2.1882309639213715,4.245621393855341,19.721760912942347
3.6119773460007365,3.8678831018896056,27.018529102127964
1.0452629487398415,2.696097057219956,3.7989764853889048
2.366625159000203,3.479849139818031,14.329146227041356
2.661143799004004,2.772947453723201,10.231083454019693
2.506762115081681,1.9440976717405003,4.737173456835375
1.7639667381052102,2.9787423455717077,7.825755493036112
3.393081519423707,1.9172346765395416,6.236125531648942
3.4455668748379447,1.3312501298732968,3.0531631649462283
3.4252757743942652,3.6468381694608167,22.777105357067537
4.5086535836989645,3.369946753096301,25.6013549066354
1.7767735518417045,4.9064888213713695,21.386696809566494
4.962232276951557,1.5686674780319394,6.105326290109607
2.795474517525117,4.9486038687276706,34.228740802769806
2.1574674157820968,2.30331526523228,5.7229640975287275
3.55127551835346,2.8888609818763946,14.818616476922974
4.999444152279565,1.8623676263226063,8.670068984157666
3.150548915052674,1.2197846559090897,2.343810864080308
3.212675541925268,1.3734540643087936,3.0301571262867086
4.7763317182210185,2.6967506715986755,17.367850677666656
4.69608323220567,3.5815133612966816,30.118888543034263
1.7640812830390886,4.581689504077705,18.5156901656352
3.751501504585024,1.5042305241918508,4.244278990403994
3.2747511420945177,4.736260735678076,36.72988021509077
3.0330777115276564,4.247090745622222,27.35499394076241
1.551961599531826,3.8514553874042,11.510673063826387
1.789267941402762,4.73575322088278,20.064276849019038
1.9644693304040688,2.4300615896503728,5.8002914863569135
4.914640958524004,3.307155673259877,26.876398807098113
3.9535461347688967,1.5992430270633882,5.055751821326754
3.3247018657830862,3.67476834349468,22.448257963346162
2.6426975369935333,3.2182606399913936,13.685475509092662
3.5556654105309025,3.231598597952112,18.566314950645854
4.556559709787717,1.3266080413897154,4.009519417423161
4.059918269205324,4.409554195159362,39.4708668524371
1.8329817203558307,4.920338441923584,22.187996623456154
4.0376609417596665,1.9233418114349004,7.468145948442278
1.7725973198768823,2.2320670200864248,4.415649099994427
4.519114032391089,2.1333685495006063,10.283834556600333
3.760442458597389,1.441097323019754,3.9047710499886037
1.9200288916578392,4.732333160613715,21.499501571330892
4.012550139880866,2.461535311606009,12.15633380881312
1.5606313705247477,3.56501572968274,9.917295129684284
2.7196541308636903,3.9306039313082928,21.008848502072155
1.9915396206441427,4.929333598097619,24.19554317775593
1.4734913536856884,2.952079198479097,6.420570296620832
3.6423210900505216,1.826671545504166,6.076719086147669
2.4902600372803203,3.691947961614324,16.971719506770853
3.5634584354352947,1.5843093604295175,4.4722047451710925
1.494909618217101,1.1895581234204222,1.0576848281196791
1.5883988410261731,3.1940576470236586,8.102425865415732
1.0703573907809192,2.955087518994618,4.6734705660771665
2.2253071867946908,1.4854996788910344,2.455303027761444
3.4889781807287146,3.67988384064592,23.62307765986577
2.715819723675164,3.208609003879848,13.979915234757247
4.593436396421527,1.712111520977801,6.732429448156263
4.48911465938777,2.6543193075645672,15.813828870476938
4.671568605208425,4.752450552736602,52.75552499922095
2.9810980355362693,1.353201185745618,2.729423974943725
3.2270404289575363,1.4704415674947628,3.4887508316261693
1.0394899359953085,4.834343707850871,12.146896802441606
3.6586444469651815,1.5426478079618675,4.353351987743042
4.006859633311293,3.374832950297627,22.818058772856602
