mom,H,kb,T,alpha,epsilon,c,M,f
2.1537250339366385,2.194518671376932,2.6857573561364925,2.4382217902014043,1.8819629596536367,2.1181924690771696,1.5433539759885089,1.8911562744014407,0.9537568700339322
2.5580208761129475,1.5298710272879563,1.4596256489038482,1.209172780538141,2.834850093987339,2.6859857512388396,2.7585847785751145,2.9804486915499298,2.8164376737018912
2.2823555844566856,1.0465222494453088,1.2773631435636994,1.6981138029638472,1.5646139882859518,1.8294683214398848,1.0744197018759438,1.788898105737713,2.4956720221165503
1.2907232393720487,2.3914193415512592,2.7343081673602363,2.4223411290503534,1.0293987372774778,2.3825265086804945,1.5883269895413272,1.3961975855843254,0.5126192358782093
1.6373947185893134,2.069756875958819,1.9940059420048482,2.8092895989702815,1.324000253861089,2.882019595854864,1.1324292290174274,2.7934304337860083,0.8974998657913769
2.8175341915235466,1.942673945924018,1.7756478245571887,1.1955608400257889,2.3517026347699286,1.6228409451606762,1.818205578672743,1.4696751853790206,3.4333747251573907
2.5967673135825264,2.332497132763796,1.670901565873988,2.2507570237582795,2.153553820798468,1.9260246313155975,1.5848297391577943,2.2206192806636915,2.293136070645065
2.912409550771617,1.0278733511991978,1.82084402056244,1.181558135503859,2.3614371481758223,1.9856824752083764,2.8910949262607937,1.0383472054338796,1.5914295084842514
1.8441533413381264,2.320831589206911,1.6088637282868945,2.1977203620935937,1.0591126988607735,2.9428425672494014,2.567213139925212,1.7605133253540757,1.2605972206199167
2.310415104970538,2.504767136615788,2.9792016371369403,1.3951684980165138,1.9393719370563147,2.9445937539254974,1.1338338182470271,1.4976476074553793,1.8187846804711416
1.4498941177539917,2.6260986768752472,1.692244430399229,2.529817060081823,2.962328205983955,2.0607904462451208,2.448177639728836,1.955415566486152,1.0482273889474871
2.9603382068753668,2.202640644160728,1.1602276999746368,1.33789386067286,2.5759673771037206,1.0663864194957091,1.0766598151868547,1.7489490487006774,11.151285473848562
1.948070350764812,1.7354343099565137,1.3042343846495836,2.4360878077276693,1.3840455178161963,1.8858386139432477,1.3713962168395968,1.7951277963543963,1.4935635007481665
1.3141517376751408,1.1208866712617742,2.4037052547603146,2.9889884960580484,2.2905995382324758,1.8838629120577572,1.176877262411093,2.3950875882930602,0.5896134957038308
1.4670929730397222,2.2677138346065826,2.4508258602905904,1.4110909419348865,2.705881495196594,2.3641864499391483,1.4809384146960116,2.5986086593181525,1.5372938399535432
2.47755813852197,2.9195771046625394,2.243652117129913,2.156655796057663,1.6734909365026314,2.9548737959633624,1.838431202280489,1.0282333314978476,1.5831042032806495
2.0970349379974325,2.529479540473151,1.4231095640218907,2.6858626546597333,2.413920122290981,1.549860191101886,1.9659646752670048,1.0915445615420325,1.629086974773842
1.4173041120141838,1.131152631456881,1.4609685093793214,2.334709963900525,1.1791998902015453,2.500314313647604,1.2270395300071195,1.0216569343572222,0.6029886622006536
2.623824393011009,1.7736329165721276,2.1386231370237097,1.4604407735214617,2.9445374623596563,1.9487562190572487,1.0373373830842578,2.9126519926978482,4.925754103724001
2.762146920836813,2.7143659779273177,1.6662517643217805,1.9659669565321232,2.397271053205567,2.5841559078679417,2.4949930612843687,1.6650012271134451,2.4979704233720783
2.9814271499472547,2.414600219523069,2.0329001000171134,2.876964988772578,2.0784716639132834,1.5697289544135793,2.916920457402147,1.4752033424007958,1.3479184163794375
1.904088280853771,2.191244560775284,2.2434304073118945,1.5568202191671057,2.977655860664913,2.8131686236911486,1.07563724091501,1.3452846883872842,1.8655730033646427
2.792790469322924,1.4070812506572734,2.0575296149868416,2.5398030391708724,2.8949471387295325,1.1106448953896888,1.2577554654581578,1.630852153316911,2.188072692116336
1.8761267530616719,1.5971785463581938,2.534003506980401,2.0748682056746808,2.144523861495149,2.48677170345168,1.3329766773976877,1.5184762010813726,0.83290502130597
2.0547458531343357,2.7120429446621737,1.9507216716799904,1.472982325442229,2.432685875668553,2.315441716845976,1.0462324275291277,1.2897976388707986,2.824659283507331
2.0276075245346075,2.2251227259475748,1.110284990024223,1.0070163636866285,2.482924027131633,2.160516663822876,2.3976179965757862,1.620786649516426,4.622820524813392
1.3359552854776366,2.6254012453689124,2.2273455171104493,2.708728722767537,2.222926730877582,1.7619098617035311,1.3510792194900545,2.670062206220271,0.9899849578378834
1.960246266940343,2.9105369441273186,2.7641066113134203,2.634058890210004,1.033124635376672,1.5701395598652677,1.8820837275625557,1.1061979479291215,0.8389385820069507
2.374601106948968,2.505224904526409,1.7637890471179345,2.9884659100576436,1.7961711546636348,1.7126561950543842,2.620761882773857,1.7621894520496897,1.2498252237962604
1.8675077520006624,2.392497736891624,2.5747259088689343,2.0166342635193795,1.7661693570926669,2.222920518088681,2.849620749124884,2.7905447286426015,0.958713396019662
1.8265217172242845,2.2105053813040483,2.6449894622002184,1.4921265576402658,1.243725289941913,1.2765183256277826,1.2352594931073542,2.496013049861763,1.7606300448709038
1.4193341378766549,1.5174137721511438,1.7252774136484257,2.169462556151001,1.7366225622042764,2.184604813098549,1.7485872746754634,1.7962864702774377,0.7525055413463895
1.056087820918297,2.5302034979875763,1.9874508140153888,1.7310426327029729,2.2695153640313155,2.1502625381260394,2.5475947530422136,1.8688263778412768,0.8699887687570212
1.2144803287382115,2.1663025909002664,2.9719137023564306,2.7997491935982266,2.3701137329758337,1.0527718870706315,1.6690921399841818,2.9634567659724675,0.6657434600168537
1.6523621675062043,1.8085392646636125,1.6336479577402896,2.143839268406269,1.5051013143370158,1.7491719286715235,1.1424444530150637,1.7214417285948758,1.3887010691673705
2.8826094703444083,2.116192448596877,2.716173287376963,1.1607667755503248,2.4213180076497918,1.9956252969213797,1.1758220297896371,2.908481809279899,4.268480482481105
1.0872456563077093,1.6037786655174897,1.2431205568070405,1.654828584474732,2.200201013944365,1.2717554189943336,2.5437845008243363,1.5215083780745022,1.062626827274059
1.8363585764077601,2.1952756703983387,2.8952391226367564,2.8948103358874784,2.80385833982272,1.4032983078386672,2.7411517711840188,1.4292690750586277,0.5642700941735216
2.7747704341877544,2.603045313543313,2.5169402378283587,1.9358460358668663,2.4628014652353007,1.785095311934109,1.7045580216801934,2.293587571685768,2.1026150187067967
2.6657347198091697,1.4268665181353293,2.9056868725966667,2.57410889392832,2.4254106165837985,2.2913872725270457,2.2573518406093624,2.795851272656459,0.7155265543175312
1.9457247231054466,2.847683773799385,2.583489857772518,2.975829167848965,1.4668514321595283,2.8026089309090505,2.010596905520147,2.379294793642864,0.7986694293433024
2.6467960998235225,2.788516471283854,1.082333365318167,1.9157841979749293,1.1595943509869098,1.8573797859409813,1.7531761524574492,2.155208623709929,4.118276030227992
1.1891406097271178,1.41295851888379,1.7236361275279999,2.1318081188545808,2.7345758425428777,2.382880314349934,1.1118052806907903,2.164519068969488,1.1075921442251342
2.5430675957851294,1.691716835386888,1.6960689671502285,1.997024052524044,2.337826078906998,2.7945805798217784,1.8394218706125525,2.240595810443038,1.6860979323798737
2.0627574394669272,1.8454593662032857,2.1350231765862557,2.4355739561190117,1.9007078205844892,2.430333353782793,2.2372795322135595,1.4109233751172179,0.819512837739697
2.0321422602035906,1.8984146603311145,2.5269090134329484,1.2969266666720618,1.72847449087154,1.4671352136174716,2.8754900725004706,1.6810344926319971,1.3256960166080487
2.7509881476805247,2.1354490237223693,1.734759452738245,2.9248406577985637,1.440559908656393,1.213302721772192,1.8724463522349424,1.1216041183696457,1.3637427842613408
2.24831260487931,1.1525067396463142,1.175394744154317,1.8035252559678203,2.8018903102620096,1.746947710851611,2.573898963351608,1.5458272765453325,1.6192633169603048
1.7682004169139696,1.8009333350337309,2.9404295587962954,2.824828587349149,1.8561317042116856,1.95250238401126,2.230040509406667,2.5756739822049872,0.4881892180798755
1.0232712690466312,1.0370966846265937,2.410576372109849,1.9451140922203536,1.7289965959773912,1.434002639583191,1.7765516395084149,1.209709329545436,0.3271852883743268
2.5933073221891134,2.6644087739490194,2.38871178469935,1.4036517450389732,2.0031609730292232,2.6492853570969093,2.0368820263140908,2.7389895816878127,2.446859797024289
2.3744504150304016,1.5878271531419306,1.8976170293287329,2.3659613579167904,2.6646281418296462,2.3526628095073367,2.0845873907106256,2.380908347769479,1.1679408986625028
2.2847286268207383,1.3218900569277672,2.001807616432724,2.758353528383587,1.8880498617284929,1.093999605729946,1.8841182232030005,2.5620222692912438,1.0623399400749372
1.3200058425208965,2.002389517306089,1.7132320850173062,2.0876910495233383,2.6659062546276617,1.4222345667376872,1.0240537722533507,1.5795026893613615,1.780933921322729
1.1617466633810092,1.8567123992764856,2.880730949888126,2.9668267143783678,1.265676309042801,2.5523128273274716,2.02122303514491,1.8135259283063492,0.2823063227807383
1.4820897118268213,1.2681481937869494,2.94422670921134,1.7039562406475321,2.5694550883118654,1.6801288834266532,1.5347756277353497,2.929580189349038,0.9365403319930904
2.4469702946811984,1.8193923158058232,1.1050934889611106,1.8398466511144949,2.2139794924664318,2.6504671829703863,2.079810667310996,2.392980766545504,2.7457970746228493
2.5430849150868893,1.987408671168049,1.8789298911073435,1.5304848878609747,1.9420510239414035,2.792048207139327,1.0149402860815575,2.5753864472686177,3.295425661831868
2.8135864082995274,2.4196835132468424,1.7695512771324111,1.8433588747898548,2.255361758969581,1.0832819639959688,2.3270900575886806,1.779033762979847,2.677068236486248
1.8743599511081213,2.903066445266667,1.0279109146043677,2.6100399908869103,2.153142031791795,1.2068631770361675,1.3232970604652294,2.6990204509889617,3.94931269533651
1.801485604260888,1.3126569516085491,2.4383648928894885,1.7809569950826982,1.239099479605127,2.657645833323396,1.4313536625533765,1.3202548944210026,0.6691784816659416
1.8640688381726724,1.6777973892362843,1.4399542158515235,2.7054002193150564,1.0658209273547223,1.8564117681235408,2.727978654173424,2.6263150707803997,0.8997776336064445
1.4954522209051961,2.7874005035331804,2.8991015615770794,2.2928859552971117,2.4069046594776977,2.7397978718757003,1.8633942684817968,1.9287378029640072,0.7368663410667158
2.0061177190834405,1.9089941525503524,2.241317304301515,1.772734265136199,2.717109514813708,2.1526622118591434,1.2526867630212157,1.4815281892147292,1.5655402317897087
2.627606964468311,1.7035502233325155,1.9277571789461982,1.0648691857781616,1.141471626179279,1.542626074290998,1.5878390386510446,1.8908586533656404,2.8908871926670807
1.664554582808928,1.268797749899437,1.4842910356063337,2.894950346703223,1.1254245767548758,2.3516279102973408,2.716982385756507,1.0824426395418865,0.5186918427542566
2.2795553328606766,1.2044175371028256,2.587054506492258,2.884541095937257,1.3784454905029655,2.309716070830996,2.335763818097892,1.5617531771481452,0.42009872514862395
2.650968229518978,2.748835299437058,1.430636247513774,1.5167499728538671,2.348288835138483,1.2875385950512916,2.3389073991734963,1.5188482509030368,3.976870910780277
1.3688986575808617,1.8618493186887712,2.6674811388016164,2.177175489574484,2.1339525701786672,2.9560476259968747,1.2248316217552988,2.4522894542654714,0.7169984027232488
2.8618541696775743,1.1791580766468206,2.8644592089629413,2.892846961124821,1.6608188654206195,1.0526725673419968,1.8299501180456583,1.709229641585055,0.6853596918853002
1.5503423598630413,2.5177927195266463,1.9122621411473568,2.521848260135933,1.7432488321038049,1.2381507040261976,2.282837331849448,2.146955300495568,0.9959083754938088
2.2304475148268468,1.7766732404976722,1.037750195374658,1.7423319888363076,2.7655120804509723,1.3500727211162131,1.8959640150711792,2.9289546400886564,4.250591804880621
1.0625961366474863,2.3710236256148285,2.505741769178675,2.0113600205632034,2.196607190664124,2.9734478628887864,2.021822503318135,2.219499739995592,0.5844615217948593
1.3197682077672606,1.1580382981201398,2.7159016968691487,1.5601426474022548,2.4301380529408174,1.6539828663622704,2.5434173675561507,2.7528544873677956,0.5554421634811096
1.593478805182264,1.2503164806265823,2.6578078623876795,1.190416531109479,1.7228634039393826,2.77735656730641,2.5063584962799434,2.2380032510557197,0.7410202052466701
1.1034783403487711,2.4709224529181286,1.791786568007249,1.2712177538319192,1.967604708987286,2.2482217238953117,2.267807359422684,2.0837815568062887,1.3688514832631422
1.6797351605170503,2.651121511236638,1.1023891487663104,2.477255843270399,2.0598666657387166,1.2293016104556571,2.5097628923165227,1.1136820234599407,1.8128911330382196
2.5458275428483628,2.4896689810006003,1.0974199315591142,1.441360321021801,2.6423001784670683,1.1628344184512571,2.8265600981271897,1.2673559657248907,4.587190158170029
1.7682253329069906,1.8996318159940355,2.2328724067700416,2.5771385206054123,1.7258119315709288,1.2683258095453265,2.193762998356939,1.936932923468445,0.7520015556735942
1.2283886441016616,2.74870514454498,1.8146959260401083,1.8332155480010888,2.2426560221915204,1.6343102864467898,1.8325000454027043,1.3214813274033077,1.2143518962598228
2.7726936728606657,2.643112470913094,1.6532737197107523,2.1069172153820657,1.2411691455522773,2.984811340452985,2.9539883266390734,1.3828684695159932,2.1563560267670234
1.8982325206962087,2.09854471143042,1.2578289655659634,2.7827815765755295,1.3154761213862676,1.8105751201038265,2.9689172934675336,2.8471137296199065,1.2653339513839426
1.1591166151748662,1.6558288552618945,2.419247929541447,1.4685234057339536,1.1632401454750647,2.345229965232183,1.8884174366816613,2.36772775838293,0.6476781170130811
1.3955948647838894,1.4033717202293798,1.2749791692489885,2.7500205072119046,1.0800342483615455,1.0924056556753667,2.439359382758336,1.6347954858977665,0.6667048354831384
2.696526346584496,1.2168910834480835,2.3589114417651142,2.2082656881046514,2.5091868061704075,1.4209114108091303,1.6432407487181375,2.1833216619843894,1.3690653771512649
1.8093752280532092,1.958821691037972,2.6655776267425706,1.8625707144186399,1.7589351370886404,1.306308473691867,1.5511773520400869,2.998945613697417,1.3254801099226654
1.1068964241447736,1.5555979492225358,2.020321371741298,1.0845528573545786,1.5800505741044302,1.8449245174402549,2.1787512769583093,1.164148144641403,0.8919396568042948
1.12320806763605,1.7077111074836544,2.742899376553428,2.5564812165982698,2.708975254450204,2.0393260370758233,1.604433899155976,1.8347703090241088,0.4251984045469752
2.001523437755916,1.638635218166285,1.7030546638386233,1.3047645741227016,1.9797536998575396,1.2891146255059749,1.8404199085584267,1.2465131767949722,1.98506190208294
1.528225437972767,2.5917377110950577,2.3395386391161166,1.996882383390008,1.9052700250198935,1.2636315967292326,1.848825851270273,2.3784903165531306,1.1910068623723014
1.3070266442042766,1.2740093960107863,1.6471539981817094,2.0482630342308816,2.3362336190661668,2.1805168289740773,1.5531583215709297,2.097392961792904,0.8544425103634382
2.7581212213974795,2.0539461480656658,2.1113021515630277,1.3150982864100276,1.1301080315283587,1.0441863193836405,2.616267947714223,1.9401078834499261,2.345023967985054
1.8498170561714995,1.7203184007852257,2.875334195137383,1.231065109601037,1.3556566286039804,1.5895763073921494,2.2963518900848467,1.4712176225799205,1.023362586558252
2.3665496000139234,1.5818400913734436,2.7762206449542086,2.1631622932978645,2.8394848278651583,2.7536648131396846,2.082696241567078,2.6050369645511786,0.8673956410204676
1.8400975288934835,2.8214117350687133,2.942533005000537,2.5989822344382594,2.3324318377494984,2.492025253764881,1.3536180820680457,1.0184632466704486,0.8040411662399823
2.427761241709517,1.5862063938797781,1.1104033636883477,1.7298535772469317,2.8946857211762684,2.8263201759666625,2.514027668338086,2.629418704425757,2.543357809957804
1.5868791472054533,2.9482113404976173,2.086936316492874,1.7034522005586326,2.480180213828358,1.2313449241023129,1.3626021932287598,2.082323226365416,2.3243885117255463
1.027278258554872,2.2545639697422875,2.9808666799926664,1.4358675107520764,2.9991312979636984,2.3730993329903396,2.3032604706425275,1.6108470737517238,0.6332242843328036
1.2084863993715174,1.8866354096428115,1.1501101863593637,2.5289923183656158,1.785552432397172,2.814305311907796,1.05847595262496,2.96941190530902,1.4825257692171578
1.0028611223602923,1.4169788834315917,2.5415180840152907,1.994013658035968,1.3496050951944956,2.5900223651827554,2.1046969646924643,2.18110599742748,0.33117465278113245
