kappa,T1,T2,A,d,Pwr
2.3896902703460823,4.2381536815133165,4.653203366858887,3.053326393981994,3.753406547669701,0.8068435451565336
3.5108758158901927,1.6192142550408453,1.168346829222847,1.3472033933574288,3.0524955156446616,-0.6986223274785692
1.6593189137351918,2.294863553207393,4.1482784051904575,3.3326792165534345,1.166567179107976,8.7859001221599
4.576438560931272,1.0143350754565341,3.3726798891055987,3.4352312116346653,3.5931035205982633,10.318609639731593
1.0542525022614655,3.360105645173544,4.9359519891542485,3.4810053301481694,2.275507982565625,2.541469100546454
4.6565151684981565,4.997825609756278,3.186107369616068,2.7363595904982803,4.49667353660549,-5.133735492854721
3.4509346116038464,3.375461621907617,1.6406332504498642,4.537090690484872,2.1564136469519384,-12.596173531239677
3.3847696926633177,1.7684528261657402,4.361024854805288,2.93159695646769,3.1204093430757696,8.244278368100142
2.376127982179427,3.5225317310584976,1.9141195626739045,2.6858070649558914,2.915332708313114,-3.5209014192899994
2.266665524731476,4.921763011123363,4.088841869146338,2.9147046745288026,4.8460970858347405,-1.1355173440770283
4.168555796673837,4.726699376476208,4.300305148514962,1.8192135313417523,2.269861521041416,-1.4245616574123705
2.670059194659007,1.133928797825679,3.259283917835388,1.927500412015332,3.3653670449183326,3.2502325641623724
2.5275971084143785,1.6654691435216418,4.293970642277587,4.7177761275674035,1.3843217724777683,22.6420819447927
4.21788935541381,1.6143182453029792,3.0306163388315186,1.3435012615386883,4.169783677034113,1.9247503498534704
4.070529897470027,2.7120794123767524,1.1418673698502118,3.770476099698432,4.20527091618151,-5.730750030113171
4.881574199522293,4.86396280258595,1.4601038800299309,3.7710617666857282,3.793396589208765,-16.518356820347552
3.09556612362065,3.306858708167803,2.308805317121752,4.328783445758745,4.118625588408953,-3.2471877997221315
4.242059394383307,1.992402709152017,3.276501064529899,1.1468319635962594,2.8035657837941,2.2282508067511957
1.9473408795117548,2.126134683433728,4.6897842789627875,1.7000439536163938,2.1063737006762744,4.029260736449085
3.2558796583345795,4.69718106892379,3.264733843225288,4.969366398674438,2.849776261386998,-8.132746391913276
3.8805818305420914,3.407594218270428,4.381488878738127,3.2356662004348102,3.12005686048996,3.9193137780505
2.8244433835596365,2.0662911679213147,2.6411148777330267,2.1137209572264752,1.3626740497826586,2.518391325642237
4.600438104710311,1.5063494740731571,3.4369185611850424,4.676917485268722,1.6527701594239907,25.132273917182086
2.245443383733681,3.585954535644865,3.1347339728556545,2.0341834564669177,3.4586492430370184,-0.5959016523045175
2.354261746724927,3.325225580090845,2.5455827094840493,4.580001057644783,4.788616226938147,-1.7555208963296791
1.6968768353859245,2.202259648763228,4.369687679131165,2.9060607560066765,1.9748012750364496,5.412230661983236
3.8479694498902832,2.2076658813389973,4.325899611629982,1.7723320724775662,2.7182112697611536,5.314560834225566
1.4726056741474385,4.270953513144505,3.5560923866539618,2.21040721433184,4.336183554232817,-0.5366273237356558
2.4553668821475725,1.1334114044473078,3.03983699625869,4.329275181063025,4.540051418057843,4.4636555463937935
2.546923754744672,3.0329505058476984,3.99139373547004,3.8729250627734535,4.298362338646914,2.1994718572692014
2.8782243275045016,3.004702092880806,3.9741975370925418,2.8999509770213314,2.479130106320111,3.2640871755453964
4.314019676044612,1.2945602922628874,1.192850838492884,2.067517408780208,4.735019500779785,-0.19158912175484288
1.7206637408770686,3.153563420819669,2.3262760035762606,1.7299969341463548,1.6504617425551813,-1.492080647375872
3.967714517209136,3.1648794548551598,4.67260888218067,4.391700759145746,4.9748565193756695,5.280998068911941
1.2441216649037838,2.2949140105491,3.9576070013740177,4.383406982624057,2.743195306018789,3.305445378824019
1.6102288328863823,1.1479552049567987,1.1178050891805915,4.3980489456531915,4.224812953819353,-0.05053929218894007
2.3455029886839585,4.4157379505293886,2.8162877720614667,1.4551789466228522,4.031772816019872,-1.3540261686441932
4.35294016751596,1.8745245306750402,2.4027474564618574,1.8711225501417377,2.612231706305522,1.6469881726121507
1.0275318230968176,2.387312180508979,3.0728407808661298,3.974860092836498,1.6173710959968908,1.7311433379192214
3.125814701781873,2.4633381631256017,4.058522661676073,2.582367470132825,2.789911898692394,4.615318782429785
1.667891828141009,2.9035568883507947,1.881192353419184,1.6608848290927494,3.5457502589679684,-0.7987392597418518
3.3738491099656143,4.293296020039797,4.711162307912483,2.8339166903726785,1.4347300363962705,2.784709389330738
2.8242211319531494,4.203371362756846,3.802006524030182,2.550233918850516,1.931927229999557,-1.4963296303530231
4.497322013293342,2.8223122425211478,4.548943462006676,3.4041308128612884,3.223575280811814,8.200153794299162
1.4642635222705809,1.857182480382328,3.5532800966432405,4.755201099401908,1.8545334616782252,6.3680182814910316
3.9523049795049854,3.8653797196635833,3.2496787469375867,3.4670085599800453,4.6181747870996395,-1.8268581930774253
3.6194655047010453,4.118291563336118,2.667117861459181,3.5118601148902706,1.8103642694149331,-10.189082545523293
4.536892090587784,1.742669600066978,4.410673409260765,2.9389624814580317,2.9603579244981573,12.016962724364419
4.624434365056159,3.425981709279025,4.79818970387018,3.5678568739098857,1.3554683665718366,16.703081592789868
3.952936582807024,1.0892459380902348,2.871520089261983,4.130667278401422,4.037382788338157,7.207997751930303
3.0518472123919715,4.681167149763817,2.9294837115768146,3.524347497041122,4.2857998363374925,-4.396076588074166
1.5978891228815693,1.5454552372296555,4.190667716678804,1.5529754169483958,3.4191450442168687,1.9197923640724133
2.7137007202202117,3.3703319323100898,3.766184498077247,4.26936049265582,1.308957789624967,3.503745872234524
1.1607712313404983,1.036299955211995,3.8424657300796263,3.9268499743581744,4.883427285213054,2.6192656252817668
1.0898972922898922,3.4186678910662436,4.4655628264616505,2.744037327510764,4.208984807675977,0.7438773394698059
2.2358119252574524,4.4650334340032245,3.9892421487765626,3.1999953741556264,4.421205227795944,-0.7699462834109957
1.2631232614893542,2.426495176626854,2.8781190266461847,2.887693227792672,4.6267269587198445,0.3560408140686216
2.0095912799606768,2.5320479826294884,1.4313181599201252,1.0337342120388828,2.5624242960934325,-0.8923727850635336
1.4080826441059546,3.2421690903301035,2.966077288011225,1.971640382514196,1.6240724963219082,-0.4719586501001229
4.188911938647673,4.345889839551175,2.3973774499125278,4.613996828315108,2.643061994429669,-14.248670511759105
3.305501577115628,1.9887550732862944,4.338476529393353,4.883153273665323,4.629567950197441,8.192447080801369
1.1124884103351909,3.9674127288611385,3.8400269514298553,3.325225790704245,1.67862141655432,-0.2807274092688873
2.380827100969983,2.606217313137499,3.0334460702870056,4.124756252434822,1.830535099846521,2.291968075002652
