epsilon,Ef,E_den
3.691732784139004,2.7416954266133957,27.75036332180681
4.864897631706096,2.1638612373662585,22.77888806791615
1.4009749732462762,2.7559599865685414,10.640846855952029
4.015799069775719,4.315449184650108,74.78663434383944
2.1541786232304814,1.5889469040051265,5.438767355517579
1.4395895795845743,4.925973899587339,34.931956216353925
3.8175442060248495,3.9868607722282814,60.6800896917691
4.1807446434398585,2.286985190650164,21.866553985741653
1.111379465602825,4.636855220554089,23.895132331958603
3.6980897950793667,1.9518296914197049,14.088387642498605
3.2143863636181083,3.418448282422123,37.56263971552453
3.772661188237144,1.7713886192100599,11.83792282720088
2.9560211197745736,3.7762522645703314,42.1531010954277
3.5445372299644218,2.9605899048236024,31.068196989999254
4.3492834477835425,1.150143481722998,5.7533627474031075
4.47731825850555,3.0291645943235213,41.083147639089205
1.087404694735683,1.3904112409240963,2.1022179697657672
3.153072612390816,1.8719999147065969,11.049576206803119
2.9163117951081436,4.345900924577403,55.07995756059309
4.395196665381192,4.318364576188042,81.96282560323081
4.422493942720476,3.825502313121554,64.72084585363298
2.381533179224609,1.8847778277408629,8.460128601317033
1.8826795008209545,2.493230142441195,11.70310580491406
3.904504910457556,1.5413513149476799,9.276181720284763
1.9077631580152643,4.47198653186862,38.15271351347175
3.0869008963899285,4.2586855019837575,55.985276223305924
1.6375521551664756,3.1130302209032816,15.869447776854848
3.6202886306994304,1.5645419457534882,8.861711737852753
2.858365973068598,1.7883457395756963,9.141570271936676
4.471101968204846,4.297223351480363,82.56394362682073
3.1489403524151087,3.033142524956087,28.970105058006848
1.964797251515168,1.4433523017757857,4.093195049738421
1.1635248576071566,3.527920188193627,14.481487347204926
1.2439587021702874,3.1122568577734686,12.049161562781125
4.375856223780678,2.671419850333437,31.228228000631
1.6618735209752722,2.3662836571919104,9.305325657745833
4.563003348124003,2.7975083179041755,35.71030507762972
4.65422597726692,2.6197280182195875,31.94183601178422
3.5232631061148463,1.7044980414519542,10.236184124550313
2.108727720224137,3.965565949137276,33.161247549590584
2.5188870536494115,2.526616714073004,16.080051071947935
2.457609367921639,1.2040101514093011,3.5626499370045743
1.2994838054159583,2.0009781707919063,5.203020933445507
2.649119244066344,1.1785769137983892,3.6797419772656266
3.1225900786614424,2.770455747471292,23.967206106569876
2.055528689165388,4.646269807877217,44.37438977539217
4.7420852215829585,1.30732378558517,8.104676419673924
1.199326846942914,4.908171425346432,28.89195973278059
2.774092763256019,2.9563690754132588,24.24589839911989
2.91047493092834,2.4093717153195446,16.89551671037693
4.914930902476447,2.793898463694935,38.36530492783125
4.43606322170236,1.4929534322163267,9.887585457081734
2.36746761072029,4.452432559022488,46.933046512209856
3.0603770668351324,2.6581005762311634,21.623090105706343
3.098317209612888,1.2382734068480636,4.750714935442222
3.1116048333728656,3.427127775438405,36.54643599097096
1.035114400627243,1.2293398895493728,1.564344134765432
2.9721329105295355,1.405994728344182,5.875375275812521
2.895916781192933,2.4138108115693484,16.873008835271918
3.5132977830542997,2.698609973104175,25.585576303349146
1.150090207609919,1.2564871544626994,1.8157163808927064
1.2046782924404371,2.1348621852294625,5.490485816525021
3.1685237066061522,4.664230431204835,68.93137745376865
2.265522742253941,3.947571751190588,35.3043720465055
3.6196725674443453,4.185175014526968,63.401062238930606
3.783331524141925,1.7403146843447108,11.458558029242386
2.499819643242157,2.114362122989485,11.175511678042186
4.5975906672034625,3.5971229916775678,59.489576494416774
4.937183727116847,3.2225291592060317,51.27114312612528
3.0574163836976016,4.271881977202448,55.79471706813774
4.177131094860257,1.905234697609627,15.16264858343649
2.1654975021215304,4.367933583230412,41.315188565224254
1.3875397989199083,4.852257549983606,32.668796664102395
1.1303805237893036,2.014724119470456,4.58834259282648
1.9403024674093128,4.764539577935649,44.04649079952201
1.1621672397724732,2.957865360533342,10.167763399924583
1.3964977492343276,2.3942409873670787,8.005269600887898
4.2033250238618365,4.621259283432813,89.7663662656306
2.364482571342456,4.955936324304673,58.07477724858399
3.951370661823957,2.660226971118194,27.963089684493127
4.219658067264378,4.1259966968114306,71.83482068048583
3.0234699231286406,2.0819708986210617,13.105541263157045
3.4436966472229398,3.2221590066850334,35.753521537895324
2.317430412557855,1.4849389220618667,5.110035104880146
4.470964113732679,4.802766334011873,103.12978192381756
3.9025570526766833,1.6587359904685923,10.737515323435698
1.732734896247972,2.021890011355934,7.083488210295083
1.673601939344274,1.640983685203425,4.506721251181248
2.679139995856308,3.436808370178608,31.645068683054795
4.661910956804109,3.7110861498157446,64.20458552055615
3.550087409841202,4.682669175301639,77.84415331861724
4.208318538070804,4.822796765460083,97.88283223545788
2.785478360025317,2.323355708020662,15.035961341272928
4.260102489993628,3.5214124313355835,52.82674279059845
3.3720235521341464,2.613525246201675,23.032654797850075
2.5695362426267927,3.3288233514910384,28.473197881407426
3.1234533166787086,1.6183895820722785,8.180901573493848
1.099239643088485,4.198221671534375,19.374170383531705
3.4436939622214413,1.3875610742470057,6.630232608121528
2.280096322064876,1.1042821476738731,2.780438519498796
