q2,Ef,F
4.396000492638425,1.2969729530260423,5.701493740441195
3.965091674816034,3.6007282300593912,14.277217528283565
2.8737378455054774,2.5920718459850782,7.448934962076563
3.0203964072753835,4.470282563137672,13.502025393206813
4.409704489951802,4.8254947880086805,21.2790060329209
4.6592749738077694,2.8541205341957734,13.298132377209232
2.207811633862613,1.7831695918683077,3.936902570076897
2.966419840067815,1.3195616688205982,3.914373914582418
4.985674653044138,3.945897712946316,19.67296221094129
2.0228020788594816,1.2063881328838142,2.440284423108789
1.8203999699159812,3.721826385318099,6.775212639865573
4.651885855445717,1.9475939874924648,9.05998492256732
4.077163799069104,2.229879661791256,9.091584633335763
4.2094033060593805,1.920942881928834,8.086023317942468
4.839605975483926,4.650519131213233,22.506680176521886
1.4465509711084303,1.7170635383294095,2.4838199288252847
2.0732616012938068,1.1271410421039376,2.33685824183638
2.3618385039358456,4.885078567281762,11.53776665495782
2.9161488773401274,2.8957264201721413,8.444369349269135
2.9140974267445108,1.2176309311192406,3.5482951630991018
1.1491500071434742,1.6358049286879512,1.8797852454870887
2.6027420225413045,4.661384211503958,12.132380570491916
2.292510601669505,1.314260026326488,3.0129550437039168
3.0536218039640732,1.3422054071592426,4.09858769669994
2.9782149389050243,1.5537454411321203,4.627387884035258
3.775337369418722,2.0058855444830823,7.572894654863802
3.812242681366101,3.855513106087225,14.698151621592105
3.0490111616548723,1.322397302137187,4.032004134358574
3.070354588736285,1.9862036740476232,6.0983495647769885
2.435298898505659,1.46147151795636,3.559119977876517
4.384444149758491,3.977517223053504,17.439202119180578
2.7074515499491936,2.4578009216927947,6.654376914903716
1.8286544645010048,2.592322156567596,4.740461485032207
4.721528560991928,4.65637404306134,21.985203034975576
4.238086897360724,2.9957899316191723,12.696418056440391
4.457198814709652,3.180753962910124,14.17725279336603
1.3829963666972755,2.2029628683833327,3.0466896429431576
1.4264829171155708,4.2044390515577765,5.99756048310076
4.977540371882288,1.7952395443699678,8.935877309301079
4.803251296828769,2.8171071832921544,13.531273731453679
3.1337073556306434,1.1498712115388634,3.603359873627257
3.9539756821549865,4.736167687961375,18.726691864807478
1.4576948282508844,3.939782517915587,5.743000600798799
2.1833035011728112,3.867346177393562,8.443590449350651
1.275726806729926,1.1586510482359818,1.4781222018803706
2.4975477727589066,4.4470046419356395,11.106606538914876
1.7548863985140866,3.223484611963743,5.65684930135463
2.6010414958029817,4.27933403988528,11.130725412143828
3.5831852053818816,4.867578546745179,17.441435434731563
3.4564943276576505,1.88752623813212,6.524223735408658
2.475594448065102,3.7118396657918034,9.189009668742012
4.629726790932786,3.5170270803507275,16.282874498335882
1.0747263184453884,4.151085917408651,4.461281285567098
1.23189834567855,2.5666849721009655,3.1618949710091746
2.4694378824554493,3.008931477696287,7.430369376735864
3.4319953374130168,2.82713064078846,9.702699177443467
2.808120482649067,2.0550909991948982,5.7709431285469295
2.3915888660726545,2.4990791580104084,5.976769889731917
2.71613676130121,4.3652654197104095,11.856657879312401
4.262450230885924,1.1986804750410047,5.1093158675969805
3.830378798099445,1.1740546599869268,4.497074077423776
2.2591567088861106,2.797684895741789,6.320408601564404
1.3952818484928249,4.064862728347046,5.671629181477653
4.45786647722476,1.386176133343659,6.1793881163617375
2.5284157118289965,3.7940464627525663,9.592926687832817
1.0383058382027568,4.066320588365318,4.222084406903779
3.4595151216634137,4.7029662740709135,16.26998294182137
3.8143140287960535,1.7887813102737646,6.822973646225407
1.2994065122671676,3.769065460836977,4.8975482049728205
2.42938875892004,2.4252083826089232,5.891773982748767
1.7529878116143007,4.8497955442670175,8.501632477921426
2.7538371974214066,4.923248499894012,13.557824851157275
4.0238997547270134,1.3896329610221017,5.591743731017407
3.8598328779548328,3.411799558189088,13.168976107690014
1.4749685782443955,1.5207738829579671,2.243093691977722
1.4769178345342704,3.5956024062558822,5.310409319693648
1.7118572815116098,2.4755184856607437,4.237734345194937
2.127839222800689,2.1607066468180136,4.597636352065526
3.8162136015066404,2.491410926677309,9.50775626532821
1.8477261340410631,4.749145940958017,8.775121069483161
3.303377125750349,4.8268428162226655,15.944882148702348
3.4811617620166664,2.2494658562219096,7.830754523641793
4.109127468415848,3.2447723560662185,13.33318321706811
4.119678203140117,3.169496294406227,13.057304798998704
3.432707983129428,4.369750700472405,15.000078113797036
4.199822703857947,3.1097208151264817,13.06027608202784
1.800569188249754,4.739378246897502,8.533578442824776
4.837688837251143,1.0372946652295711,5.018108822921258
1.90197395128203,1.6071842750982075,3.0568226261468827
3.4731362876106386,3.583628555331424,12.446430376839258
3.6129187598003663,3.9029640517728126,14.10109204147644
3.664678246884659,4.03651737964133,14.792537434343446
2.869940201480991,1.5971865767844022,4.583829965979362
1.2515538598814728,2.377957839102356,2.9761423121639603
1.9068673649873664,4.7011448817859645,8.964459753155047
1.5108168393864518,1.6867664345734612,2.548395133465432
1.1004140557025757,1.6693128937901682,1.8369353716922416
1.520668619822534,1.7254522508691794,2.6238410928989198
2.286199038044763,1.4202622083014267,3.2470020943900533
2.074512353118214,4.4631375029136064,9.258833883459458
