n_0,kb,T,theta,p_d,Ef,n
1.1704419691153198,2.7941377497638964,1.5019782431574198,2.8327352954117933,1.5666211609590668,1.3962283671165099,0.5892673782465948
1.820516197542184,2.689654553251533,1.9986998059600165,1.9468608227039683,2.5402714703250435,1.6510283535915615,1.2988867193098874
1.123185020246119,1.3422975017578638,1.4539112482550105,1.6967058485880158,1.822344165267613,2.4171591737756035,0.8048306989494582
2.0607815859294707,2.7959863198667083,1.822041257980535,1.8638867423480376,2.6197797059218573,1.4284415503069878,1.6234288119761937
2.1256405579747906,2.0157561365591485,1.5623338796872004,2.5075458221710347,1.0257375037009304,1.3007670359185382,1.400114523043873
2.5565698203000697,2.8056785656721828,1.4769519950962815,1.0715332868632097,2.4091753403617053,1.1219436612963805,3.35498284262456
2.106488778214511,2.5892065117680945,2.6930362302479725,1.8414690308030996,1.2031365131276592,2.0898428658516828,1.903390028805196
1.2484269546412423,1.9359903036331385,1.821631680806293,1.9241892974377357,1.6130936260840716,2.375299716342937,0.7790110910947731
1.892314918900308,1.062885572952817,1.070023560759979,1.7777520126880793,1.4921718987542278,1.0619907568364382,1.3505312714942612
1.8934206561780904,2.4411323022386053,2.022341385904044,1.8240035716198424,2.503462357767336,2.788973358603404,1.2225910754389384
2.893002011100553,2.413252186815858,2.7971277680852,1.0775630891975474,1.4081297537854025,2.046854218019771,3.4778748819066663
1.986343298674728,2.2297248693828884,2.2872308382804363,2.875254801143972,2.548040142312782,1.364487252248359,0.6799329062563031
2.030864863470825,1.7570518869803795,1.8967715963244933,2.5274232668467898,1.8714716749236937,2.5312818958160515,-0.3283167487492023
2.82064647209647,1.3962118247394073,1.1677499679451435,1.5670774413446324,2.2747375842935056,1.0319026148395716,2.835748292377384
1.3779810254912417,2.000649368208053,1.0478567807372705,1.7549618384619057,1.809716505428568,2.965457840202704,0.7319949416524318
2.5094256639085297,1.24753498895402,2.366328891647825,1.436934466627391,1.2558388424077818,1.6221999084945982,2.7405490214424932
2.457648391575523,2.7871011056403185,1.8376052671383876,1.4741166051690917,1.1940311268753578,1.6912245866889064,2.551186881735836
2.302815081505424,2.818421727450291,2.3049402265791032,1.0369166719826717,1.9840411809051552,1.95884430353992,3.003877642705061
2.2842943851261754,1.0582934514291154,1.9983131300839128,1.6210932887268197,1.3821994995803892,1.0356053620903722,2.2065612705225344
1.0645289335904018,2.9496985247143725,2.002649000007425,1.8492258983395031,2.459134975871492,2.357319239048045,0.7774077394025578
1.4494946469788506,1.7569815569873024,1.1341136621523955,1.828482443646736,2.1312874485964417,2.0101246265525186,0.6552910799968787
2.3140318371110484,1.1421127567644358,2.305855345261799,1.613741474055334,2.510534759428712,2.427177614582563,2.084164809783153
2.6298210679616725,2.2357911949326184,1.112247007221855,1.1780959882877549,1.491925159602009,2.230174371982192,3.9763650707119935
1.762547194443269,2.2394594132279733,2.258361976672181,1.5370726287524352,1.2764314710197633,2.8825323028472205,1.8057815073174366
2.3837449032682048,1.364721631355709,2.1051965209605483,1.8627632558471408,2.8393880772731763,1.642104166670879,1.2702343599410058
2.0441486711455905,2.4706386047345537,2.758816670931707,1.8799360652522965,1.7454267760713262,2.2036443577372644,1.6932038636808646
1.8146791338858768,2.1132015130389523,1.55664082386322,1.3247712993633536,2.0505444804381154,1.8821759378704632,2.3332273659017244
1.0653132627668298,1.3029581466532607,1.8019315391523216,1.9196278860089304,2.987903558467795,2.069960440299523,0.1061131400223273
2.699333622630977,2.4866042979144534,2.0983516338832016,2.9012155006540925,1.2643565447485539,1.8573607808949903,1.519372494056784
2.623488567078857,1.8573332016505832,2.076769087301789,1.744504843718046,2.704290953519738,2.2866415380700627,1.8965671840470892
2.8719345283384388,1.528720845793068,2.016350415893025,1.6106241436249853,1.86241225888509,1.6019957130978817,2.761249421785487
1.3219947096800764,1.854315830508344,2.8473405703001267,2.829998493743925,1.6414349884348416,2.272914538002601,0.4328343373880941
1.6596342754367048,1.1784613208956247,1.360776816730814,2.9897778421833463,2.8771506003364973,1.6987298398671935,-3.3403999311253143
2.55670600859076,1.2287571692727388,2.449928871533965,2.5265248429866807,1.9420450893413015,1.890231867007916,0.010365687503914034
2.931063634336553,2.346223677855373,2.1401840502233007,2.297160810428037,2.591151912334891,1.0783610336948195,1.847805486073654
2.6031172676748806,2.171803193318123,2.392588530446485,1.441688852393774,2.1130352841454423,2.1254683294313232,2.8927921420412552
1.499871232808843,1.358398036398298,2.3098345881244136,1.092601732434477,1.593813899948676,2.2656640036685207,2.2942069838293837
2.760064670630188,1.0245699834050213,2.8199282105149437,1.4465018513802983,2.9868204497526767,2.0710634444863443,3.492678482016533
2.569310714310474,2.9735549156465493,2.319463673965525,1.6432406673672957,1.951938359650746,2.6497169709342296,2.429852790122536
1.2769071381519768,2.6970742349287407,1.0284804018116505,1.4007641618296098,2.7800324943301566,2.982957094598805,1.9228642644540708
2.3886103278682924,1.2360303661119785,2.805885514322937,1.5120227642442805,1.5083039828373683,1.8767880476222512,2.5031305758481484
1.8496143301588088,1.5128526082915164,1.9799869517895203,1.0036048857726654,2.568599554429534,1.4489352559072588,3.084300224235557
2.009159664682834,2.787648614231076,1.2668027478677617,2.088145017348276,1.7147977040473819,2.943723064255336,0.5887564197711026
1.2294740990265638,1.804960952580568,2.3019821402665066,1.96982806745608,2.7757543457159617,1.4141011557452663,0.778209163552217
2.255210677752905,1.9922168776448936,1.6263842012746037,1.0605514900269457,2.3542753343571277,2.5615217674039945,4.305193560290314
2.7345751231021955,1.1078462572759842,1.8662639980996305,1.0364346859400708,1.6862759230013462,1.2745466625446171,4.182307634715654
2.7164971305353025,1.2666367550220374,1.7882358640147196,1.334869740780904,1.8144897281771202,1.5230481356854333,3.491210383812522
1.175117339229112,1.2987568665501856,1.9689862902476256,2.6817371829044783,2.3476391877537144,2.9605824635137714,-1.6869756885138716
1.17157351907384,1.154719963856911,1.3824438577772655,1.7797944425726555,2.662937908565276,1.8789994243803236,0.4096539436476305
1.4991728646131943,2.1204897117990456,1.1542315917685018,2.1555646858275006,2.940396194326146,1.250943210567124,0.25548893084679963
2.5356349758073664,2.356545784837024,2.2335543839324905,2.404409463528267,1.6610070351777773,1.7902574154943907,1.4750459375709837
1.6235154903438995,1.954673339797876,2.9895925226810345,1.85808914264882,2.5676319078746266,2.424468180563796,1.1334506954265522
1.189922168032324,1.901822586215535,1.222764508101445,2.9220185989720227,1.4488847174592765,2.4922953741199056,-0.613446754168298
1.6380695432917003,2.6327473737927543,1.0432257313592048,1.4658728627388118,1.0245575370395958,2.977392219543386,1.8286124267822041
1.9947368378708499,2.1970132361365637,2.3130034085803226,2.247526811546104,2.177620697721553,1.9038928366567665,0.9755652201398124
2.7815638014362767,1.063952134869009,2.557319810085356,2.770734492941375,1.0138938438981169,1.517284460805478,1.3157963523774607
2.9964903996163352,1.301501273162755,2.6725685710254696,1.1143512988560786,2.7239295180331844,1.674224407773342,4.728104105406419
1.4866558923353201,1.867957561307683,1.2423882989612054,1.76546304819388,2.4826678050689823,1.929623388369628,0.8930166994794474
2.8122029370693427,2.1390281554926025,1.1779164995920812,2.277846175915172,2.6595321865441117,1.6677068060687177,-0.40354779899563176
1.8731283244356969,2.221259267320049,2.2887952618535827,1.2720902506103566,2.4440700029595988,2.8304477070082066,2.6231891855736635
1.6915911655578626,1.8387018161397917,1.5236634803966824,2.397377835667311,2.02956996016086,2.5319803822458504,-0.5909201544731673
2.0853423376122766,1.4127099169259378,1.3862406416964161,2.451533357867944,1.4882982069907882,1.8456514378766795,-0.1704393213729671
2.8582319135272,1.4095852330741705,2.9951726579415183,1.6348346161103655,2.8881777870925083,1.7186120746434057,2.64318714070986
1.2685402483530328,2.3811769753051166,2.0183095291009794,1.8993077911154792,1.1353312136198634,2.616472885107782,1.0155671362098722
2.880393240248261,2.8811750239206626,2.264631535604601,1.7544078111888026,2.522308859207902,1.3314953931521851,2.609698774547292
2.7715279789405067,2.592433464330824,1.888119821289306,2.0152682660938237,1.394454772957585,1.5553895047642512,2.2434778554279973
2.7457801117431746,1.935583648934472,2.380717544436284,2.9607463093691497,2.442729590344411,2.5646781046936677,-0.9263093669774446
2.6254440424903898,1.7052471803048614,1.8792344049695209,1.095760157425044,2.415898234310605,2.585647837445352,4.966170897807468
1.5513578187178585,1.996857041253859,2.719184368579268,2.954033118779384,2.4945131038659136,1.3785145591492818,0.5861088354250645
2.4728980907516496,2.0099951723226024,2.3355142085344527,2.7849889067749016,1.2239085046853029,2.5251431008822056,0.947286641685038
1.2604529574137104,1.260779965438274,1.4712134317186458,2.002144629132297,1.8522412849378087,1.1447868314534504,0.6580184472745267
2.8257668131958824,2.891426265458912,1.967945856298556,2.716323922072379,2.0064980103943406,1.1007610983707972,1.8266256274180936
2.5331759547818407,2.4838330212797546,1.0641448495670771,2.511276365742153,1.0858500022168436,1.043287515460108,1.6560902753575808
1.535842929653409,2.139793555615678,1.7336053417558706,2.4360568489960146,1.893437502398442,2.579419624942232,-0.003491861943347909
1.0402313655286923,2.7653408384538127,2.636502458279999,1.2805867167031248,2.310419145951058,2.7999865809172784,1.3043495120201245
1.3835566610765553,2.431059160974232,2.5409385100219857,1.812814491636718,2.9244762921914615,2.6392881925532325,0.9692306476841642
2.9367493843978685,1.2274416309800016,1.2442001103127562,2.7730896103045084,2.6327159895605683,2.804561290498433,-10.308641181136538
1.6059631443990583,2.471480435347224,1.6536341611793357,1.2062451831721008,1.4826584073076858,1.8510672579224885,1.9904648844686108
1.4889587668358537,2.2228036945607452,2.8042056909842383,2.066483421467651,1.9493830192568775,1.0207409226285402,1.2628802657850264
2.8019682180353933,2.163029387641698,1.5851940069401265,1.9187921657733529,1.2910536584542036,2.644849887437543,1.850407542166373
1.5633455976796635,2.403673064224214,1.5803247670485228,1.1483366931196692,1.7037237776642733,2.7239037437868774,2.346438760994052
1.9358689807488572,2.611843734896353,1.336137006054778,1.0419862979481975,1.4923612595927616,1.3514640587068918,2.5003155165902893
1.3457603785411636,1.790321097381678,1.6947390506606808,1.7136746639018017,2.8887942596675678,2.225703032442428,0.9396860346096466
1.608140081309058,2.991381855001693,1.264415265992636,1.7027066815386582,2.234425142611094,1.530502246796901,1.4168991940042441
2.1204810441874025,1.7984257052497552,2.790217390419782,2.8974018972665636,2.8977363052715037,2.520164020527937,-0.8739371593901527
2.1404184948601843,1.9854438957899931,2.7809575666466393,2.112084978515804,1.2112362259912808,1.7699874817881531,1.7122092400033269
1.4311174167242575,1.7836116280122492,1.6188697666072511,2.2296799761155115,1.4957691534824182,2.291940123451077,0.39084102489780737
1.1576247470384369,2.8723190288685654,1.7077976762072882,1.4795124171591305,2.559548839410679,2.4241396312030625,1.2911030514865127
