Y,sigma,mu_S
4.0600000000000005,4.74,0.3536585365853659
1.82,1.6600000000000001,0.34210526315789475
2.54,2.38,0.37573964497041423
2.46,3.58,0.2685589519650655
4.26,3.18,0.5095693779904307
4.74,2.5,0.6771428571428572
1.26,1.5,0.252
3.2600000000000002,4.18,0.3146718146718147
2.8200000000000003,4.9399999999999995,0.23737373737373743
2.74,2.42,0.4005847953216375
1.9,4.46,0.17399267399267399
3.8200000000000003,3.42,0.4321266968325792
1.6600000000000001,3.14,0.20048309178743962
3.58,2.14,0.5700636942675159
3.74,2.2199999999999998,0.5807453416149069
3.94,3.86,0.40534979423868317
1.98,2.98,0.24874371859296482
2.7800000000000002,3.22,0.32938388625592413
3.18,4.78,0.2750865051903114
3.3,3.7800000000000002,0.34518828451882844
1.3,1.42,0.26859504132231404
4.34,4.7,0.3807017543859649
1.42,1.06,0.34466019417475724
2.14,3.62,0.23160173160173161
1.1,3.66,0.11802575107296139
1.74,4.34,0.16292134831460675
2.34,4.02,0.23306772908366535
1.06,4.5,0.09636363636363637
2.02,3.9,0.2061224489795918
1.18,3.02,0.14676616915422885
3.9,2.02,0.6456953642384106
3.38,1.94,0.5748299319727891
4.46,1.9,0.7689655172413793
4.82,1.1,1.1476190476190475
4.220000000000001,1.3399999999999999,0.901709401709402
3.62,3.5,0.40222222222222226
4.5,2.06,0.7352941176470588
4.66,4.82,0.4003436426116838
1.7,2.26,0.2607361963190184
2.42,1.38,0.5084033613445378
4.62,4.38,0.42936802973977695
2.9,1.58,0.562015503875969
4.58,3.34,0.5276497695852534
3.5,1.98,0.587248322147651
2.1,4.300000000000001,0.1981132075471698
3.14,1.74,0.572992700729927
2.3,2.66,0.314207650273224
4.9,1.7,0.9074074074074074
3.86,3.54,0.4251101321585903
2.7,2.58,0.3770949720670391
3.7,2.54,0.5225988700564972
2.66,1.78,0.4784172661870503
3.66,3.7,0.3893617021276596
1.3399999999999999,2.9,0.17179487179487177
3.34,3.94,0.33805668016194335
4.42,1.22,0.9954954954954955
1.94,2.1799999999999997,0.30503144654088055
2.26,2.1,0.364516129032258
4.300000000000001,4.62,0.3825622775800712
1.1400000000000001,1.82,0.2021276595744681
2.94,4.42,0.27121771217712176
4.38,2.7,0.5918918918918918
4.9399999999999995,2.62,0.6823204419889501
1.58,3.8200000000000003,0.16390041493775934
4.78,1.02,1.183168316831683
3.06,4.1,0.30000000000000004
4.98,2.8600000000000003,0.6450777202072538
1.38,3.2600000000000002,0.1619718309859155
3.7800000000000002,2.74,0.5053475935828877
4.859999999999999,2.7800000000000002,0.6428571428571428
2.5,1.8599999999999999,0.4370629370629371
4.54,4.98,0.37959866220735783
4.1,2.46,0.5924855491329479
4.18,3.74,0.44092827004219404
2.58,4.66,0.22791519434628976
4.02,1.46,0.8170731707317073
2.98,4.54,0.26895306859205775
1.5,3.06,0.18472906403940884
2.06,3.3,0.23953488372093024
2.8600000000000003,4.26,0.2718631178707225
3.02,3.1,0.3682926829268293
4.140000000000001,4.9,0.35084745762711866
3.1,1.26,0.6858407079646018
3.22,4.0600000000000005,0.3181818181818182
2.2199999999999998,3.98,0.2228915662650602
1.54,4.58,0.13799283154121864
1.02,2.94,0.12944162436548223
3.54,4.140000000000001,0.34435797665369644
2.1799999999999997,1.1400000000000001,0.5093457943925233
3.98,3.38,0.454337899543379
2.62,2.34,0.3922155688622755
1.78,3.46,0.19955156950672645
3.42,1.62,0.6526717557251908
1.22,2.3,0.18484848484848485
2.38,4.859999999999999,0.20307167235494883
1.46,1.54,0.2874015748031496
1.8599999999999999,2.8200000000000003,0.24345549738219893
4.7,1.3,1.0217391304347827
3.46,1.18,0.7935779816513763
1.62,4.220000000000001,0.15517241379310345
