epsilon,Ef,E_den
3.9418969874100367,1.3941465604680825,3.8308234598663256
2.329605003145914,2.055549027776299,4.921618817004366
2.9935697157461187,3.4175526220376207,17.481947100652206
4.368004748339644,1.4700763659050522,4.719901086034869
2.3612455237673613,1.236072943383439,1.80384556234615
1.2060491627435843,2.4082525745279284,3.497349883122129
2.2106461087009346,2.2521954318452044,5.606623266666446
3.1239706279484274,1.7298754101698337,4.674192528541472
4.165088226349107,2.513555167413865,13.157429529839366
4.114459319548988,3.20195520549078,21.091782343577172
2.6794058228312405,4.8697766386240335,31.77068546958478
2.6731386400282697,1.4907308820827114,2.9702293475570345
1.9900348746242396,4.609515874588807,21.14176891676695
4.402229935605823,1.9387856384742197,8.273748495346673
2.0265284505764343,1.0274296704713932,1.0696135995389142
3.681798353535457,1.7696821109572032,5.765281602987571
4.664348715326239,1.4388710253129928,4.828416779053393
1.1779669686880283,3.2904526898977595,6.376970658413716
3.0407572771746154,3.006217523483948,13.740184460811856
3.84377063081238,3.641714546978817,25.488206108890303
4.326932178109589,2.339161217252714,11.837783746169414
1.9692964446329992,1.1008835053044077,1.1933389898415347
2.9957096864385298,3.864900842889472,22.374144597608986
3.616920891973523,2.2531773065949614,9.181206414575406
4.299074924819027,3.785596929009932,30.804471326348228
2.7210896746145163,1.3658163466854236,2.5380342074011817
3.184666329217647,3.8256209843187623,23.30439444702273
2.9475339064211865,2.8493241142524823,11.964994991652164
3.236660772872097,4.351080668115045,30.63807386631247
1.7979903173513103,1.1841847957264369,1.2606551847979754
3.4405394510445637,4.8449955817297665,40.38158089371265
1.0053248333225242,1.7417750117021047,1.5249672826230969
2.663212422283301,2.136312014780858,6.077223075608809
2.71849214460681,1.1380790833731904,1.7605281347688202
4.350195887119,4.032472206210366,35.36890244791925
3.3991030905319346,2.4160198578374765,9.920540622463736
3.1366677177138733,4.6888672001858565,34.4805658194547
1.745326622431424,2.556413382411846,5.7030723651196595
1.8522595436310128,4.633064390864861,19.879640100896548
2.949695275179224,4.290292663427328,27.14694695270104
3.2443043240338683,1.6423924729127126,4.375679272794707
3.5450897864347244,1.3590951797341244,3.2741380557237934
4.201780154240412,3.6782342180161027,28.423796837014876
3.4012947187110734,3.3336831267577214,18.900047813790568
4.243782512087072,1.006567804025852,2.149855117917987
3.3318428299222016,3.0259647411286896,15.253947154876249
1.192285395192355,4.561760728199292,12.405527409633036
1.9462021073335647,3.804753827884239,14.086758463357427
1.9965386908543512,3.281376196708776,10.748795042802367
2.1052183085710143,1.0464038449318815,1.1525659792257
2.0873663574928027,3.9346738946125512,16.15794671934762
3.1740713110629186,3.706214152222112,21.79955880917504
2.4013232849901893,4.526819378829593,24.60407086625437
1.2035993340497546,3.6841350642089985,8.168137315487165
2.0509183243087774,4.326888349733076,19.198608277601746
3.9131605010880315,2.6025173052845307,13.252106503168323
3.0364890004494094,4.8745207842615494,36.07493602438572
4.852496895814954,2.4439391049863395,14.491589773575829
1.8137741858678744,1.6673157005032353,2.521093197091168
4.95780335640449,4.841674124116628,58.109937994807275
3.787012887627881,1.7618042235245674,5.877357131364763
3.9075957096906206,2.832738433528444,15.67806924706913
4.6944192415657575,1.0956042758310929,2.8174700855182166
3.8588742684033206,3.482903735714624,23.40526566402369
3.027198510094322,4.019139480448938,24.449898568793568
3.832591508953172,3.0944556880069984,18.349788948784212
2.1368348009921623,4.2812830207660575,19.58343313066623
1.2914592829226303,1.83019215991535,2.162938165206512
2.0271361888014794,4.079041366669316,16.864332274388108
3.4891941445842085,4.823068530261253,40.58279973272482
2.839792411988365,2.9260194121793766,12.156568590958972
1.5056616061541086,3.4924614750264857,9.18249348391693
1.949939828186532,1.4956961433893672,2.1811119741249283
2.5537737983390842,3.9661401044847615,20.085772272071686
3.3089211590313132,3.250270705346761,17.47815115598701
1.1954444036826843,3.3869399994817293,6.856688087536909
1.8677212384317432,3.7257805007232654,12.963330471118743
4.1900399490604014,2.149711718991828,9.681633002151736
3.968510558977006,1.6782470614232028,5.588681185213269
4.210718684185191,4.13617515713472,36.01837168343052
1.9455961699182789,1.483033801982021,2.1395616580882133
3.160279885819348,4.845521022833818,37.100222622634284
2.0195037609379445,2.2332271486297017,5.035939084945656
3.614109603215036,4.624890827096203,38.65220678403847
3.9294352364838097,4.558717995972229,40.83058425954753
3.679802433330093,3.8072912164522337,26.67022627813539
1.237385457097271,4.573564399254042,12.94149977552775
3.2072615850260155,2.0523056543651115,6.754426345685459
1.5869721585229146,4.964155584083777,19.553751019540854
2.258766548836232,4.5246278354366245,23.121024700963773
4.474189865489558,2.2328224768192912,11.153028315296948
2.7230876294091106,4.612120692521369,28.96229340134477
1.3175640263646096,2.6922435780269063,4.774967636870742
3.525019847173966,3.711354288514255,24.27707721819607
4.985387040122854,3.1882349841973885,25.337836569700947
4.827929270860224,3.930725018533788,37.29719999579025
4.447683771794763,1.2232083958521542,3.3273984695634846
2.1165072923383383,2.6191174587588857,7.259383241987
3.8639510559846095,4.615733328469338,41.16072734025534
4.825480666832496,3.515581870146768,29.819819930871745
