pr,V,E_n
1.306389777639212,1.4896151265235975,2.9190269608607537
2.4464422809199764,3.7700304173614327,13.83474272008109
4.288153149573926,3.1910841987939005,20.52578663642048
2.968060481210792,4.4718517521694405,19.909089695171023
3.229120808876536,4.844562037217988,23.465514126410856
2.0303389578185485,2.2902736677090267,6.975047777423415
4.692241110698874,2.1901880090326413,15.415335324214015
1.3926411018373677,4.257501341537968,8.89375703903026
4.019808883970464,3.6381867350980968,21.93722303893624
1.1397318847647662,4.184239615715362,7.153366955290005
2.0337924621158634,1.9338830609998008,5.89967518811242
2.752555862309616,3.796137709391836,15.673621659181643
4.325708139634159,2.773698722261584,17.9973167096697
3.7205327736519593,3.6010875966732088,20.096946636321363
1.2031911984243029,4.007673182747431,7.232995649464235
1.3597328357355485,2.127389913876632,4.339022880466016
4.9115227854715355,4.022430249886432,29.63438673793076
1.3349313495103048,3.0723924280249397,6.152149455252864
1.95886894070252,2.8181019234162266,8.280438494271117
3.9259177929654068,1.7999953865964118,10.59995087324175
4.262448770142143,4.404155690722023,28.15873201114891
4.9540301405440434,2.8619494390823017,21.267275672890264
4.450962515290486,1.7576062314977086,11.734559179555909
4.514661424313423,3.498648133381673,23.692817647536604
4.830155576562658,3.930598752100088,28.478105222529692
3.043410577194838,2.5844765600031923,11.798434948838768
2.912794257917698,2.0371976643381102,8.900906488391092
1.1532433281021448,4.771133565421245,8.253416927709372
4.132343885171733,2.1557740393369644,13.362599503899107
1.5606844627987957,4.399817431249074,10.300090056152607
2.435788895209059,3.607959794689568,13.182342603398409
1.7486418926090384,2.9225870260838045,7.665837162908707
4.083048636547065,4.9909002443004535,30.567132656450056
3.7173230643243502,3.939326503800616,21.96562390572335
3.5363240344411904,3.7838249972537743,20.07124691986184
4.7652129934146465,2.2283381724905267,15.927759019910555
3.8261255962372847,4.364090086526332,25.04633517651568
3.8522589131597313,3.139944807597295,18.14382055784445
3.3337416064487564,4.77624136883716,23.884131860601297
2.2506773653039134,1.9663890039477523,6.638560833851571
1.5771258946157185,3.817475884198631,9.030960103561043
1.4847062647804419,4.049210674471125,9.017832683704675
2.0775596966642618,4.330586008642124,13.495576431739542
3.5670461412111187,4.985027091519981,26.672732475958853
4.479022055525155,2.9902043338001465,20.08978674242664
3.1319267130951434,3.69654143828195,17.365945314927572
1.8754889818019784,4.996184331637498,14.055432997556718
3.801192802307327,4.8502537822739615,27.6551246498155
3.2512562938414207,1.451426947852231,7.078441498883414
1.1081646266939442,2.4579027670050198,4.0856413533721945
2.663460217904228,2.5459686668531556,10.171629390291065
4.131066346749089,3.337559714124416,20.681520922927326
2.277675335561921,1.1607669633971107,3.9657754242970586
1.4353232121280008,2.953851975337566,6.359598458088232
4.3601010057629725,1.1116027494943983,7.2700503991191185
2.554887611245743,3.936804723235829,15.08714042293342
2.263410603168845,2.7241531708047964,9.248815757183408
4.891345440799562,3.1090928691290647,22.811470845655318
3.9315487425048943,3.8948478131152164,22.9691760328516
3.552228439444831,4.964864075120669,26.454497048432398
1.4127360724797482,3.4452775754512737,7.300901865818372
3.6557759710421687,3.362469511321956,18.438652864279067
3.7393514368123935,3.20012374887016,17.949581007472645
2.0515665108183674,1.6245578587226868,4.999332746763392
2.37780287181631,1.4490019181466822,5.168161383354784
2.7612649456524934,2.2842090801641937,9.460959692397774
2.760477946348729,2.721846671145025,11.270396563557815
4.880088425520128,4.171957764279241,30.539284195826927
1.0722428686882446,3.4021044577339183,5.4718233650065216
3.172524794735025,4.360809946918075,20.752166522587085
1.360837863931923,3.519214948946054,7.183621430761559
1.5520202800471543,2.7476462702570723,6.396604100752352
1.8807934859454731,1.3363721235196833,3.77015997707241
4.780779706855297,1.1379491678477731,8.160426433619259
1.0885590107614376,1.6960423281750725,2.7693632384516733
1.1185486134542209,2.5098074095681104,4.21101239701431
4.544634263386173,1.9616037833713111,13.372157647645812
2.3671160658922346,3.0715173235551827,10.905957004880689
1.12883910829157,1.796290264279834,3.0415840502437153
2.790035170114169,3.821977645431684,15.995178075216803
2.1072787632593277,2.8728544864066183,9.080857873708423
4.420436220290488,3.757071391566402,24.911841692245968
2.4172359741883302,2.405340549173073,8.721413558452598
4.655242593583604,4.641273621689587,32.40938197824809
2.8228763586350185,3.427600397713276,14.513538194329193
2.226411359189189,3.9985004409797633,13.353460202280493
2.4926714156013907,3.965937180590161,14.828667369191797
1.4261396649255975,2.6441688915365265,5.656431205473886
4.6548368183180395,1.5176793898922436,10.596824853709316
2.5007793918754198,3.1873870525644508,11.956427782475572
4.1187120683624086,3.285288133962129,20.296733828096453
1.9242200075947329,4.803672552631848,13.864984253561802
4.756060175289268,2.798094568220833,19.96185921391249
4.6546487388756885,4.4593563347183895,31.1351060093914
1.9838556139526455,1.3530304163337457,4.026325480938582
1.6133008656590802,3.3032413990893,7.993683312947517
1.0442881633879346,4.0884140949642065,6.404223669599272
1.5262598736402242,3.0787157942767815,7.048380568720565
1.3469549248605817,2.2234753136783807,4.492381536097533
4.269001103124705,2.0094021647713283,12.867210087044954
