g_,h,Jz,mom,B,E_n
2.779156402990393,3.5313903172934866,4.942182724050436,2.175264575096435,1.5566660765019398,82.75104398001577
3.9035168755367446,4.427943775868937,4.287449187603032,3.1064427088665867,3.4998395556574518,258.19290366125784
3.631671680401504,3.4016586524332135,4.422608394022591,3.330170130800968,1.77548634236791,175.4114584984201
3.3971551196382044,2.6456852606868573,3.377870788898355,1.5487997885924378,2.905331453095614,122.62840166801467
1.3182898864009678,4.505575685116599,3.536998711365182,2.479189305032338,4.757555292484802,76.695332559334
1.246471907069823,2.708158287227304,3.118194161322604,1.1029444272458515,2.784102514438036,27.690469917028533
3.3281398290131547,4.300034167686828,1.152624574865294,1.061034422424418,3.238694057379334,19.26179690245605
2.375987575833479,4.156942380527942,2.5132076469111033,4.930246974746695,1.4622256446024757,65.06710330743446
2.5183456819553136,4.728014691817818,2.3264185766694645,2.731440338258825,3.024431368349125,64.31906228273205
2.1209566219265388,3.981708656966654,2.9258293293242343,3.612463365746215,2.4524652019192605,86.7555904478316
4.5452338852782175,2.8113970338181287,1.6958015838330862,1.4638658445856425,3.7603510045355857,94.82407645561013
2.3663616791122584,1.6330885153456776,2.656437416107051,1.8822395658963098,4.890085380515505,222.60873226620984
2.453860066439487,3.863080466044309,2.8773406495504976,4.936570032607858,4.6332534464239385,262.6627871171268
2.4520986968929326,2.035732833943975,3.7965727074605224,2.2521950047855293,4.494707259241419,290.8681422865475
2.4331225862002173,4.4134708619004925,4.4615150677325515,4.672879301525182,4.623674191640509,333.90102042687363
3.40705735461897,2.559736830936268,2.027031801231243,1.0828718152290846,3.1155069739771424,57.19134835055172
1.8206827651637951,4.721980508079602,3.821310786443733,3.7343554398646495,2.758246808167952,95.35667433025151
2.7743577625929805,2.922969246174261,4.4799708322060585,4.37096975970368,1.977023456075503,230.87818342962916
1.9941203941001344,4.843148349698996,2.2405131628314905,3.3260961659278188,4.605459307771186,88.78890951383028
3.729558572913556,1.197209662691912,3.5996770989344484,1.1366917559688925,2.75937020715848,220.99544039757959
3.6208481551242855,3.9653016953314313,1.2898867026558898,4.8860730658922735,3.238031134843052,117.08640946306105
2.4702778642125303,3.3279228976030915,2.6825074509765123,3.5044863728055917,4.3589037654224265,191.11510468465985
2.9092205033143967,1.6722365955717031,3.3426036773555983,3.0678879081234838,2.442842693871434,273.82850830487047
4.073154936714099,3.7268786350418575,4.516524204403993,4.695379852754408,1.9260408383990364,280.48272225558634
3.7977468839095594,2.275619415498793,3.229813353214956,2.5640114062854766,4.468174092638162,388.00178058639534
4.25420568429748,1.7344349916304052,3.232212537207065,1.098322869102986,2.116017349306261,115.7682548016802
4.103378827860939,2.6499315260050307,4.13370402143544,2.5340613059571075,2.3668739708150914,241.22285771267133
3.3042581504598147,1.9521615482740033,4.3039898885194505,4.494859349344778,2.983342048433574,613.8022587642341
2.328138501369599,4.740398746020932,4.21596341003428,3.875799690774983,3.8609827070393647,194.68380243762402
2.620171483489566,1.9843660763899087,1.7428233395211254,3.673389613628581,4.8806867514973495,259.23228387917624
3.849899733349434,1.6267146769600909,2.799417253523301,3.1078957106310408,4.825508664179749,624.302499811911
2.6887006788608008,3.895381914659713,4.710552017487362,2.6425193143031422,3.959552701722456,213.75111243996116
4.232923042843598,4.127205472685302,2.8417641111104595,1.540299799791376,3.641066236242696,102.70368209625394
4.6323140335550805,1.2711519554155828,4.983813820277513,1.2997222416711551,1.9642506310552577,291.33298201753036
1.1856791863680805,4.521457004048548,3.7359353584194483,2.7150333199450807,1.4277718591133457,23.861733673445592
2.4137458152424247,2.9110168618432586,2.8206549681326862,1.8392409415453743,4.3618735109654985,117.89308690533107
4.10293906707207,4.9092095373479685,1.9759518453989449,3.213859994596994,1.1739549329273342,39.148768188210674
1.0346895881997449,3.4743843152040528,4.589324854310125,1.2131066762023806,2.1657937364416298,22.561967948651183
1.3387184951333708,2.4801301443617403,3.152162400140084,4.103519141325013,1.2144461077062512,53.27677846632226
1.2722026985860366,2.2462427548409707,3.6961453554017782,4.248751252004664,4.78483508387566,267.3971738873083
4.349954132202036,2.835023779880747,1.7036679093659963,2.366974075122648,4.299536909394692,167.15060992356277
3.511315954634138,2.7416480891731854,1.1557272674377392,1.1084002750885524,1.8312347386513177,18.877047653222814
2.037946682311882,3.8394998766627695,4.658110690598216,4.9050679714175685,2.0653983817477064,157.38259243182046
3.0332437005115134,4.828176705429385,2.6664679429824294,4.711457870518543,3.2918272509504827,163.24230985867598
3.313297302687761,3.8442852487189816,3.3329956903179907,2.6833351279522764,2.119728923318472,102.6631685681827
3.528402055836585,4.332499958264185,2.0474016283254217,4.040583678662706,1.3397159193193593,56.71255783270684
2.113589759873595,1.6071699490119309,4.1247574406392165,1.7095094617520652,1.8290114627263705,106.567582032573
3.7221293861583615,2.9220714216329577,1.7147328394914911,1.4403179792238978,2.1896123420922904,43.281528224965925
2.419777071736698,4.018786405276195,3.1951200371824533,4.3116591025868445,2.9170911341795573,152.03441022996194
3.3139028292702077,4.944910809852981,4.1097232087221185,3.5458964946114286,3.4909312371166927,214.21066876798284
1.3491578136911926,1.0528135651394592,4.717425283180799,2.4172901326769383,1.6672461389524824,153.08219442936704
4.703283619220787,1.1755757742842152,2.527618019575239,2.318026733562688,2.734420325015949,402.74074193322167
1.5713862966429208,1.2844285382986085,4.884159527297045,4.110997340238776,3.3414905205626604,515.7392129560865
3.725517451340208,2.2675364743950506,2.858877094611137,3.259041787229879,3.9730200006473146,382.13635279477546
2.3121275769192606,2.767254151668653,1.2637428331521012,2.9732122172771764,3.8967270651127306,76.86474957816469
3.107777379840799,1.2714350955467268,1.4200129280638372,3.828492389535728,3.8039463489016967,317.6069841503218
3.4471840895071417,4.553268543910133,2.554461296069353,4.734729121797889,4.5825732945940665,263.6482933226326
3.060696473201997,4.98904667818945,3.4470783124278674,2.0856322392092363,2.2268722772845995,61.711592584657886
4.818480316246578,1.0094205944213566,3.874889197961771,3.806312411041976,2.499938394423733,1105.8871774207764
2.805366752369162,2.179547400381055,3.753641224521666,3.1326562352266563,1.3244418940784906,125.95099572508785
3.962329749598912,1.2282307918888993,2.604253661716716,3.8911241379494683,4.0792464775809245,837.8934963414664
1.3523020033843984,1.9398027776380349,3.793687166008521,1.266431564015437,1.5061336702258732,31.695874740003877
4.239495417080935,4.260772522613064,4.295383172045619,2.389606248382327,1.4767486136590002,94.76337473246832
1.7166142461814782,2.5034070817453866,3.659170226236341,3.2099009183681964,3.6864415019884698,186.55319509737114
4.480261089959541,4.932603379202236,2.439249845207192,1.7107104632041643,2.726523968701001,64.93055475393581
3.6464982646658393,4.6232446881555935,1.0132341480055231,1.645413561502564,4.407692069870409,36.417081396840786
4.374338658061685,1.1926444866701464,1.3907655259337088,3.8824777846445415,4.2452925822396566,528.264941361551
1.8630662511606249,2.181671595440769,4.6263853391078325,1.961870843093786,4.979399598280217,242.4979020279301
3.8013865744447863,3.959577029384496,2.710640238181926,1.5015788360507134,1.210246718230957,29.71440524041786
1.6659861308715094,1.9935632114272184,1.0580962221915948,1.73899517392248,4.7113380529313496,45.518615824401515
4.165177505732618,3.265794612804581,4.081826996658964,3.290780423951883,1.567508095405694,168.72825134740503
1.3460201913708838,2.4768959569149467,1.317163151975682,3.0533921153994976,2.352817532014918,32.30978580956069
4.527928329434953,2.8294339390455594,1.3916817902445735,4.005988718072095,2.765327693742643,155.0158561513331
2.437614090061824,2.144710101274443,4.52522591083452,2.5171250943699066,3.8500804745771218,313.17789047950316
2.6931593902998,3.85815359393568,3.6073437070163497,3.1168074618616632,2.2123220343397465,109.09585646770157
2.970004061721595,3.1832164597640977,1.5328924943277331,3.7464594288904887,3.654926922596248,123.0501562363474
2.448233666236607,4.052730994861273,2.1224675695158393,2.8015614696023925,3.6176464352044873,81.64926784231291
3.4333373417795587,4.998576542232519,3.778197948981039,4.013427909995095,1.8994693336354096,124.30324304512432
2.880691038880514,4.064964460778313,2.8405026235135464,1.2964514794797557,4.428732721455349,72.61907795302304
3.2827959650384515,1.4197097190818049,3.738107718095457,4.530840708821669,2.55588785936578,628.9217363621398
4.301317433051946,3.2722784265784437,2.711129317829348,2.2448414231307097,1.900799007044029,95.54395416119276
1.984003008813665,3.0489086999110735,2.453641446820522,3.495683041570273,4.150378967680959,145.54881557146274
2.5304215250729447,3.037625616456441,4.147635849970872,3.6261793141828256,4.312174354115888,339.4569487067893
2.522902562681734,1.2661157443018456,3.060700421462548,3.435138139957082,4.637864194752718,610.5060810812295
1.046145518546758,3.0480277909197397,4.673776021101069,2.5499242980379457,4.508356461976547,115.86879097541812
3.4672717409641423,4.840143969005256,1.943089845011824,4.854349203583184,4.732900769422663,200.93739345626528
2.470537007225611,4.976037737523219,2.0529346606365166,3.155033594820286,1.1955831472511114,24.15719286429779
3.238664520902045,4.72813299734032,2.8638116671599723,4.264501649188215,2.6747451054321587,140.58898321376205
3.1427235158194047,4.9756658914305545,2.3149205350143256,4.956623474397338,1.1452477738004156,52.15023937065524
3.2388513959748138,1.8014443489644176,4.8706913142760095,1.521987866005991,1.8561520559970424,155.44093063055666
2.8637252244858216,2.3845868208150933,4.665629155182856,1.1974931557657822,3.267277389656273,137.74230217474542
4.096657742417353,2.848671957101049,3.062017817250442,1.371474113566455,4.917239077142747,186.58802277407148
2.0448024367767927,3.2330692176291667,2.8144767958448518,3.5639425754279155,4.461738063781617,177.84786681967492
4.868605531245124,4.801912767463342,1.5873104605429988,4.582767978501462,1.3694752171907565,63.462052758576135
3.4085344790917715,1.5638497553741133,2.0491836782826813,2.0701551403143683,4.293610517306125,249.43590082117672
1.9164775309099469,1.8550731535301528,3.5186579349110096,2.969807322746867,4.967486366763447,336.94930628873
3.0625662229542083,4.566478985408697,4.926352063027982,1.7016250366009351,3.7828599555773903,133.6267695696049
4.060679995357912,2.2334665747609925,2.558303891167077,2.9710285773896863,3.2069071561206854,278.44827020036826
1.6705318564807858,4.765292396002191,1.7251608741144877,1.1585032881187272,2.146819132340465,9.450774572707985
4.75688157488144,2.0818871984212444,3.2264311546268027,4.6026804534127335,2.950822480900913,629.1023736494848
