mom,Bx,By,Bz,E_n
1.0900742898803326,1.4187902709370557,3.287646490524043,3.1995458385604816,5.234477134327821
2.5954190098545062,3.2012362311964044,4.733897628011919,3.165951199124887,16.956042853825704
3.1711814470811763,4.815869477009974,1.8829694827726708,4.493109052088446,21.723449773510385
1.5659469914448831,2.986874126491643,2.225640862510334,3.5896865316381508,8.10076709570162
3.939015707210309,2.6923815246845724,3.0894355995043252,4.298619063846276,23.393792880189853
4.387738130132417,2.8252818776063826,1.5185401359916613,2.072405143746753,16.755786063436826
4.407483051217287,3.5665432417909204,2.1311786807920248,2.302549556909176,20.936188313219496
1.4807257713177635,2.9372533962310703,1.6356241825084838,3.488931835421349,7.174321786077307
1.6650818384280517,2.406508574740305,3.9131239668927904,4.742079702892916,10.993467840289767
4.140358120962745,4.343473599869723,2.3507283207261063,2.7527389278853325,23.410149460420453
4.958033431787877,4.381564760827606,3.9503227399540406,2.0440306027755613,30.95545328557867
4.432247895327577,4.561888696388858,2.0264717139653734,4.8615294664349165,30.88354103020536
3.564353403447093,2.0568903771598523,4.26535654809704,4.466616751453248,23.202470440126483
1.031545343401083,1.7912534116197332,4.987251000243544,3.984096621508227,6.838942365232309
3.474319678094316,2.2160180334063537,3.359233698630572,2.075670941554692,15.732031337931256
3.8497426731248487,4.588930073538762,4.4679247305255085,3.785749049965532,28.64180774815156
2.1445562650899856,1.0937940589569082,4.451852647513483,4.193684894704247,13.324300907696012
1.4873486321761762,3.6900099753874516,2.835439426395393,3.237347062288784,8.431614807349911
1.306759980957522,2.349980486392542,4.076034549970357,1.1164301610890877,6.318948955943879
4.72721660824464,1.4724483015206782,3.4209117287055713,3.800726493683401,25.15495072791497
4.730692031918104,1.6485115853416712,2.52583045168872,1.126268896748586,15.230985572016117
4.278146781029408,4.6463517062972,2.604160113216158,1.2053097518550184,23.36314941634439
3.433384737843467,1.0002603545154398,4.377788303141009,2.6787803479798,17.952832070027227
4.85102630024803,3.6534053987264623,4.687258110331044,2.9541865156722005,32.194510463397656
3.9638825012665593,2.0041891167765296,1.2029764020204157,4.52914112933424,20.202990096095306
2.3092384358811318,1.7831450384060328,2.7491675095151686,1.5088716686232917,8.330630686777447
2.030869202050701,3.5844966679542782,3.02757201502062,2.621629660548493,10.915378948969822
4.416656857376516,3.281972138940748,4.093710915957745,3.1897689004610514,27.120012313087674
1.0191796497743442,3.407552418543632,1.4856941216952912,1.274239441852448,4.005050114504251
2.3660129889191723,1.9888383321748544,4.001586502230864,1.1320410320439551,10.90670124510489
3.4609493569164917,4.84138316969486,1.1501566508958223,4.625881906827454,23.514249955474423
1.1917781087342978,2.470045045735219,1.53881473201468,1.886059052355052,4.132960712977045
2.083436307165924,1.6880439628808317,2.9325737191051218,4.384811973304172,11.539314146657867
1.2198367729012185,2.002878889715765,1.4401354335639724,3.8576748332275193,5.585622997143783
4.209572409906821,1.9265558992668372,4.5347526060897945,1.2205702849124078,21.367629765747605
2.565871634626788,4.76438385381664,4.2350661117124,1.0925525012724004,16.594825022321263
4.584212097663328,4.684355568981042,3.233726461882053,4.3951621895409705,32.96734611290167
2.893519557745747,3.84162733855735,1.1800636675958285,4.423832751898439,17.293699356176035
3.188753817342822,3.8543910443177474,3.223902192863076,4.189239270884012,20.861275253802237
1.7641578934769466,3.0894790861130885,1.4805862155304594,3.5949661469193166,8.760744538405978
4.603765452188961,2.143129600321694,2.312755713487598,4.956842324397347,27.045752348489746
4.615041257709956,2.2974035893781166,4.511179759893494,1.0373629371773865,23.849061479031796
3.8084262688372754,3.770823374051784,2.2874352324776703,1.6080605170442936,17.878250367507984
3.9734185921649487,1.108845633568397,1.2602584959852041,1.0038007736041457,7.771468537196023
3.1144629382073505,4.1784585555991205,1.4747509631940434,3.1484875899546023,16.929442588412904
4.195915585758447,2.583166480786754,2.505024395144815,4.674700332152524,24.75260171351512
1.7828877821558895,1.3565571532297258,2.9823649139935733,1.4922486939514092,6.4187807996472666
1.7844586228968409,1.226597261537377,1.8370889721214807,1.4775771420370392,4.7423212312247625
2.020643386730895,1.757459780510057,2.047557258892904,1.1956791373777702,5.963741353932817
3.62070266440532,4.046330606822142,1.3707734697321698,1.422542939810902,16.303393176615785
1.9569956848709944,1.3811492355246315,4.912911031545109,1.5568602935975302,10.44164615980922
2.8790881774443213,3.27971619249408,1.3750491588570704,4.811950889316664,17.226999474661106
4.823932647585394,3.9936311931527086,1.8882610848226895,3.3040354266275758,26.61100490953412
3.4968288213498893,2.1918603961347727,2.400874200749879,3.840217831033239,17.594200274237107
4.9290123139153454,4.0192227453380385,1.0261543021112611,1.3428131689798262,21.490884464884616
4.296380365497376,1.9002638999670247,4.799721761322061,4.4218885476492735,29.20319934665603
3.3673418133727693,2.1360977841968576,2.1778493961040946,1.1778540300641,11.011404337433834
4.487993071496252,1.0648847144509936,4.983929380676791,1.0312659348691202,23.336286997117003
4.183628315686871,2.481184674757834,1.9748505000377443,4.294376021406392,22.33367087833712
1.2243389817035857,2.476376435997856,2.2103688174311755,3.096714558346501,5.557988131421274
2.6212222364505435,2.7254003960559845,4.911484526098798,2.135706528426987,15.751720262800452
2.2372726250947896,4.909560289372083,3.8549502684421455,1.55617128990399,14.392827581446149
3.7908581962162606,1.7961572162467705,1.6871930935917447,4.892929192190448,20.76807654542025
3.269356003801035,1.7352852918803792,4.749460982886396,3.691695573111547,20.468678124621672
2.367905466103665,1.7816376538157566,1.4928334907726932,1.0304966268978115,6.0205866597023725
2.6922738912556543,1.0034800836608375,4.4497282877403865,3.172548039681904,14.958995533124595
2.789863377283864,2.9656795191072107,3.8658726012893183,3.219774055484385,16.293177352732304
1.5711671349206109,3.6695442090041,4.614605091869727,3.2070492154133565,10.545013150311833
1.6688854226344298,1.7302847160541823,3.2703144475467303,3.853896343872565,8.91587238954893
2.941492581497557,2.1452963399389287,3.8981647539586266,3.299826230405749,16.29460464408383
3.847805590448525,3.8009132247901385,4.428951136312926,2.3167119920098656,24.161554896230477
3.5872880464854897,1.9372046289264853,2.7530480582958328,4.731278752655376,20.830079738594357
3.2537843409129104,2.3336443488856258,3.261260172369929,2.451609983817564,15.293515153602968
2.7551859811242854,2.6288795490000267,2.426244016781458,1.2971161380846956,10.484262114325992
1.9727283459450664,4.687672280152871,2.5678878071425117,3.9621773430427103,13.125267302298159
4.1304912435170795,1.6562071388798771,3.169701478721496,2.44446616886566,17.892916395987807
2.8527366237504173,2.4763291991409067,1.1690682307293598,1.9942701030276768,9.6640174561024
3.8836524242683113,3.0264071633547855,2.976302960793029,4.383367155118065,23.697099789070272
4.469913062124792,4.6141602562581,3.5698236136714847,4.516998690062708,32.97977849401386
2.1678365741740167,2.7498538973562288,4.318301571230356,1.6481455067780946,11.65921451013158
4.640276417941179,1.3869609291407232,3.6277489368478295,4.622572344875466,28.016050007995467
4.252043899886736,2.281586642271267,4.7392247357963715,1.8318720689405692,23.682641694253963
1.1492632064268171,3.91328410659544,1.0074881499047978,3.764073897750317,6.3467093842993885
1.862915047523901,3.64490981852942,2.57882321635605,2.4790252905519905,9.513873252152123
4.190748506239413,2.9110886319325533,1.4493914264892018,3.47839803496067,19.955368143618745
1.8728389951695368,2.3048306814005044,2.8701936207866585,4.3255298001292815,10.637406304331039
3.2640922283520277,3.8570156797064032,4.8378941288575765,3.1763264063987555,22.701483141090588
2.9700446245984358,2.9026244277992133,3.258418841364969,4.847747308447684,19.3721546849992
2.875859473131808,4.0928538084272965,1.7858476164706445,3.9911855418048416,17.224037389470748
2.440466211330204,3.882179512185114,1.3303172379310846,1.491432170928745,10.656046824585992
1.1151258161684368,4.2859769249326565,1.1786408050923725,2.5689914581781568,5.7251160468554785
3.6172276473041776,3.666909641912439,4.503735728108545,2.7388979666078965,23.226833576886712
3.001701690862047,2.605462775908931,1.9590752181624331,2.7225203289378417,12.748764198582661
3.119651801469036,2.553467103161188,4.613908383157487,3.040303627430542,18.989377394408272
1.8876090595767248,3.9201210183782673,3.4650008427401824,2.6219045236323857,11.046620280206213
1.7761675371903745,2.6044122456774197,1.1152917779397806,3.775228821406017,8.383659706870173
2.0717890077419634,2.1760653983250475,4.898006282609749,2.63305983771621,12.371673838619426
1.4972213861701549,2.0103714951182226,1.6109344888573904,4.36628822053925,7.590362585248383
1.2043090402006795,1.2393739110095219,4.523375823316929,3.9448722468961783,7.380655245168053
3.4172313059391337,4.393573814022972,1.3207738229573054,1.7209926756359215,16.744346273518858
