n,h,L
1.5506010765100409,3.0560196296599083,0.7541823288534486
2.2672552073090566,1.4627082696338325,0.5278107805147595
2.527438470476248,2.1337875646959703,0.8583252785293471
1.571083223996287,3.8681002839116116,0.9672016927217952
4.552273268165432,2.382337469669812,1.7260435032107808
2.4707095231479674,1.1153755191130539,0.4385942451529808
1.4724689590612776,2.6677144449783894,0.6251807832854338
2.3986663656050835,4.431382765658967,1.6917229515676269
2.3663850173032435,1.9001557603866448,0.715640221017102
1.8999042023892023,2.804048829438913,0.8478858881765026
4.260146433047728,2.8114436496787594,1.9062244785630864
2.347971491348254,2.54713872369086,0.9518435021964852
2.50546247468481,2.5389544458330335,1.0124251916778642
3.041084749328926,2.7161165018144513,1.3146103556153597
2.9856015839245096,3.7374844853007065,1.7759526503947711
4.53218068090308,3.9837375400857433,2.873545412759688
4.2341613668108735,1.040830611403436,0.7014029586494587
2.90917811131777,3.8634027942962623,1.7887944243070135
4.865495035728825,3.010317869745319,2.3310925804584093
4.755941923570426,2.541071394866784,1.9234174048349613
2.4436144149378327,2.5447797306167743,0.9896987162659578
2.4690609038734688,2.4946997633259747,0.9803253208992944
1.6367522955860982,1.5081664707497398,0.39287317060424015
3.711795628165228,4.580622104084996,2.706005356994914
1.0500042788383075,1.7924215308714992,0.2995376047156253
1.6737799876818895,4.166546761496505,1.109927886284814
4.563997678186161,1.8845132850777109,1.368878019207498
1.1183767384727703,3.358746503389241,0.5978407091583042
2.330028990259154,1.8266786430637625,0.6773975278689276
4.803612097682923,2.334593337464022,1.7848400533719286
2.3869181535136863,1.2425518345576116,0.4720327963586077
1.0720741714212023,4.287713307946927,0.7315949581586134
2.609540853813019,3.4397646895617764,1.4286076322877346
2.4339519595072554,3.1087641985200136,1.20425904102935
2.943394094964696,2.6334429840879987,1.2336514283501578
1.8345892492397236,3.9817588961246586,1.162609680721635
1.4283293434691642,1.4306694014225614,0.32522788791861784
1.2118082446798009,4.861091450202789,0.93753572583115
2.0867222091238005,4.625159457604597,1.5360716721014327
2.7585957285911973,2.079441354524439,0.9129665540649085
3.395540936066696,2.7231530509636106,1.4716385412278228
2.9487496259003176,1.5035529712750355,0.7056295564771015
3.7071346716318376,3.3118346534370526,1.9540116151658482
2.999744738571817,3.1199597610081984,1.4895443027831456
4.642906593578693,2.9922567386495524,2.2111027866202644
3.6877127879545264,1.0895433818640858,0.6394723163329696
2.2785673616612785,2.4148851769783692,0.8757466599202529
3.661521446410288,1.8669271577909603,1.0879503775459831
3.5516384144025426,1.0273202745657577,0.5807038902502364
4.052964565733618,1.182057257399057,0.7624852594164799
4.285938582341059,4.205606146029519,2.868763017828245
3.891439625518902,3.712228643983388,2.2991385639504207
4.041866160894308,3.0350337356499706,1.952385542294756
3.582155983511793,3.0023277735196,1.7116806002980232
1.5596816893864744,3.7736273480851312,0.9367314808702322
2.199000773665112,1.5273726997607062,0.5345527123974675
4.254364770321694,1.4436099369043056,0.9774728831623272
3.2686887623100715,2.97642945455819,1.5484218647516292
1.0956814225620175,1.4620982330554653,0.25496524351893296
1.3629772096186397,3.4311456886966485,0.7442997696138325
2.9585610631481507,4.353584691980797,2.049970759273052
3.329148659162572,1.862850333584076,0.9870321162079198
2.577562731011118,2.010805928019069,0.8248966353794726
2.962809318279735,2.7141616975201948,1.2798514090523438
1.1080487317034289,2.736421910483045,0.4825719247610833
1.759799604200471,1.4185981911074736,0.3973221245564456
1.6470860077646297,3.497248117245749,0.9167751956980484
2.4413698792386693,3.8003021899181344,1.4766305376779658
1.3443842104442427,3.872974004065739,0.8286824029489308
1.2586134822482284,1.5455062884971178,0.3095874077403356
1.5918863322533643,4.0734219426363785,1.0320282466560813
4.762777615002673,1.146878903708326,0.8693566881529341
1.717851730123518,3.400008303295699,0.9295778909428088
2.537081264878735,4.822058414082991,1.9470942622910532
2.217909635885853,3.3912774122582365,1.1970913609717928
2.0262876452395298,4.760025783887828,1.5350783027029762
3.865520393773797,1.9183138812428069,1.1801786939389234
2.450863844707015,1.9049268804653925,0.7430492958417708
3.3012700204136003,2.530450950735851,1.3295329444200634
2.6771284319483564,2.8251317695380256,1.2037271247735692
4.620787095403299,1.2173143339803736,0.8952386553168388
1.0319797038250071,1.956693513013827,0.3213764823598265
2.975682139136042,3.0862948993956936,1.4616523561296808
4.093247989873618,3.9827040375971667,2.5945749646326948
2.4401597649578792,4.503523158680356,1.7490039645672548
3.262234942284417,4.57678569826314,2.376270871903293
3.6837262760413934,2.720277801693222,1.5948532991346054
3.9944741789518776,4.945212627864823,3.143871012185667
3.4449475212101643,3.4413809254785046,1.8868418022337128
3.6752450959397542,1.398835532709486,0.818225657890798
1.2484258660031051,2.0395554398322293,0.4052456901636178
2.027678040899376,3.5988551705623224,1.1614044859361374
2.453082315254997,1.6623533643479838,0.6490162935552797
4.472207444432545,2.5955093283604436,1.8474158524536928
3.8234746294095765,3.112706299030288,1.8941592490589776
4.079091406933968,1.9449067086922691,1.2626481402115532
4.623017579688611,3.8713011237247774,2.8484108419972123
2.8354794018807574,1.879822717770403,0.848327454123443
1.5586884832175392,2.13290087429958,0.529115069201691
1.8842150131962103,4.880393261120373,1.4635427419905933
