c,v,omega_0,omega
5.344774511870722,1.0800327777057777,3.374954892105721,4.229651878221427
4.092263211438986,1.4840343456599303,1.0516898535322572,1.650082074437975
3.5733337979750863,1.7539372278107643,1.9346196700724767,3.7996344319111417
7.199404874210317,1.1132330258531704,3.9023964965986515,4.61619110645016
3.5659485245665823,1.185050767350151,4.507590606915903,6.751166036157002
3.6477601109061033,1.0104360391773146,2.2314574984938997,3.0863941748549086
9.924285534473453,1.7216282138475143,4.017157207800442,4.860304851067147
3.3741027365989886,1.7523108629999542,1.9670912124978424,4.09249050465383
3.516103168077328,1.2629172072478596,2.7225004592685886,4.248469791815272
4.323086227844751,1.653595334901992,3.563211767626188,5.7704155351278175
6.506213406166062,1.032427963355516,3.4766410945295925,4.132381353632677
4.2418955423201234,1.613470439660457,4.7441145173394625,7.656310314109851
4.512720146412763,1.0879025504377018,1.9894511970169466,2.6214057378221725
5.327943565047752,1.8142480748898784,4.643551103291699,7.04118449907046
6.562344966097813,1.870743832709276,4.098525281801036,5.732784178953827
6.003130344977548,1.6426465076728245,4.125009429220792,5.678949905976532
9.023849630227268,1.8244977357377927,1.458260142373847,1.8278201203927331
9.888379147433682,1.6470418467481285,2.141338399686501,2.5692876297269893
6.239228463098104,1.5513666181234425,2.122586119601608,2.825019202942592
4.451458222712224,1.1409335498614372,4.7729476664958215,6.417888170669308
6.620619664543938,1.6725962288712573,3.5525912516861236,4.753485064648312
6.559442137631428,1.4145378207928518,2.24730714358036,2.8651808208668856
9.649091823720463,1.008390037833194,4.788682438534048,5.347532840390458
3.9091225880693536,1.5135893572171673,3.0610249554631603,4.995097392904157
7.04206192782276,1.4135094583000845,1.3489374621738586,1.687698781671651
6.806968421881492,1.837067495475196,4.404701388995517,6.0328492874787125
3.783553744784444,1.1604537181604515,2.713831974114062,3.91442530752064
9.674731317554262,1.3050457947209249,2.068695305196713,2.3912572582403158
4.414745316875528,1.1886371707351795,3.7250659606593945,5.09754067747178
5.997198274592072,1.7759985983329625,4.175375931901028,5.932094962340523
6.226868870228474,1.8135349436152308,1.525633095655548,2.152548932099047
5.049938753101942,1.3304145000619547,4.8310480141093555,6.5590368350488975
8.594599780280145,1.4963842965212002,1.915426227102884,2.3192197909837837
7.5058004367421916,1.6405845012656202,4.3044663128026714,5.508486897328725
8.714020088210603,1.6881801166798749,2.850503262875098,3.5354267667431225
4.750748437203088,1.2869383540766854,3.1169772465457273,4.275053893676283
8.471761996652535,1.013156869136373,4.33854330115139,4.927879359631126
8.400838958724544,1.0396737434699304,1.146597187678814,1.3085398904313286
8.468581777244566,1.3582647180699772,4.808834284910212,5.727452947042988
6.957625920473975,1.4463208512138608,4.760225313298296,6.009441794799226
7.986382737142835,1.1282773957736851,4.475722543446005,5.2120566071798065
8.738749191313559,1.1701748339639777,4.502478043882678,5.1986047182953605
4.040716399172984,1.4799446224899897,2.4572997964216885,3.8774449466742635
5.995325540796482,1.8524328833267558,3.672438133651232,5.314514268183182
4.366907240825643,1.3091950689556986,3.594230445521481,5.133142060308783
4.220971214281201,1.3289312930861443,2.759118251780444,4.026970247613549
3.788171338588812,1.5840982620903632,3.0592855610062433,5.258037041663669
7.647530970382702,1.7237939197933327,3.8759343851090873,5.003822417530143
6.643044822014265,1.0298692169774315,1.09163718812899,1.291923730946756
9.18389302020727,1.3907754984610037,2.9751127409460545,3.506057371733524
7.888865265888243,1.3925956649469755,3.2763116486047212,3.978649710159484
4.813961824738456,1.100145370810521,4.170498814486424,5.405927388204794
6.1497039792081525,1.6100620703437674,1.9211805195458955,2.6025602289816034
9.616861521209195,1.4830214411509095,2.7449972419387687,3.24548529255534
4.841219731082889,1.2776626497005572,1.9988500751728688,2.7155093078092842
3.0297634695117286,1.5604998988013101,4.82937113019424,9.958629971273488
4.881432525934012,1.9364258875598936,1.99748152554014,3.3108826179444653
5.03850164098408,1.5075557859470865,3.324174182009103,4.743447721543808
3.1881618136475933,1.3711304440040257,3.239511315897293,5.6840440097899885
9.233648026693356,1.48154217446567,3.9206369822479266,4.6699287425379294
5.566403680711013,1.5348213036208973,2.5398524816851134,3.5067729938633465
8.431209083466403,1.8643129668845468,3.5831115415556023,4.600341171829216
7.475505148492245,1.4446815325003506,3.988329218199,4.943731984710849
8.213919848033665,1.9799132343375747,2.8358061654101236,3.7364548982132346
7.897687492335437,1.7193874291079208,3.453426225399705,4.414496030772998
4.852304454769956,1.612918261303466,2.7940566407221032,4.1852414855628375
3.3253269830129923,1.3623154352539932,1.3354288846632465,2.2622066126586198
7.602590238114796,1.0838334289198337,3.363441360028203,3.9226599793005414
8.783141607924557,1.2463925155967626,2.044636942828526,2.3827694919468647
9.933947016367952,1.8257503026754152,3.4916519169322964,4.277879085472853
3.937000466223034,1.122519032544547,4.4939242462027265,6.286267033336648
4.531325959245974,1.0342125507871405,3.771781185725108,4.887222118142222
7.488974426801533,1.0948123584641545,3.8315776436513214,4.487622722248334
5.166433115812975,1.9350687174976449,4.668087396384144,7.463522629871696
3.597485355202937,1.276161340540533,1.6929896858324178,2.6237205848135345
4.8763558645829175,1.404492563187604,4.686105251516317,6.581802001277159
3.252176015080281,1.9881679422434768,1.019013379476057,2.6218272992041274
9.025095060850832,1.5508359098637725,3.0538891579528715,3.6875413869194698
6.881460025127013,1.2172745386781394,4.071953832691001,4.9470462418407575
3.388625116559374,1.8281996368139408,1.4763915531111005,3.2061367644192496
7.760489461295934,1.4287719305498439,1.3430187379689629,1.6460751307557118
9.166338694719807,1.529241318336605,3.869521948735684,4.644349419774082
7.637847437429563,1.9775590789399229,2.566138509193471,3.4626812620130485
8.077967074327537,1.6597054079122902,2.1117622865705243,2.6578452400883568
8.046888862449125,1.5756521921182665,1.758069201037434,2.1861335311847987
9.019997011402683,1.3289833991349158,2.5591571997894333,3.0013716601658613
