x1,x2,y1,y2,d
2.7003200501843483,2.4210426369091707,3.803949507715452,2.7082864899682764,1.1306959458778123
3.9989095206075738,3.2417232389400668,4.757719829377646,4.009226278488091,1.0646941630668976
1.3175368460883954,2.88675712594217,4.911286624729751,1.1940050578121313,4.034926831362605
4.911185671739111,3.5407849071723643,3.592752182463754,1.3855928773585555,2.5979896946750167
4.023831751095626,4.867712436302495,4.709080609573147,1.4409381662538436,3.3753354856503184
1.7446562595180493,4.20998455679324,1.6940289624338625,4.5192679675688465,3.74964252289227
1.7771664711576742,1.4599183876207404,3.1387509418644592,2.625242460199285,0.6036036010909227
3.2543540338665222,3.825803065255081,2.119112932998664,1.3813014477348178,0.9332308306427538
2.130453607449476,3.452656386930516,2.222759850745352,2.0817159809737986,1.329704314224603
2.118797049349729,4.843958083592142,1.7757351731008315,4.696412716039871,3.9946038567524567
4.133278763326596,2.4024768808195045,3.7962434237431455,2.37167617203635,2.241666123918891
1.7883819281279083,3.0251862642039664,4.77069376377329,3.6122085344387913,1.6946306359566214
3.0882831582391512,2.575492874728476,1.2130737451040663,1.3456613643681699,0.529653992380952
3.5303048145321987,3.401820878342267,2.4686022278211364,4.956271051126592,2.490984603787187
1.326078383099656,2.7051286889065165,1.3088565163172037,4.338321498202207,3.328578949403709
1.3497777831590652,3.3741272553854715,1.1368119438101618,4.766468618078386,4.156007502250591
4.689885535894303,1.0183410764287673,3.2236972173759284,4.58254440401151,3.9149335108606267
2.196646628160174,3.72381535509798,3.326150581091857,3.934768400005596,1.6439768763690548
1.51971673957308,4.646006040912604,1.600595971678493,1.4879170429999586,3.128319251073666
4.306555884067497,4.675189610305669,3.534079917153821,4.072985572715018,0.6529242909526969
4.318672767309339,2.633153066179422,3.2014366787506914,3.203555543746134,1.6855210329408392
3.4363984400128014,2.3273802896109257,1.1640664988410077,1.806770967251471,1.28179182851022
1.8655107682062664,3.2616684348644323,4.636732481430603,2.054023225099938,2.9359229099049027
4.132964370223139,4.398699705591566,1.5895262581191871,3.6438532891341455,2.0714426902094365
2.834693852854917,4.668849643556785,4.527556052138749,2.8201550421664976,2.505862261462001
4.071468089571839,3.77825883694027,2.2824935225205816,4.655068667564889,2.3906242876518213
4.197297916919633,1.18219635657406,4.540218030329278,2.43596741350527,3.676779579686895
3.742539555833913,3.4713019890491235,2.928002667779935,1.7076938666497037,1.250089351906989
1.9533020564408543,3.8644619394930575,3.564915468552296,2.1947091795853706,2.351594644685309
1.9283313908591864,4.199360072673009,1.7997533005985409,1.6122890133937475,2.2787527581109437
3.736857117147777,4.376507187980849,4.487225998749451,4.6172309696493254,0.6527277423056501
3.0617176860899766,4.353266460391704,3.700316181735397,1.7861868927095792,2.3091100388476025
3.908795982244733,1.0957438716337875,1.9284939200950628,4.154729312668156,3.5873926743747706
2.099249202100231,2.214430602938965,3.70079306262088,2.6729860306049638,1.0342408085936945
2.1570886207060065,3.9810185334542494,3.2030228139339045,3.80411776354236,1.920425855132816
3.1388656247867215,3.7506037109560575,1.8234230483167488,3.3445955676879007,1.6395698581518567
