x1,omega,t,alpha,x
1.1621711581005991,1.8962749134642043,2.1244770569234253,2.4616180187622416,0.40755195562697577
2.9009880859757398,2.2047844294647487,1.620573807831169,1.2963607041682117,0.4679468414049079
2.262775445326648,1.7437404663759304,1.1038095439547524,1.8552283803249532,-0.2799594992533573
1.4850751763193382,2.748317996426197,2.1467270153572318,1.0028225760961769,2.658289669419424
1.4701247618248234,2.4364801170734753,1.5672010530704676,2.2183559191640474,0.8357983043081435
1.7903668778531614,2.372192735239179,2.2556773057071986,2.4268274132241103,2.6104513979584034
1.1230869577165479,1.6741647280411724,1.2462844782869729,2.3367889199903966,0.08437717037621963
1.7385914412681676,2.6747134456316197,2.2154473059808493,2.9275569208442853,6.095232843332172
2.1448307111678058,1.0042070131360048,1.246806171098216,1.5412348110550511,0.9967671211592096
2.8749004373778253,1.3952791799693345,2.025968907348904,1.9933158820438217,2.4475783853633537
1.571814300333113,2.720388024742331,2.25525727986307,2.049956256543778,4.706705375522351
1.117655066371853,1.8705903050699528,2.5056936161153667,2.2565141283377645,-0.026622864135213226
1.7267014566814969,1.1892168085317356,1.6893127299093131,2.250576699211896,-0.03306451575506211
2.4128067628027634,1.6481008567368565,2.9715389236905025,1.358238921237762,0.5547391896644689
2.3800377065206835,1.0440303439873089,1.3904952455300288,1.0029267640277064,0.3164251994553984
2.8771712881172435,2.8860827551777213,2.6242751744465465,1.8620057740370335,1.204869889662925
2.690810212588727,2.014992705898326,1.3038484992234656,1.2909788954045704,0.29035880762557165
1.8146540007576997,2.0034632101910828,1.4502669553742626,1.9952509135790013,1.6583504342733528
1.599538852616737,1.4475450995925545,1.0249503748741886,1.0082751841783155,0.1514125078214331
2.2601004416910566,2.881032336343928,1.9839144997692355,2.0162466026251473,5.146290842477862
2.820895102412634,2.940300729882015,2.8301571834296486,2.3769340475299288,0.09057803632348126
1.4717220214562032,2.494980805120598,2.9264168707863933,1.8077465616932535,1.5056372224486818
2.7589430006324207,2.9215687013099085,1.6599066677837548,1.2534416866469795,0.44181779718008585
2.5982376858663887,2.0125844180206034,2.7263658174053482,2.2679205387107286,4.700365927560206
1.786465510862122,2.0458922006391798,1.5512570666834131,1.396108488308426,0.7059841666134816
1.4552201213398377,2.527569013830167,1.8534273303333648,2.286604454850996,-0.03778176954391869
1.270933056552815,2.126599651760801,2.4513085023694274,2.5795238104944422,1.3650355764363369
2.3509964189259698,1.747158847115532,2.163607209656001,2.895949496523933,2.501793322168549
2.6551160942031182,1.3064585788098972,1.9921644860005812,2.0147124310781903,1.66161416063809
1.021397939059705,1.040955539995252,1.5903416459087607,1.6878862732604798,-0.07405484714074265
1.5108419931612826,2.1792872311149214,1.294482296251933,2.9627910087043143,2.5980277065939004
2.8224257760389104,2.4518242124597682,1.5706147084816675,1.2945180042002409,-0.03786256953696265
1.789708251934726,2.257456377744956,2.6296306995611456,1.917652810181356,4.718405448144698
1.883618123240949,2.8824686512768083,1.4451702087966911,1.2614713228279846,-0.33703590365352953
1.7637401084841176,1.0087349392529779,2.3190510075426443,1.0900730122814173,-0.2970730374622868
1.1721847519766808,1.016263250094776,1.5840070599074887,2.3417218678523484,-0.041503727684201214
2.8715389199959898,2.707995164756534,1.762512160692403,2.968546075705316,0.20472838939758586
2.1112678797125444,1.4555344224494045,1.5114917121912468,2.4349345418259345,0.5380376408945422
1.99365419930323,1.816019392842221,2.763223921640165,1.1900682551000876,0.8148465779279742
2.530687049689091,1.3424480691339225,1.0695157111651938,2.8213692924510747,0.4700631509925197
1.7204503239528297,2.362628950663232,2.314265416821611,2.536681735325166,3.2305671703966303
2.6039369909785686,2.418977726485678,1.4881748605675884,1.7176583552769051,1.2620444553440135
1.0369394774922471,2.581476460442441,2.484093852739392,1.1067191675888486,2.1567430815697244
1.9181185231629363,2.9457750169544603,2.8500104662863293,2.5773950177064884,0.3247368056125627
1.3719499775343909,2.9538127496488005,2.1036278771663306,1.6043231870592782,3.5590895397907634
2.233062087882168,1.5475120922843453,2.6378586444578893,1.5315367233104862,-0.12814466376801747
1.7655321584013195,2.2881881805337265,1.0804491232656528,2.4963528011128147,1.3261010892013898
1.9167821053390344,1.6603423594297424,2.5093624060764057,2.7186368386060358,0.4097581697489785
1.6195673143567983,2.333381296451116,1.2119768107894522,2.7643602609352924,2.51046070736616
1.18943755620473,2.0477647173258244,2.7660277650396146,2.714330367376207,3.1103285378743815
1.4991835784410237,1.6732687961463582,1.4209308458011436,2.8562958692793963,1.150156375064722
1.8454679984195168,2.8407891686224134,1.1868547452995777,2.6125111544948645,2.7738345197461465
1.4949569879493163,2.9505903833567757,1.4293988115823957,2.6829841919601995,0.19456882884472848
1.6138372498741098,2.8114251392000096,2.5343303190541797,2.7774728949558387,3.0633913946760822
1.040714435125806,2.5616292979781967,2.4172851496108776,2.2514616823478546,3.3601886907807126
1.9565614202430544,1.0963430898743722,2.5857807366735743,1.6021626536849034,0.9837457686465376
2.2204450376745983,2.4706501350758168,2.8095302443818198,2.713411583509105,5.527336484632128
2.6111209529251833,2.9871675675679765,2.2593364722864,1.0066314404508008,4.431051862129133
2.1730451174784107,1.7719370255323503,2.236534879156043,2.7655818496802795,1.30839306047147
2.2177668780293143,1.8320217436505128,2.8490638771176133,1.8980464764505258,2.0701595718451222
2.5574802448516984,1.9979754967755927,2.9951220539680605,1.5600792572891715,6.087671443000648
1.3941593571351452,2.3298391612119755,2.55253514811633,1.9426631241814265,3.72974512359369
2.310056649013565,2.6666970844134283,2.0316633395510992,1.1074964183150215,2.573273403709671
2.545699061748416,1.1231207196572242,2.394481353489593,2.2076900031887012,2.2569548812385043
2.5873029929820217,1.164468055671523,1.6144673750342626,2.726567560590329,-0.13409100968060675
2.9858968761633866,2.7067896865802554,2.3313915816170434,2.7792251524264944,11.277026452578658
1.100026084575698,2.6291425836459883,2.971137611071002,1.2655562155342541,0.04917367057565291
2.7203845477569315,1.5473528045681122,2.182684610449789,1.2099708742806168,0.4668382311477266
2.22121112136527,2.115519135870704,1.1927221401681194,1.1568105566782008,-0.10388815227498199
1.671281195451788,2.465762392786078,1.7082410493756448,1.9129971992726031,-0.06605868367820249
1.5251630104092115,1.6554745991825124,2.606431565682452,1.8684425441765773,-0.16336165201611846
2.6369175357800083,2.0681422305413184,2.402192061944792,1.1031790481007255,0.8529680954523058
2.9217487305641434,2.1912985576349486,2.2683485048146244,1.475880900267598,1.0273858624963157
2.352356307280809,1.0523799088061845,2.8660286936638366,1.4365640372699182,0.9925406224720686
2.642140010555095,1.0978223547443375,1.4050718035806231,2.5504859960355866,0.08008889689200603
1.7258587009411164,1.1926410552461206,2.6517130753749827,2.382300669779672,2.3842301815238884
2.3293374273416463,1.5017108035320328,2.277317617811065,1.641900315318107,1.2962090145189322
1.423209903400825,2.505389190546886,1.8500850669474471,2.2686151250346365,-0.09056366813730478
1.9529623515717167,2.2435476124800307,2.925941075876163,1.1469459848909391,3.9435194769162383
2.9004007438980364,1.1056434777569937,1.2654147810933898,2.9673998970142974,0.7467962169059401
2.763252349640509,1.7957041671939005,1.5351629735327548,2.4144713651038185,3.1701767150904763
1.9696854202839549,2.428930070993241,2.1764173735341696,2.364942915709646,2.4428320976295974
2.9206488049118957,1.3978716926712291,1.8406599965967916,1.738891547735492,1.145159846779776
2.0448427242633413,2.3062032131760155,1.3307589722737412,2.4848283845151045,3.0148976125330735
1.9341757890297688,2.2145710944121593,2.6833327163535543,2.8488226110525696,6.717673371347648
2.8558352052378924,1.8921087922598583,1.0211111660050765,2.767254561335749,-0.022118500256633863
2.161536817958421,1.6876348298151274,1.0013356518244605,1.6635299376181758,-0.20605647507262692
1.6155471354651294,1.873242748921361,1.990067233857294,1.0778381121685554,-0.13748167257653676
2.842288184836208,1.945417476245629,2.242820817535505,2.6126234298002657,-0.1032519065524153
1.2282624381705036,2.215430933208569,1.427467446271269,1.4966377658438608,0.6094688036715451
2.022250548156589,2.710780549797265,2.4752156797763893,2.1430145832502405,5.432817305600302
1.2492831594048337,1.005088441005877,1.9836430259494182,1.8551375084663029,-0.12232964297580305
2.8061556379760697,2.5818882493428754,2.083186377623628,2.171942941358836,4.061708421924027
2.378698046811167,1.2834084212586798,1.7003431200519687,1.9526070464129708,0.16506746871850864
1.0459661392010644,2.9650609764460243,2.2117090598782774,1.8933889983363896,2.8414923473447917
1.388657140301806,1.019148901190927,2.3906932430825,1.1975058721157903,-0.09312322158152717
2.097877926554938,2.8176153078707014,2.586970630666241,2.3985399279856505,2.565043397288711
2.112789664686129,2.3679129504389964,2.1992497311376136,2.847760405282416,2.363018904276144
2.530425137113545,1.8025537493026476,1.7897906575946745,1.7830635858979609,1.958317565328152
1.6617985151793977,2.9628923590151475,2.3768277612950035,1.8598200598686845,2.8321273311327007
