Y,A,d,x,F
4.412863649632556,4.839145267397224,2.205428114432884,2.3864763179772996,23.107522819533767
2.763378204297331,4.249120214892907,4.82010257430474,1.9077175602131755,4.647261844886468
1.5601648006517084,4.031974438736965,2.4388842523344034,1.1867129478425693,3.060854861987376
4.078219510235924,4.219767483595732,2.2612094821316453,3.0025660358829414,22.851298791607476
4.856610338702213,3.60534632573816,2.3719110204030835,1.3725207570983111,10.132130556238954
4.049268986310257,1.933551285678193,3.216635606719996,3.8700782097319313,9.419984748178381
4.8093348437862335,3.992425553672223,2.2298353665024764,4.4147908170797185,38.01536574278424
2.4794136794412682,3.289648173817425,3.9330499636660967,1.160646149235376,2.4069596903604857
2.452789597501136,3.452889378537225,1.7879777186204606,3.693912220123032,17.497154596660714
3.3848837874617033,2.9731724278224547,4.066139529573418,1.5990787580400876,3.957778055964834
2.236436874383615,2.2338236343915363,2.6431465666997287,3.4008919587845154,6.428018455690534
2.666594488553124,4.983188142267637,1.650196898163374,1.0480078333580385,8.43903958344381
2.407614413289646,2.7782556514036405,1.5576844290277825,2.1394396959869733,9.18712683183534
2.5036236028459853,3.630140000255045,3.0439089712038734,2.100445563451001,6.271510901626825
3.3588675792297407,3.515434991381756,4.864299553629984,4.852050979595981,11.778147726071126
4.499406081951344,4.028994128940356,3.3229938807089985,1.3372345208926948,7.2950767180517735
1.9447250921302264,1.8355863072591951,2.876491284853982,3.68619382398446,4.574547397790301
2.6269662226914856,1.5586043167277008,2.966147190714283,2.58965130142293,3.5746946875739583
1.4445273624355544,2.680046377070727,2.6655406249410563,2.7223775780530595,3.953949656537875
2.745460526405295,3.528699147605057,3.2300549895974777,1.8502080758558639,5.549329247462326
3.94307351609016,2.6392209375231617,3.943493709027262,4.299959927506805,11.347335044419365
1.3435879899213312,2.4799403425341278,2.5767368629239846,3.996787652102933,5.168307571569828
3.5826409472009617,4.018970055231236,3.500345052042108,3.6029350053334577,14.820526276389804
4.7805982499966015,1.7653419817074243,2.5636631837845734,4.862888712371155,16.008272250333505
2.0220604307062597,1.3111559139113256,1.3875701081842915,3.1413400095885184,6.002172587963588
2.8374444339713234,1.5444857224884152,1.2493130831121737,1.203270372695179,4.220881881193692
3.702710973914043,3.4791221095190266,2.7043535462688584,2.6329330869858154,12.541972375633927
2.6038918107569446,4.453422213398659,3.4398891445270463,3.4760941824963685,11.71828063832484
1.9981885551385596,2.1081680060257417,1.1065623261803623,2.3986348714640826,9.131244006964083
2.060489979729291,2.6858724892465773,3.964987838873632,3.1527797558712933,4.400557208876523
1.212707303518731,4.159508363145221,3.2650778580008946,1.6017771057954002,2.474608698380813
2.42210466992522,4.981614386433563,4.236248733383192,1.9482769362218595,5.549223941157838
1.5698902650311153,1.901438169294968,4.904374706532853,1.5624207246683282,0.9509678858325123
2.4833717420549317,4.271000721589346,2.3561406037473933,2.9003946813246304,13.056515128290846
4.0621455757472225,2.807272860623327,4.9646821892917234,1.0608878978014689,2.4367902756234816
3.012536524723261,1.4109600685377512,1.816081988814488,1.3367767154587864,3.1287471358406647
1.1378338547945397,3.709265349665402,1.860334447140203,4.268351053433408,9.683578049501506
1.6762007552994476,1.5452520204919469,4.491893652567363,3.147953722515114,1.8151989254231968
3.45272062072811,4.165694637397204,2.2002612531659858,2.4047767181094057,15.719885467355518
3.553645912114324,4.7456663871891855,2.8889572247366098,1.0123075449631642,5.909390901741093
4.4195332590505485,3.2867201328103137,2.4508068029562415,2.9155312424220075,17.28015978824409
1.0900515959838182,2.7759914926674507,4.980748160696441,4.820289728529851,2.928490000542641
4.657692964643843,2.372837828659583,1.2985519001058474,4.642602550035608,39.5131003473181
2.8237880502169443,3.567056124465003,1.4448094170331482,4.989294758476012,34.78328835165433
1.0385900862927824,3.4042524379793537,1.544185903422639,1.5904579111923636,3.641568864077681
2.229654024273522,4.0856032163866685,3.249138398629567,3.171134475714344,8.890785119496355
4.723690896945532,4.669359154928092,1.5685757505011408,4.020512421762504,56.53464410871124
2.113339068812361,3.0847713722164865,4.543036919185387,4.876954809567697,6.998333408061618
1.6375075760026214,2.622198902583358,4.06223157293647,3.4529495750212567,3.64984572873555
3.917586768772277,3.3753125347062287,4.453177351680475,3.264036575961527,9.692094535075325
1.2777591516243487,1.7818245964051598,2.66448362135057,1.2793705087384444,1.0931939770174752
3.4851418946139185,3.0789639185343405,2.8200887929604317,3.571740331744397,13.590710434655032
1.617696237567298,3.961545004964996,3.55755903375023,3.784243676423835,6.816925502506359
2.5569298746546814,2.5995200801237064,2.473658214069664,1.9685260156132809,5.289485850862264
2.2877289048149114,3.99863437103216,4.360982605168141,3.1556522467577146,6.619436763171683
3.4589447143729033,1.5635324975635132,4.599770102321392,3.8176482418426967,4.488593920025869
4.219863507593244,2.5475519463670344,4.595160110089647,3.9510818780575097,9.243508259429472
2.551368722541097,2.602007318294965,2.702886572670517,1.541679342750721,3.786587294433732
4.648058789533393,2.487327680829856,1.2102339517835774,1.7812011818321478,17.015638788235027
