m1,m2,G,x1,x2,y1,y2,z1,z2,F
1.529102877577456,1.1635647632306156,1.8810245326764263,3.5214388110117585,1.2900596361123935,3.0373226830390245,1.497653335894548,3.563741854184787,1.316789864193074,0.269932454039068
1.2337657945697271,1.5137352468152605,1.7440601974470993,3.402198947933072,1.175960917348531,3.5096383109642746,1.6618742815942018,3.570048825320413,1.6193084880616833,0.26751503770892604
1.0694607447835869,1.1387147362983847,1.2519260236019178,3.1551998979379743,1.8169200726300112,3.221378209377368,1.1285430204752251,3.57610961374466,1.7411129114747357,0.15984300261707302
1.7831649552888749,1.4737981231434816,1.5770160663556525,3.1704133197398017,1.4665824907072802,3.1848328617211514,1.0784811170016564,3.702686589382728,1.231679066067335,0.3082366730994134
1.019463774592945,1.30054872932405,1.7978131370706014,3.1141139317185407,1.060034845146796,3.062851704202449,1.3060301338288791,3.2455688497647546,1.04378265787043,0.196128499379538
1.385809257275863,1.2114397489770838,1.2910561363936872,3.0715498587039938,1.6470837604299309,3.5944160273373056,1.010285817476015,3.6095724616741935,1.3107997174565864,0.15491582657048966
1.2125575243196711,1.9251885584100736,1.7605125394478491,3.93839797162003,1.9203889289876332,3.8461102748530362,1.4259123651918917,3.337859837193002,1.9483275003762317,0.34650624731945073
1.0359414192320928,1.2782715199643495,1.5209329496005657,3.746259230422956,1.0359510162965708,3.9446975177345753,1.347539867334301,3.5989075885635957,1.860014281414652,0.1176786993367062
1.1529661664722577,1.7771201694895713,1.7329983508691582,3.5633874385451523,1.1473101975471458,3.1370642723393507,1.169002540466742,3.9594693979563296,1.722859869516446,0.2413385942936099
1.2761079959084702,1.4468039546791691,1.7647769965559883,3.305551025028564,1.1932947361005644,3.85279982698788,1.168753316836085,3.566740818637329,1.432056833496421,0.200847428994644
1.9076668072781344,1.6645018132603493,1.131383684795806,3.776737377299139,1.852589974546177,3.9567079928583317,1.6312192952040163,3.3535808659587665,1.714728936440256,0.3045503654559541
1.2588448731066244,1.6789230851892518,1.5370867107854425,3.1754156185136586,1.743877339630481,3.6181413080357983,1.7655369530942189,3.009370490326338,1.7454034600645438,0.4589083401615908
1.4469062283933138,1.2419475246215548,1.6037015165160051,3.5244154513535086,1.1948288035268808,3.4071041151985426,1.4710308650885031,3.3343463407388345,1.3225473292373644,0.2179452428651281
1.6986067531773452,1.8764722325058592,1.5528223211052083,3.4817941463897584,1.9308124366009864,3.1736328920640333,1.3337861316299158,3.0576944068243237,1.4634262450640032,0.5940094438578974
1.4433953485270083,1.7523945344348169,1.1426984246010201,3.0687261272617437,1.3187068573384253,3.8043995385961535,1.9122857400213011,3.1710038731929715,1.2345535314125249,0.2781177475081925
1.630513892861286,1.8099899113146591,1.0178253725518625,3.982299302385373,1.4162643615005694,3.1840435914872023,1.8753159849223615,3.196442803034627,1.4524777280599237,0.26491710314941136
1.8290276439499011,1.7275697746506131,1.028515565631121,3.889452797907624,1.0728548375737714,3.5303887962143983,1.0098899232619034,3.1346728999658096,1.4801136213436616,0.19090295425406464
1.2085863574725575,1.6526625814810685,1.9883352444893012,3.4281088881347115,1.5594670690645325,3.0446919470191185,1.9851083962460576,3.9386682762224936,1.9259864406181872,0.4583122742666238
1.8020885873384682,1.7325008612709671,1.6478747850098474,3.8632922436227473,1.5391519193581626,3.193813543892911,1.9365463860397398,3.89645068537297,1.6684364179671745,0.4306623223337233
1.1211316437561776,1.4281633818166344,1.0853291528463047,3.9584461992687583,1.8227947865955176,3.3010280940066545,1.355896241191009,3.3481985535799645,1.1595005627149668,0.13230240982036848
1.5178374075686727,1.9976359797410832,1.0617544303873905,3.3173453882899246,1.0751381736218242,3.2396648505640715,1.4365974079456083,3.253870401304653,1.913042996145795,0.3194933757770493
1.7060781115210917,1.5699398337574035,1.9762698277377817,3.0945670705159287,1.2711658666891643,3.927731937377394,1.8486982459560568,3.732355483304597,1.227550141939695,0.38023384818676426
1.892042221106106,1.3680952556131842,1.7994893048315856,3.1102213540387496,1.5605197100407406,3.3655606326160514,1.5863860301874309,3.544851433215608,1.3291913922172556,0.4446242990939741
1.291852858968172,1.4411976539211595,1.9586410185172543,3.6918235394953887,1.2875281456341674,3.4505732027067384,1.5259988692736008,3.8974918290885032,1.9951460146237092,0.278293285105109
1.0166181305847417,1.4349555384605577,1.675154341919472,3.3538578854543166,1.5792146650757781,3.165186184347913,1.9062084870927347,3.690344709989796,1.8890898336619828,0.30627247144906394
1.1612231162818545,1.0496657319934348,1.3110977314698804,3.421955130014501,1.5056748818751482,3.2448755967523963,1.2339381515990098,3.638385967083551,1.7857965421591853,0.14335122531658573
1.1668781239941812,1.8352555844534328,1.229170059055149,3.6662433415273754,1.2870969142996902,3.7803074904703533,1.689863599801068,3.434831378457801,1.7856964195255518,0.2064552358201369
1.2820385169608235,1.0669012517137562,1.6163157251268148,3.06874968176316,1.3582356626585632,3.4225458377261737,1.4325094392147515,3.326577761756411,1.4895102792063415,0.21545927484102312
1.881619450669291,1.4255706718610694,1.3580140176036999,3.4809571621446054,1.6462002564173064,3.9093521069326487,1.8430059069043905,3.0099370777433863,1.2414820660094934,0.3384302378673522
1.6421300583140188,1.4146155573748664,1.9904492281037165,3.59420390080346,1.8578149410567009,3.3927349130694218,1.5882474540011218,3.337810064233341,1.6227934694515802,0.5019025677785115
1.7910221659731227,1.3623139690221278,1.3306616180883792,3.739529448527193,1.7746756189910469,3.4938478407911964,1.1346693274797484,3.735767195519906,1.8400692009932536,0.2493637526903361
1.6186446054581918,1.1070384425555364,1.9477335328274408,3.5449502501500287,1.155552987651414,3.0088719593904623,1.7601606361586888,3.079233943043028,1.9720092360815233,0.4108740360672253
1.1496712786678127,1.3343798075897186,1.673569736275094,3.8012318519009014,1.4002328052364288,3.0097384470617894,1.3951582398387659,3.163538494261412,1.3254010121866793,0.21849613000969986
1.826165832674224,1.8853362712060329,1.3526511293756087,3.239255658722049,1.024822770310573,3.7210788003229838,1.5672659057952312,3.556684771603128,1.80977184045543,0.3697769557865034
1.1978677810799991,1.0741350716349385,1.2406353348625287,3.6313816984832417,1.7969425537847696,3.611789203855968,1.070216747408999,3.272639978079513,1.4369277052514746,0.1209806168316324
1.341898165344538,1.1852825872389734,1.156198242870602,3.622485090214077,1.6396535374962036,3.6684417582466073,1.6045926302245548,3.93267400066008,1.968791854184152,0.15263756567967052
1.4952233422478476,1.9481913820462409,1.0627385768735196,3.060234063323592,1.7134111494624844,3.9548976959520767,1.7786064597637945,3.5413131061836296,1.132566929019739,0.25062167812067226
1.7556966013527968,1.125125246128281,1.4050760858985645,3.4297474709893767,1.4837483587148288,3.4186999742579127,1.536506848240835,3.3142294580889042,1.5270970971939677,0.2637508521529949
1.2242517422336654,1.654836790765944,1.7334669488417815,3.72610732401497,1.0417993196874542,3.4608337043928548,1.7562955194117107,3.2638039975485067,1.6815067617236636,0.2783986590379919
1.5283554989434898,1.7993345379414023,1.4403753579274146,3.025919956022202,1.75570702668471,3.5141887581446163,1.2659472618485907,3.1265197615295923,1.0550973303022568,0.3614499140995809
1.9312831692825176,1.730814434165686,1.9324052845362507,3.513559209304556,1.415860420442094,3.7694805155606166,1.1846027553276235,3.649308502068749,1.9413700659289248,0.461421760659096
1.7834133514705086,1.496757597484754,1.3051332413938463,3.637617699928079,1.2012950075970756,3.149852331582154,1.55423141046451,3.625137830220504,1.6074120576705435,0.2775329518647213
1.8122468338888005,1.3456323813092057,1.9307132813629198,3.472615723238261,1.010148842070445,3.4472693458112547,1.8238819031242175,3.876947389657504,1.6744327083044026,0.3474688128992203
1.696278946011936,1.9720174437244744,1.09743721869945,3.0599699987138718,1.2483165274858743,3.3980968267481093,1.2245009323096196,3.765492456584696,1.8763423404515625,0.3171378777165334
1.8303959718054288,1.0477445635944604,1.6628945935748305,3.28630041988797,1.2063587502466304,3.4994394678815413,1.3160599749655313,3.7601400098346716,1.3332174395766299,0.21284280505159106
1.96223287035904,1.8481374361161005,1.7278879204001367,3.5446679082558283,1.8919941960812747,3.213248260184612,1.6347136199992756,3.643304138668349,1.518284438834522,0.6434198476937529
1.1423959136280593,1.8339565139001361,1.1711680569244365,3.923369629322103,1.5189545738986492,3.5621369305832515,1.6218442779382742,3.4916780039809034,1.9631111106026065,0.2064992045196039
1.634626812300978,1.25491907857102,1.3215993065536646,3.826792778862827,1.4044876667848611,3.673076383727383,1.9832968132218034,3.44793844721372,1.715524037154375,0.2312340498507824
1.844525658214348,1.3758409593633354,1.7436816373607056,3.7939255288222187,1.230678892617879,3.6811034520460617,1.5330180454075302,3.2980966516927226,1.4969270989265582,0.306684935893046
1.445365314331578,1.4564980344744645,1.6439312169568012,3.1774780649297547,1.2750702911923837,3.7216393390801343,1.9105236384363533,3.497278001160564,1.1837657729621378,0.28247313535761764
1.1820591481862968,1.9070188212765602,1.1298010098677342,3.064030954136594,1.1893781181971832,3.444486317567084,1.6429400401360348,3.0785017745219534,1.2171524643512948,0.24908839465786256
1.958580344576461,1.5374861716385242,1.339967090988578,3.790252846846844,1.2822277885904976,3.1788399450618683,1.1402542497199641,3.0147521540463296,1.5163166119078362,0.3179359165169899
1.262553940982122,1.6647765152784073,1.5274224527438034,3.656150214353908,1.0386502859973532,3.1077551650282857,1.3665216334175805,3.7163512701853536,1.91752381722932,0.2447174695536225
