U,k,d,E_n
3.4887672343394054,3.8185667793012383,4.695844588464135,2.740194898097354
2.6694764306170287,1.9447173059039824,3.4804211162059735,0.61633709876151
2.9120043921757914,4.0108408127078805,3.8118858216365967,11.14399134252102
2.2490505987859235,3.4142766334856494,1.277126254137154,6.048628234803456
1.1758352038532904,1.2625409899783808,4.92713337675504,0.004588300548140901
4.847677638947323,2.8322668722008384,3.3425132209011736,19.382115057275048
1.7797302851784385,1.3486372793077894,3.7027055777872384,2.5716183819503033
3.9886579371093727,3.627786531740537,3.771784277044288,4.4791928365456375
2.7521077913783185,2.224729817415596,1.0413124494890882,9.239326202623298
2.6725029830791587,1.4910984159041147,1.030322346756008,5.160723664710117
3.923122579694983,2.4450953955811867,3.4930212872447877,12.8212129997937
4.288238770212743,3.985474173021206,2.987233048185037,1.8054960804099427
2.5722671625378712,2.8018434382215376,2.754333723410842,4.443109165660685
4.166009120810268,1.2300753737007089,2.340424234030153,16.378196457697328
2.1711920588546323,2.85325498662816,1.3510996282889,7.625728817303443
2.818637960270473,2.6532056749075457,4.318143095647327,3.1278137077660406
1.7492035166357036,1.895824829167819,2.3735870722309644,4.236180372584588
2.129298034995545,3.6344163162626497,4.222135879166738,8.239738924643975
4.025929406488334,1.2615264104568218,1.0391367733691994,5.98267742319278
2.6808624353613406,2.7938041038167984,4.1590301687179485,2.2291995753159046
2.859238903286339,1.7509558481619731,1.2630709388126329,9.137126794366326
3.1577379711925633,1.7806575153869422,4.547655469193929,7.840197284954373
1.0656691629773498,4.908319494951698,1.6024306521880547,2.1553366360996344
2.4828555932423506,4.7698098661653185,3.1452829569351435,8.745846430841247
3.25774108646505,2.4394733522082443,2.0747272360998634,4.288360334516091
2.844094951421317,1.3398580796733763,3.1228648319076133,8.554887938134478
1.127448441880658,3.8256275025516455,3.7970319735122873,3.109810714347266
1.215264441754651,2.9309196825750448,3.1865862085817898,4.852251844935839
3.7979875588309837,3.5489026261146988,2.225453892976248,7.929616137125442
2.624895091115192,2.718085813206531,1.5040426899994082,8.318327408895334
3.665111648829273,4.820022053766284,4.726584967207961,12.483860745926462
1.315074945584649,2.3195722665796983,4.5856660256505455,3.5537061318468828
2.75271426277319,1.7907302379002354,2.1184543228903863,9.881580152957513
2.7799036442257625,3.431341800206661,2.228866069757296,4.4226773798008265
1.9527815923256469,4.992781467548597,2.5242693356592336,0.0026377088424246603
4.357664363496149,1.1538820792889584,1.6069275481384548,11.15239492347612
4.666325601315487,1.5572531363102864,1.3020336575613871,13.44907996030858
1.9961377758891148,4.650149431970716,3.5677308286549563,6.528201867615785
2.5643001471475526,3.803645305029273,4.541300091183421,5.155601348421919
2.662523124367019,2.1931458585139123,3.3400685844886016,2.6389223492362386
4.399476589645083,3.8112667484235767,4.398566534031613,13.13005785476301
1.6682470254153872,4.576852110401221,4.583395864210523,5.100794423630815
2.426784043944142,4.922737459244827,1.7839404685189242,8.738150862627581
1.2113044037892196,3.690811918134924,2.659482643238335,4.662497382926395
1.0070988148726827,4.1817335676167975,4.106079940064227,2.231763445616036
2.5546895368420284,4.894150347714012,4.94507119666402,2.058175382108048
2.9850823377386084,2.536050736833273,2.9686584492927515,4.0620668429626345
2.682731980512397,3.5541565604023373,2.5937608564727364,10.617325465073078
4.185342094297988,1.6212921762156718,4.0104285867299945,0.19973435266177555
4.3581458179030665,1.4208779110985654,2.839688601173262,14.1803332604176
3.8118746671708097,1.0425539994516075,3.250371897535915,15.015941782768516
2.175020045739602,4.241538704775604,1.0849296097276344,4.830252297583676
4.741313936447881,1.384590221847971,2.7614572865041804,16.844753589029985
4.6075070799715485,1.2006238578951205,1.880658695865252,15.060558193122384
3.5548238444896736,2.3079421425154933,1.6787844105405183,12.393591077062545
1.7345088818359122,4.0355398016042,4.590782333424903,0.17969038655266273
2.6690769047865093,4.55320638281958,1.9899039113085584,10.32591658193022
3.7779927121013497,2.0115098481736555,4.991260900039656,13.726674391797461
2.527812379059753,1.6204915521227832,4.554651185245092,2.7515542025642405
3.2992264829613176,4.9603927194509145,1.239322440284833,0.060624073040421375
1.6604617099856045,4.558212776347375,4.6781316743529135,5.929639616877798
2.9502888201813,2.505434678964096,3.3242624977898254,8.597779031623272
2.8624648021073633,2.505112610670153,1.6138887383003662,9.277409236829806
3.0766876834451824,1.4430850138601046,1.9818772652618373,12.064424107964985
1.0380471911807487,2.165199691737463,3.4826265221878487,1.4360457483171991
2.480790495987097,1.5357154059541327,3.564429326010349,1.5378351516294468
3.668407197713988,4.619895259438521,4.962632015894803,11.689466582277836
1.1511990181395886,3.8311726110598285,2.8173682068758548,2.7637629447287875
4.817992958673259,3.401605681211,4.9072363118727464,14.967223412538646
4.796582201344496,3.2708610825208955,2.2355884221528024,4.6471367185809065
3.547241760378404,2.6436103350149547,1.9620119407018033,3.853651204513552
3.654772924574345,2.7004232286589565,3.680924663082304,13.669994696323366
