epsilon,p_d,theta,r,Volt
2.491265150687688,2.8423971830821007,1.519251743116785,2.3802087702339785,0.0008256872062304407
2.689269941751712,1.5021414375290203,2.7473940141130617,1.5809716193859118,-0.0164196325651077
2.258634660794696,2.1407774539448794,1.6994757143606003,2.127442227809986,-0.00213850320865924
1.90660145609602,2.593259872270986,2.4059054896574685,1.3341082665001969,-0.04508467894779953
1.5300713014822958,2.802035646192447,1.4244237796468262,2.750716759288688,0.002809105882575877
2.4590134385829807,2.019365557749458,1.6127596895068643,2.38670132496798,-0.0004812722770504093
2.2861159812672684,1.306717427097715,1.6525284079232558,1.6936378561448582,-0.0012946172221936832
1.3766620057866223,1.4006647055129635,1.1777037922669735,1.7970769985765482,0.009603191339145441
2.348721784539415,2.59741624638424,1.4017043346633378,1.6641166018028752,0.0053479101919554324
2.8294259441878324,2.520871727199149,1.8424564808914268,2.7507943080059367,-0.002514185347800113
2.37560319119333,1.7903346792623167,2.247182760321544,2.487056286228478,-0.0060693065693265035
2.670224595377534,2.8249974765759576,2.066090101018468,2.127199285801617,-0.008843065846037926
1.8052030175951308,2.7012291578612877,2.14252200897865,2.1818752631979286,-0.013534133238381232
1.1501760940657109,2.766588027087252,2.4996303829413455,1.7511150282480048,-0.04999555085157669
1.3278482823577566,2.6916603028764343,2.14626015010522,2.4948097594409537,-0.014104728345490319
2.990530932615322,1.1177007013386984,1.74829330733905,1.1687730844790598,-0.0038442808313819406
1.5432673527343923,1.1392414241631772,2.884384660073257,1.5666640607280666,-0.023146543393962028
2.8694008193311937,1.5721575530375314,1.2369999723879226,1.175365393501374,0.010340362382325509
1.8233664687900732,1.9074548207380413,2.4746202732748017,1.8818849060712337,-0.018468858818571843
1.1243663860933624,2.81401789789713,2.8810111081443024,2.133752769739841,-0.04226745451561887
1.9240922513269443,1.5330075764571809,1.314825735370751,1.523490985442191,0.006916173437448971
1.824428787872196,2.2943805892030142,1.8487659687955815,2.8527823158337884,-0.003374283150629432
2.7031778423568644,1.382183887764422,1.260819080609253,1.6354997106481326,0.004640159125697062
1.6692245447624452,2.4146572870984864,1.7040915451288925,2.9706452651110187,-0.0017336324606848222
2.165093818094649,2.494731716303871,1.2570582021093917,1.8267398169579652,0.008480138184765059
1.2647211137340275,1.6814230905851926,1.598313770174674,2.280368673895309,-0.0005597775964953722
2.9660120489105486,1.2054906300881627,1.3052358333482137,1.608286176882998,0.003281717849876983
2.572825004522705,2.6295797889171526,1.7082047911884457,2.7561750494668376,-0.0014665558742859828
1.1619363965528,2.889027605073495,2.7882975907138885,2.278429591065336,-0.03576029952439036
1.2442264369660931,1.881451589200382,1.214958792177832,1.988072304855701,0.010606377532493872
1.2215827410700892,1.4246045640441742,2.0351533384969342,1.1179742112413995,-0.03325283207511188
1.9242481322167329,2.081654962322689,1.9314451262164705,2.9460389195238683,-0.003500173540718615
2.5812039823582005,2.1338571575317182,2.8492400620743834,2.170487010691854,-0.013371761452644165
2.0019970505358198,1.1135414966243753,1.401667794118029,2.7968315068360687,0.0009524560507624963
2.747518501183415,2.431273944843529,2.2723386588630827,1.3987265209085056,-0.023229744568693245
1.2986164461801366,2.5445541258875,1.2556446570259758,1.393937147349104,0.0248737430984342
1.6083799184266239,1.4757655902211968,1.6121201237925908,2.9950267553742314,-0.0003362746033453091
2.8385537352020567,2.8922092208482684,2.146898981912964,1.03998224510384,-0.04083907754143943
1.1485813238449334,2.2555213240813767,2.926432962280465,1.1024881402068785,-0.12560195231058371
2.659543216576766,2.8273206644441053,2.5296045826784166,2.922961780525068,-0.008104655141092786
1.436493235397366,2.5529092754443856,1.1366843761343546,2.1927911982290924,0.01237091124127675
1.4954100912438446,1.4670443211336248,2.887598987596776,1.9550506375682413,-0.01976946891579809
2.5438053501746305,2.545638582751498,2.197465686298916,1.0546279056158137,-0.04198901238512633
1.925149588867412,1.0966761361059207,1.3641255730979431,1.2254853935018757,0.006193993192042516
2.829821030298155,1.4752665707090853,1.8044388602234227,2.1890288444825323,-0.0020044356556831017
1.5275952131814199,1.0337893530643494,1.3742262243606749,1.8607935719119162,0.003037627517987297
2.4208917387529407,2.655783395413464,2.0338226466874154,1.8857303432609944,-0.010965367050207982
1.2447998349293907,1.3559936188110642,2.5232314582369124,1.1839901042052396,-0.05038704549850828
2.657640043193409,2.476427182053908,2.506741457673079,2.5311869683247195,-0.009318655455437884
1.2205911570758945,1.8621131075619208,1.885939969147313,2.6895151161615187,-0.005202042533073075
1.785467270803866,2.5079529691407862,1.2787445048104882,2.5472648055988474,0.004959956942961957
1.3119935880126217,1.0111194124891518,2.6156625226806627,1.7945504395452836,-0.01647001615867159
2.2347310219175816,1.753644291770736,2.2886868535943328,2.732408288446325,-0.005501831396059278
2.7006411491029243,1.8877994194464567,2.9268654842341153,1.07470014791346,-0.047055935808807285
1.7151502250726722,2.4512885953803174,1.645286430782655,2.113137817553868,-0.0018954993667385052
1.010778172334346,1.0966941420099108,2.413605086713808,1.8337067585092943,-0.019168958949792984
