mu,Nn,F
4.4126220701379575,4.052792248263861,17.883440520373146
4.3609812980832015,4.079015946142134,17.788512255708987
2.4960380754214557,4.290285016294398,10.708714755080976
2.698984300972464,3.192258374707362,8.615855237983043
1.9352349971720535,3.6604221595672257,7.083777067618603
1.4069594293574197,3.19126233124865,4.4899766285034275
1.4056076828644266,4.875889806251734,6.853588172467778
2.452190684989969,1.2129907464567349,2.974484609440234
1.4809101020077375,4.3926009094474665,6.505047060889129
4.118488826398815,1.3521104717846515,5.568651870101918
3.827768528907883,1.883389665997752,7.209179691176523
4.1590680122489685,3.0139758154392164,12.535330403685247
3.8952161659853735,2.5683848555284383,10.00441420972638
2.0602888469727976,1.992273805772196,4.104659502148504
3.414380997597304,1.6041378112308102,5.477137660193808
3.4301191438414262,4.165680302437982,14.288779752515664
4.868155136060984,1.2234196578094243,5.95579669072292
1.481448929724538,2.811338637951577,4.164854616286605
1.2541233782958834,1.5516222409021236,1.9459257265992005
1.914180436867431,4.016189596747975,7.687711556845469
3.5958521389435414,1.1295088093992347,4.061546668233811
2.196782925776903,4.562867456342305,10.023629320675862
1.5835325646638103,2.7797415265937877,4.4018112287095565
4.447606857541376,2.608615133729475,11.60209455746143
3.359319232597474,1.1428077617158316,3.8390560930936646
2.8169668110490083,1.3745961089298693,3.8721916174525486
2.54481169753377,1.003250596808344,2.55308385431561
1.2555059521433147,3.3790223489856928,4.242382671576822
2.5390883820088432,2.1081052114358796,5.3526654504091375
4.0826294443042,1.4787975009652103,6.037382219604037
1.6878374530450997,1.0241183352345726,1.7285452825591086
4.30698148823574,3.3912052559454984,14.605858260165007
2.596190687339913,1.9527174363608155,5.069626823286218
2.949036836359741,3.519839818619268,10.380137283194008
3.4373157616797774,2.1901098473710032,7.5280990981784415
1.8256703391378488,4.393994413506917,8.021985271076987
2.605519361755821,2.0738122400766827,5.403357944166008
1.9454779881505917,4.972665006666063,9.67421031291554
3.8554283487061993,3.855040828084898,14.862833694018335
4.8595090988001255,1.7455277958746205,8.482408206261248
4.003901775353627,3.921294120456509,15.70047649057955
3.724211964542017,2.6616623069023984,9.912594608936418
3.7895110338797258,4.514626633084923,17.10822743992259
4.680660043508324,4.143307574188583,19.3934142104699
4.430650551731548,2.9421285350426123,13.03554341705168
1.0720429729002086,4.098969588958655,4.3942715439747815
1.968260453383999,2.021621038506765,3.979076741821957
2.6151963602561135,3.885132221288348,10.160383644227032
3.4061038617532646,2.081510547165484,7.089841112980504
4.369698340974805,1.1417124483854098,4.9889389915800075
1.324591560644944,2.2869460842894918,3.029269482899861
3.5643863022384537,2.4279472027081472,8.654141751891089
2.2147512525039845,1.9211516672281137,4.254873061243583
4.6648408763535425,1.2378012096624382,5.774145679633205
2.4679460153735824,1.9073454001665768,4.7072254802822355
4.497488051458774,1.0727399408575782,4.824635066329548
3.2439064996523257,4.7906044770985705,15.540273000523579
4.546132374526946,2.704335346178456,12.294266468839414
3.9835328278064255,2.297527916248137,9.152277877176148
2.417950925734083,1.963947558293539,4.748728816669055
4.946401943142822,2.643985671235573,13.078215861841418
1.907237540215703,3.038122391299772,5.794421076456826
3.5599691222407617,2.9972041541910333,10.669954241971816
3.2072440984726938,4.240162051118058,13.59923471501626
3.3667966688609816,1.631622464144488,5.493341077120408
4.811232131449213,2.295920062984208,11.046204378268518
1.71186210879917,4.7241270949334035,8.087054170967992
4.913165053777981,3.099736696632994,15.229518013810427
4.936892595704176,1.0939156095591571,5.4005438731578215
2.6055752463091224,1.1535800287403917,3.0057395675225305
3.2847169185692957,3.8359306554424037,12.59994632239027
4.790067644029542,3.0353746143762788,14.539649727832463
2.8491018129537955,1.9225793356439835,5.477624270730777
2.724351539508834,3.9592526707138234,10.786396108763666
4.8330890834634985,4.923628169013695,23.796333554693465
1.895684573505428,1.4638401587723373,2.7749792070624566
4.751348596888239,3.714948081094562,17.651013352621302
4.510663620692183,4.828089731254728,21.7778887082082
2.448923554785482,2.4026948826007346,5.884016092963479
3.2289490641386736,1.8146707295679296,5.859479353958211
2.2149953170396595,1.2534457568646509,2.7763764816184326
1.430460058615287,3.6130279652415807,5.168292194938141
2.5988990674045658,4.434529513161394,11.524894616133171
2.6254604570026814,4.405112510418304,11.565448704751072
1.8517393050566788,1.7934170270756835,3.320940799393941
3.891281863340801,3.136228353472494,12.203948511162698
1.2961046066513355,4.878520769684753,6.323073243232628
3.829565661364384,1.5117122894273605,5.7892014734535575
1.6369139754247182,1.3642772937684875,2.2332045685242514
4.096058244442032,4.464069947404112,18.28509051183052
4.021837922795962,2.2447405207568396,9.027982553216617
3.1004748997462337,4.731740257877312,14.670641901667373
4.880431017344091,2.0122547824549657,9.820670655092208
4.606337436070999,2.489160956552784,11.465915298575384
3.2493482776101215,2.44473196083868,7.943785586169577
4.312544674958098,2.78207752681406,11.99783362358257
1.0725151305700868,3.741701170304933,4.013031119223842
2.258498341809639,3.748116983616516,8.465115992406448
1.5608994761892494,1.2167078527828044,1.8991586500840256
1.6511739978995683,3.925675375301708,6.481973103892809
