sigma_den,epsilon,chi,Ef
2.429682241111978,1.843444256753016,4.908519155224145,0.2230698225885629
3.570606356056686,2.0236815702989666,2.3387981787350096,0.5284569686636393
4.723783536310808,3.467208322545172,1.5791678455991645,0.5282389803179603
3.3833040636675773,3.3728718243563853,2.9120367167035446,0.25641195542255163
2.2127940321371438,1.6090891446897806,3.5170022160739407,0.3044462176398029
3.91270181116211,2.38955382471055,1.2153689669745744,0.7391181483974293
4.286516775357591,4.221659183576653,3.96285013745809,0.20459272981044865
4.265966603399933,4.241778836127024,1.2919290146564255,0.4388016659107936
1.864822391497772,2.1733208502977504,2.339045929026179,0.2569752136713362
3.498435834273017,3.227642180333255,1.650803757030434,0.408894202504604
3.223629559955031,3.279096707738783,1.491160649712818,0.3946291564670257
2.5070637893030274,2.5554169425788262,2.3599439371944513,0.2919924239551768
2.154172453355653,1.6086818981110107,4.602620784329357,0.23901164727215435
2.876243727398858,3.56304784661631,2.8785427218539112,0.20813036731634146
1.993863582307576,2.6617189028976527,2.3535867502165098,0.22336941516756836
3.853538051650933,3.2883231063326823,2.087851448646548,0.3795148452639551
2.2953891306029144,1.1882371659129252,1.6633531749167567,0.7253112748464926
2.6551447877401206,1.6267698491583058,4.509553471953024,0.2962413592173143
3.764048019358992,4.098734824212868,4.9594849602883935,0.1540978592450898
2.522648413158127,1.4184787425887664,4.565250144901487,0.3195576397139991
3.5715156526660468,3.0572506705267224,4.174588651059152,0.2257593142448549
3.288523319299628,4.092969211731261,4.579694310317767,0.14399653499928725
4.555164582237425,1.1232293983620516,4.3110378397348015,0.7635829379318204
3.1165910533651964,3.294884034874409,4.922474101520889,0.15971162018497362
3.3460093731506837,4.744559753491512,4.589801847768506,0.12616381698543924
2.9309651089640134,1.5196562682714316,3.92918498280254,0.391282266997004
1.1550153074910936,1.3958561241542229,3.6521047153387527,0.17786790994524418
4.719275705461287,2.765803292046389,2.5507247645838445,0.48054830716866603
3.7376996675900216,4.244265369216372,1.819353105342266,0.31235783222611563
2.8577035528675467,3.6290512611335526,2.766669117113284,0.2090579082541058
2.4973650712685025,4.9104220064817685,4.134927608597536,0.09904416397591814
1.996646525711504,4.099615760093375,3.724795529906608,0.10308014339808408
1.590414653430786,2.1023634070618047,2.3987053840448347,0.22258149762090515
1.5713357603157312,4.662665435806573,1.5223256209441098,0.13360834629429358
4.14438927851978,3.5985796430922266,3.6171466245146746,0.2494340602833725
2.973605261333027,2.650759957719163,2.1361250113632275,0.35770050137772397
1.3004175346494464,4.143752856348989,3.0511342232250347,0.0774662154074289
1.4970930917458585,1.298799418942204,1.2280037297271928,0.517357568894063
1.4766155664070977,4.4838609050938505,3.379281622336032,0.07519906417549943
2.156284663670317,3.9131220239045112,4.03104006450121,0.10952794197700597
2.021422825138731,3.970233380194628,4.64925928126682,0.09012590133577206
4.73106058857682,1.241178987779764,1.1263049807881451,1.7926625204438742
1.4211089831121737,3.035969168151294,1.120722787642081,0.2207222552619438
1.1267300097165114,2.9623286025105044,2.9378797318027536,0.09658822423425864
2.5323861272906307,4.427229752580484,3.88885589574116,0.11700128435991075
3.492905896718017,2.355862249940881,2.781321053375992,0.39209692779233374
1.3216439202150032,3.9345781530808,4.025057057710346,0.06684597911312637
1.5627052583653924,4.120719696452687,2.1377103384047134,0.12086238257926325
2.329287614365766,1.089183164293051,4.505921722453499,0.3884115760024257
3.932692288701508,1.507526808026297,1.4364659011948606,1.0706920673401914
2.0427172234042,1.0762454331789186,3.319516364240551,0.43940177347060094
1.1907631193224888,1.8183508483167925,2.8092828200831197,0.1719113194201006
4.309109125478715,2.996573918342212,1.4813515458600683,0.5795277012195069
4.3591797460658315,3.025857691099239,2.830941754259124,0.3760544473386837
