q,C,Volt
4.866986748593052,1.2065141780182365,4.0339242068314
3.847113557356039,4.880988016958309,0.7881833645134514
1.0369958245041668,3.9515637433019593,0.2624266978514295
4.697009867726159,4.464624655279517,1.0520503357817192
4.898431012008116,3.178463625829596,1.5411316877126755
1.3130050111756266,1.6680983619698977,0.7871268512158164
1.5968560947277668,2.186997256584644,0.7301591668301955
3.9606806074022143,3.0467792704857337,1.2999565297589744
4.614261034251572,4.465682992154128,1.0332710679102133
1.961325955360285,2.914066182336018,0.6730547052256779
4.791400297995853,4.823342820967008,0.9933775134472508
3.2585714814738265,4.531911760612326,0.7190280070752187
3.476538696737721,1.4640812081262389,2.3745531856030486
2.7452578010832283,1.3941989692851815,1.9690574025389982
1.517497585014313,1.2707164956232453,1.1942062531186626
2.296125895057791,2.950711859042399,0.7781599846902563
4.695142590848208,3.6759456215896025,1.2772611660174316
4.0484134993159016,1.5289559025463595,2.6478288174129654
3.05872240795074,4.385775984360103,0.6974187507201226
3.2431383238692018,2.882969893911272,1.1249296535210422
3.5821962739179396,3.4427419617845585,1.040506757021399
4.1878827517912285,1.9064809641807436,2.1966559490883
4.8125460708101535,2.9683131611468263,1.6213067185103869
2.7308953612179763,4.379701589411964,0.6235345731818769
3.0187449873213565,1.6728550203133103,1.804546688544458
4.761925182209918,3.2826594884882656,1.4506302584563486
3.55092433646425,3.4083647150609098,1.0418263986754106
1.9867202993124768,1.668814898610321,1.1904977004740829
4.255274701153294,4.7330372979364865,0.8990579269274959
4.300571463070161,3.9919404630151467,1.0773135278229828
3.1390901166436134,1.2767448467824631,2.4586667606722403
3.7195640420611316,2.540330352293336,1.4642048577277431
4.943174236672497,1.406040103706021,3.5156708714376967
3.2987374717488818,3.5021025405653083,0.9419305784280094
4.835732630408587,3.0763673975265573,1.5718969828820133
4.847413253996462,1.836660372602949,2.639254010324521
2.4774339104190086,3.510976798070352,0.7056252584125924
1.5820334245689724,2.290004807627469,0.6908428398488902
3.4340521953625074,3.4442378926735118,0.9970426847307292
1.094670138864077,2.094160766667028,0.5227249771307219
4.386661508387817,4.6448518087419215,0.9444136624836614
3.89789016533764,4.5094598209448105,0.8643807285372295
3.43904756501014,4.540117534289277,0.75747985355813
4.964433921035061,3.0800935449827898,1.6117802425584449
3.12091893394512,1.417807951747002,2.201228262332405
3.0223469300546,1.1071510484674352,2.7298415462264702
3.0629817760827125,1.7180252256309883,1.7828502925256846
1.3816003406675494,3.5947606918490984,0.3843372227253526
2.1531486523698744,2.1640264159714877,0.9949733683834309
4.231080852537081,3.1517374502042323,1.3424598080855077
1.5142607298629436,2.9688718447899847,0.5100458386306873
2.7378214954081956,1.0277065322311905,2.66401098907514
2.9635742962198264,4.98662539706552,0.5943045767913108
4.587134719863782,2.561626643685832,1.7907116679827784
1.302919982809926,3.4657238815604563,0.3759445435749143
3.0552251011442078,2.604951731004089,1.1728528650957222
3.920156037680524,4.535059679733338,0.8644111245546015
1.9296976735836304,4.988424472697252,0.386835098766212
2.1630221761741693,4.255705593749938,0.5082640536391547
2.0584845327698167,3.9856980716783887,0.5164677543933937
1.540146055580064,3.390460239211738,0.4542586984999237
1.2859295545358989,2.4211470334592833,0.5311241063697772
1.2354137485797367,2.7830843811843406,0.44390093125886704
1.490485730186879,4.275570635584413,0.3486051002834501
2.184989648196533,3.3153629287973927,0.6590499125201691
2.35771711502674,1.3686800857482688,1.7226210416715142
3.994175009857022,4.060536364460264,0.9836569978330776
1.7559019907609716,4.584918855151163,0.3829734061243446
3.3492419542202474,4.242989168107063,0.7893590630386771
4.259678975112471,3.4312312956559747,1.2414432628034524
1.4665514112147269,3.1872716867169637,0.4601275182553834
2.8341540495712887,3.4548172164998054,0.8203484792294363
2.5269333359330983,2.2107283892718432,1.143032019761326
1.2746508136184622,3.6732906407076578,0.3470051619364651
1.9388109839326335,3.6645678535486224,0.5290694732409351
1.7682438551801165,1.641450835906633,1.0772444818327145
2.5179491626594714,4.572130530937618,0.5507168147588101
2.944412535145649,3.618474446521532,0.8137165478606975
2.410117804605004,3.142051711955563,0.7670522402398607
4.646567275809058,4.559578290447282,1.019078296241568
4.416059530796782,4.735275663854619,0.9325876346556796
3.9459351517182406,2.3274511754676435,1.6953890132304936
3.5824015198152077,2.481532202684184,1.4436248362766575
4.883950289015305,4.115017494024423,1.186860152139688
1.5313823284114858,3.7340896789202938,0.41010861015375577
3.1222298200743364,2.8867640954721674,1.0815673594428767
2.1803897110781087,1.2656981022509617,1.7226775541500994
2.405197236667146,4.067296693924071,0.5913503286495301
1.3966898086676327,1.427486395192792,0.9784260034779528
4.666644015856209,1.214493920071761,3.842459759354308
2.26592552490589,3.6294109240514287,0.6243232227825251
3.9453550050890387,3.5937703931813,1.097831684677136
2.5072940359835565,1.0953355510760607,2.289064783408504
4.934678581663304,4.573893830027033,1.0788791268541842
1.5044091617261648,4.144108875245747,0.3630235611599256
2.6230708931338644,4.840272198986668,0.5419263184584983
4.843217020462807,2.3388878974180325,2.070734995811204
2.5563029769958656,1.7843409527287415,1.4326314559370419
1.7391541148100085,1.1527970384881456,1.5086386039739053
3.77836672801998,1.2475944894500683,3.0285214947410197
