I1,I2,delta,Int
1.985968311503876,1.6126426532980451,1.4093785684573032,4.173850757762391
3.6341994637028185,2.290556820113982,3.7574596474366677,1.214545964572265
3.0577851385285313,4.62651791182258,4.572603443698852,6.636191357259606
2.0721674575660214,4.689138648255435,4.697907369049264,6.671026289918393
2.045373635581907,3.651312233733553,1.855500632546448,4.161532247442906
3.2130914341270738,4.984661806656098,3.6724987692160687,1.2954780241108237
2.345099496394908,3.7173754622627317,4.1497234868081305,2.9124311685853987
2.432182458147254,2.1894729695701702,3.5038033187915465,0.3058361565706713
1.46033133901952,1.887671141779028,3.0639717712832493,0.03738321322467275
3.762442253258461,3.725176712437046,4.9118165674474215,8.970960024685668
3.999568579853607,1.81400367789879,2.2659672666536843,2.363039751634315
4.547956208212862,1.2938130442180822,2.2257197753941007,2.886742284052497
3.8664919092864816,3.3714196974220334,2.241181113008431,2.75161889868573
1.0326451422544962,4.436024579251287,2.8448226347292382,1.3752117891045996
3.2355022401225315,3.226341810059312,4.132234141854552,2.919765520104656
3.8155420310042456,4.796970051313377,2.809824470254114,0.5227004843679683
2.834248004260296,2.5816669441426603,2.07661984702792,2.7946078309595546
2.7385049864564244,2.287124845685308,1.7811491753041775,3.980494428748204
4.194377483577569,2.6606310560990627,1.9307014540233869,4.5019784624585935
1.7733346615391286,4.49541335509843,3.331548860981635,0.7234207622777467
4.697121828753953,2.020574092763518,3.8815526569157406,2.167488782241572
2.2351043190024744,4.996200636191552,1.2452616253599165,9.368766305546613
4.166096796900082,3.5215396169746827,4.9571362441532365,9.543877250456001
2.0258150706835663,1.062595144846228,3.744829359074864,0.6719515541265721
1.7935364092278103,4.7955653226328705,3.711571543559468,1.6508651914053483
1.7875808388153915,1.283297948031739,1.2492214221354496,4.028288155280831
1.2719757299904324,2.5300466953737497,4.060813071648592,1.626208934175411
1.98589433101248,3.9214314151717033,4.835330714268759,6.591765334416554
1.060763257176085,4.611824387674073,3.697016382230547,1.913958167595461
4.024861911280594,4.1398953694824305,2.0148823464793404,4.657258474261897
3.648648833272164,1.5039420595320352,1.1876300234551027,6.904128501392015
4.136132136765725,4.687664047503864,3.3083505453334134,0.13941717026748712
3.4016896024973966,1.713662560196498,4.5169458094703785,4.177591315310979
1.855031341011844,2.9422209641823365,2.893038353572727,0.2684055711634059
4.09058095998382,3.717430334841622,1.9067010071501775,5.237248663050654
4.7828951796893655,3.3325081935716785,4.6028996530549975,7.242904717143439
2.592535081239141,3.237544606449886,4.396817919793182,4.031767544823509
4.761966172260628,4.122917531667549,3.7554451313598083,1.6408795311672986
2.264118783866305,2.5460205065222854,1.9025248619536128,3.2462762406756545
3.3176853229916463,4.820375695514722,2.7777269294179314,0.6635915588338097
3.1581412114008693,2.643745212105184,1.0652566199714824,8.600557365476801
4.972959075489124,1.5259591801387151,1.1603874162939551,8.697105681663615
3.472133172306697,2.114324151537999,4.549635793109091,4.708396772971987
4.5440483025593155,3.82458559279742,4.091501588329861,3.5181463316541723
4.24962095980184,1.6089573353544668,3.797359514717345,1.7136142249048332
3.7248065304330966,1.2228226846999195,4.7961098278519625,5.30456472408675
4.032967650025004,4.81280471156861,3.092199003919866,0.045188454878935864
1.7624428930448708,3.5448129956713994,3.0390811029541798,0.3344871581421156
4.1763076120895315,1.6457511069643314,3.9965664103014436,2.3811758039660718
1.1958951039620738,1.8290143908193253,3.557006755342296,0.3185709637528338
2.462084993260881,4.322422651467853,3.0045456636220034,0.3212142986120714
1.2828375038527011,4.743363307779683,3.9537299600364806,2.632174892738262
2.9983208456595807,3.1301162168458014,1.9617729871177032,3.7934815810221316
2.9337392043143837,1.582326417368794,2.169360032528705,2.088062980689147
1.834046899965474,3.6170321252775617,3.081688998497672,0.3090833239322777
2.025589389068137,2.4482720769197206,1.1509210886913452,6.289457783066218
2.404678465135901,4.261314542290611,3.1435500785547856,0.2637896207139541
4.202984956953652,2.8633387609884084,1.6497197175529241,6.519307681385782
1.6353297054556415,2.6945258731060098,3.256156933459509,0.1590732072729537
4.317884982248293,3.3099058150058456,4.245457637275266,4.224266110231676
