I_0,q,Volt,kb,T,I
4.866041073786547,1.9168866227127144,1.6172189717831913,1.2003352210153715,1.9282556930509869,13.705735162578586
4.037778954757695,1.517441803662937,1.1267641263328758,1.712595161889357,1.134469577802904,5.6971934097331225
3.189253329192754,1.6694282036641683,1.1773113352429996,1.005744136414124,1.9867916569185116,5.339033001457548
3.0489826488619363,1.870447285914311,1.5114592190431289,1.5828386361976048,1.1544415325457211,11.27537161182556
4.3712034369786545,1.4497960301022903,1.97905832815337,1.1993068449413395,1.3534394991707943,21.23126105101602
1.8111880668714504,1.8776844145500409,1.7489347209346389,1.6646723570054345,1.8881440323938217,3.3377009859745717
2.592673349576995,1.7037857136418209,1.0996119183711786,1.4153961405338045,1.3292752478380998,4.425234434266284
3.6557252834645935,1.7332692746845588,1.0852976805578656,1.5457749305299824,1.3289480123819457,5.478334068183587
4.660856237001858,1.8263918505919232,1.918238039161032,1.2022490892070172,1.7961113162816498,18.948417252412337
2.2812691707188346,1.0445265231773924,1.978861798562086,1.5071714250425567,1.1064591429455568,5.59775818751146
4.581124560680153,1.8396003742208404,1.2695798097621909,1.1332891378035308,1.291526372536714,18.010998771774503
3.317383493671094,1.0646708206074167,1.2332209684398363,1.8166138095438549,1.5547068705745866,1.9633284603129824
4.052597309123845,1.3921554641116536,1.4108467784769796,1.3825931350448408,1.8807311596686935,4.57274733636402
1.907904902548725,1.0090160005051998,1.6223866818072952,1.8140962592158332,1.881666317100184,1.1740772533107822
2.386244894740865,1.9966136494888704,1.6125085539940398,1.3664123966074286,1.2987416117296562,12.256536674180095
2.2304734990816257,1.924495452648434,1.9068803287819158,1.313006223862792,1.7611793894847139,8.674166596471224
3.932340268532226,1.6830714332523833,1.687994810273521,1.82482323834292,1.416686426668721,7.868700634125692
4.049712741054568,1.4302100554226471,1.4727418232368057,1.4536754299811319,1.4040988375143888,7.3160125815782475
3.0924695545675704,1.6149431721677865,1.9530182680127792,1.2622719543477872,1.2186260433785274,20.93931683831353
4.9841672897039615,1.4393663154754417,1.4540835559626202,1.4193739675981862,1.5140528553493016,8.215416761672943
3.911697349025885,1.6713359653355102,1.6757157758746482,1.8377570954103877,1.2836498780800794,8.910611348662211
4.390528375882618,1.043991194204978,1.6620894502780923,1.1583652251358338,1.5209848657281646,7.365003449198147
2.0185475620074302,1.109501167809535,1.0330919594043286,1.5739969042136726,1.0197597670218408,2.104068925712546
3.1774457601201864,1.8636864164252824,1.7086117778697243,1.0660623046442341,1.1041422682289088,44.35132236694171
3.625852127544415,1.1400373189118322,1.0217555558702751,1.719547807895195,1.2757633089219569,2.5402917989255487
1.8066018921951932,1.6891347829746617,1.391965351901927,1.352768043210249,1.9307922222339584,2.6377630535756174
3.194018316053642,1.9825315401149104,1.2109342139998822,1.2487921917435638,1.5387641109518984,7.9467747027829265
1.8697278787522624,1.942427717417014,1.0258931326673335,1.2915807779806228,1.4145581533081122,3.695239567825842
4.730736924780252,1.5159409719243002,1.0829664718313543,1.0376148940847394,1.1121406038389976,14.893039806385676
1.33539616114714,1.1101279218054838,1.5521777977113649,1.0148626502355074,1.822163377328739,2.0552550418015336
1.3036847398860358,1.4551269949146175,1.4336204920806923,1.1683690587595559,1.0641469181306509,5.6762944285482195
1.0499380603514843,1.1604634095031157,1.4977950565318428,1.5928336247156218,1.0106980025918266,2.040780560882572
4.359900677002519,1.8391409563641632,1.9819744897050533,1.979589929870961,1.966250585246544,6.762156695483477
4.264942655168451,1.8705125305383352,1.6482310199868315,1.9042298367302652,1.3113356748584817,10.394479673445497
4.721249267679208,1.6204337151754036,1.4806812798969209,1.8977328528445847,1.2845098624064817,7.912316728703258
2.7546743863330514,1.6018600505883331,1.530272683659395,1.1524253124780168,1.4451049755415533,9.248955497528948
4.047039932386103,1.8855897105046504,1.5232222346071498,1.083812121978566,1.415673408561705,22.262511782537874
3.970304564330675,1.2127541794197771,1.8703464124449976,1.6949918964591029,1.6769920634895101,4.848007788318573
2.0713860097694976,1.0352128992085905,1.6216672551004412,1.2034028360764135,1.3790469493827646,3.62482106614166
2.6002708119565776,1.0420708595937649,1.5722865269789073,1.4661948906054751,1.5055997678335842,2.8617953702121772
2.4216859588401665,1.0342808316861474,1.6826358730131603,1.4860218699788992,1.0913548037844176,4.660320054780732
2.05023634612814,1.9253898008571868,1.9992341818176358,1.0602241389991964,1.1322373516140212,48.5812002930334
1.1552100035054855,1.637365641605319,1.6040357744468454,1.6503370080072035,1.1964854423237463,3.2130640367756187
3.272588505370493,1.2061592234252037,1.566873628089316,1.6778246407474031,1.4687074474345994,3.7737848560054617
4.512505022131455,1.467916748938944,1.1679658684515994,1.9819821339464199,1.9323926698229144,2.5478846401817288
