E_n,t,h,prob
1.2261349820139111,1.6898530920454229,1.8346032934789949,0.5275875820661532
1.2608170502518865,1.1758154219712842,2.290124748879656,0.6385266552116942
1.8430852854534077,1.6165521034450152,3.593645388381449,0.7727410606337713
1.424652275711335,1.1701509038903048,3.5318120811082028,0.030606806594745413
1.8773751519754165,1.300194588324502,2.842192777993132,0.6009174309850859
1.9477940066899917,1.0099950963584727,2.980305792974062,0.7133865814623283
1.9832584185735531,1.5134775361954116,3.5802735167669337,0.7220747991168621
1.6290512298081827,1.5607300599948664,1.4222646354648414,0.945078926792164
1.4754160386850814,1.4645322522066297,3.78256110671395,0.18738689329097585
1.347644403935602,1.6342434581448682,2.7792523965189093,0.9305762627483772
1.6833149907021523,1.9672195078311259,3.1171889296008777,0.14564487165490558
1.3611934219969313,1.6877450728617311,3.6125477958192778,0.5684938993434708
1.2621285407908691,1.5223267312919762,3.76196702463439,0.004543457430105346
1.6873404490558337,1.2826478580155545,3.5523516235778767,0.4016731827597708
1.8289956232400064,1.1097551000114243,2.9032740841573297,0.9012341602117552
1.641751802850084,1.697023656898036,3.9359196115025634,0.9315273776557068
1.1512659933248184,1.4035598008858898,1.3338015296532446,0.9425501544103182
1.7262779749357882,1.9181272822941344,1.5944635092361708,0.21481040245475772
1.8230220908521169,1.2330662159989143,2.402245214396232,0.1542951928846464
1.3962555370063083,1.0977106943160604,1.6889489877639048,0.30155092447065635
1.5770883302776555,1.9023859577696456,1.5163541560916864,0.018001283476083624
1.2165503420898318,1.3367127136257817,1.1502442090290006,0.2659358514443921
1.7098922938110843,1.927588426064036,2.3785972984649315,0.43311283977665865
1.7940308811282242,1.3648067087058204,2.445549988712709,5.7653930727400523e-05
1.2120171815564065,1.7013168183737817,2.823114471472814,0.9849226413918836
1.4330443815118588,1.5965528188906957,3.023497902780831,0.9982200795061724
1.3889279712754763,1.8887928899726885,3.376526036849755,0.9715964117208488
1.6268379998482794,1.520945486056711,3.6916937251299826,0.7692013283125654
1.4959751067569351,1.713414407621143,1.6324781592584352,0.18198422847285706
1.9117200179272424,1.3267628533270759,1.8609316395323128,0.5752820924721039
1.8405670494984343,1.3488531816953,2.1710062161225583,0.6155019821105119
1.6883076317360466,1.1481411627796259,1.293699791803837,0.00010743542585116197
1.3639229287505792,1.7327706535673868,3.402661465545408,0.8835040124631542
1.4186442796437064,1.7577509063612964,1.8302552415438031,0.5785545820214549
1.133555267546491,1.4462026612653167,2.1562371647319334,0.9958312848531612
