m1,m2,r1,r2,r
2.4461567428452344,4.162551800672114,3.0118139361855687,4.552420425391423,3.9821781569018095
1.2569444741112363,2.073080967882565,4.3073682948065874,4.003907457852862,4.118451153918373
3.2811197324613883,1.4275862739069547,4.7107089810246485,2.006122704353537,3.890732061686108
1.0905548520221764,2.468767500383561,3.884570329694785,3.266792822517448,3.4560761161385067
1.0551918946679466,2.3553753856971613,4.2743749321966025,2.9581430258453723,3.3653706583512686
1.311739722487233,2.683822456523408,1.1355828740921838,3.320006066477754,2.602861758919003
1.826065657260844,3.1007496324959,4.282825243257369,2.4998215778475417,3.160670740783351
2.392856693379632,3.549923044811417,4.154025356270549,4.372042803222524,4.284258209110784
3.1248887975746187,3.1289561544732165,3.4770495629754223,3.331674375501396,3.4043146948994867
2.9802073162778218,3.418119329004885,4.554552892721448,1.7062014452936067,3.0329042370639243
3.8955779668063766,1.224460189109808,3.999275851709255,4.7548579708491205,4.1799737676849285
4.235772673482295,1.0473241060554437,3.8611171141012064,2.35465019843133,3.5624742571565897
3.1121664514955363,3.4825787527814547,1.0626791220962195,3.7600591795141383,2.4871220967918504
4.103749839428005,2.625226965449882,4.459584139187483,2.7960036071931738,3.8105587972331114
2.672484969685797,4.148604152908186,3.7663744132673216,3.510659658353675,3.6108480339563274
4.0308329503171185,1.6786051897953116,1.811405735020964,4.8430824184466434,2.7027348097378634
4.796655124926978,4.657913389021014,4.47482260193442,3.5641298230968177,4.0261582253873085
2.4227496124613235,1.2434272308157346,2.174706504106099,4.790560022989371,3.061904158842585
1.3338616111422388,4.701886214278789,4.941766886789644,3.1501944694979165,3.546120498902573
1.7014933106503154,3.4061189198829283,2.0658283361417507,3.791508342334368,3.216634437595287
1.072271564369999,2.172358163820204,1.734712189807178,2.247808247337435,2.078242423693537
1.4413554583564046,2.428205547200036,2.69549230996448,3.3622702479643323,3.1139051184140576
3.7320324406580543,1.0265032640590843,2.1028204892586064,1.3763912997695007,1.9461164146460808
2.474291032855412,3.5567944005564107,3.7342285558765864,3.0192144231149305,3.3125535038807343
3.0193326245122214,2.3207453278777943,3.833738469776705,4.841233409665684,4.271585856173267
3.316869441880463,1.5572654063780744,3.014461949195928,3.2148295043601722,3.0784785330475857
2.970099432479981,4.8333955084526865,1.6883301577164662,3.4000063955933304,2.7485228409567304
4.856323274598256,3.2830370611961097,1.6240076404978019,4.175108377189311,2.653002293624376
2.525614745168643,4.5263546426238825,4.953881508858409,2.7521973002860616,3.540715485149582
3.3515942852749316,2.564130313046173,1.992948004770254,2.9736001956198215,2.418004980855
2.796261415650732,2.886807108337836,4.8513627487443065,4.525916934602063,4.686047253131517
1.8109471761177471,1.6195827375329632,2.5539646532906968,3.2626632985674773,2.888547391495654
1.5262674787109678,1.2658756142770788,1.5811866909502346,2.691135449256964,2.0844048353806377
4.131850033348621,2.679597220680844,1.2428591305615124,2.9477888102321947,1.9135719263479332
2.175255836286707,1.6359101931725415,1.3547492102382628,4.991650047495983,2.9158575705769563
2.23456350745314,4.867310878548218,1.6398115883927198,2.006866852246076,1.891375046386764
4.54216703809524,2.147148795108332,4.554609455887356,4.591221645497015,4.566361303276062
3.9062427045107673,2.206990556113741,1.6145251491278376,1.3411933033794945,1.5158472848072952
