x1,x2,x3,y1,y2,y3,A
1.6177752329588984,1.135854912986125,2.7369253890063856,1.9755274190395544,2.4355242729573376,3.2785249785280977,14.935439793914124
4.915052977447413,4.185714092261919,2.298912514947918,3.560634886843331,2.9071638235630317,3.4617151403302366,37.62744594627414
3.655799049457341,2.539653151512579,2.7330877889348675,3.906971670378878,1.3699643902775098,4.969586015344514,31.344652554655728
1.321254656948096,4.43630168378363,3.1817796865660117,2.9543059881999607,2.2773404665040253,3.9202119523659884,26.47961064813064
2.1416727330457066,3.999240445289213,4.540415734880941,3.252277246300461,2.6014164402777653,1.4929924161177532,24.14780959990477
2.0292905579779634,1.3833777709332011,2.8600923085723444,2.5855220277294566,4.800508100874124,2.3984463278301833,18.74746952900013
4.654694652298558,3.1734792116012613,4.872654753908385,1.7671013708285517,4.5962148173489235,3.19207775045884,38.36520230139405
1.0209517870258955,3.944538937799104,1.6854668399517814,1.1251745611429995,4.202331926962943,1.8512250127325176,20.84518926662666
2.095573266185321,4.299309169574991,4.099006102097157,2.888814145751645,3.955652142572288,4.2188034172828335,40.3531941740158
3.4803832118001807,1.2627331203910406,1.74213622556631,3.6136285209090135,3.8121825195589634,3.765666169676172,23.95088461385931
1.003809906248371,4.945821254542434,3.7921658265873237,3.259581515053212,2.9664774437623453,2.1836542253052897,26.224446337800735
3.858234511386335,4.381990802823728,4.3433378782093515,4.849928265339138,2.121041102511371,2.9746628110583004,40.926508876865675
3.67734489634822,4.2710781312294195,4.468071581453112,3.215044567506676,4.422906432617665,1.4373829308475616,37.13573649766576
2.6656518998551517,4.663290687622841,3.3032209713236984,4.478564377499018,4.27542000419665,2.68566869391504,40.74717708451819
3.8929103915652616,3.5644596314146986,2.2271801876306885,1.9765488820788992,3.1343597368865006,1.3387442334681738,21.848451068030325
1.2927506778556237,1.0398761081825179,4.587260388715311,1.1775332290504852,1.9149700046179972,4.952882650219873,26.23375082704989
3.2065601905219783,1.0629182979488403,1.4699799881575628,4.63432431569519,4.157878670555643,3.468276584460212,24.378022352812966
3.05472441694134,4.747503062182603,4.184158845672369,1.6058899054233655,3.4223063815942383,4.83678123086017,41.39082210304775
3.044175368665496,1.9600231766774996,2.757251978493517,2.799947688930157,2.9565333656236867,1.8173167650971416,19.32920595354935
2.3573727343792217,1.9900596131318717,2.752566970798991,1.7583448009396843,3.9863226317792617,2.5858821722227403,19.1959076234284
3.7099711414467937,4.124430962697833,4.313311137142138,4.646514678389094,4.59851024483253,4.139891904328675,54.0613152587084
3.4679876810741908,1.7018711890721736,3.833160436512584,2.588352047800752,1.2047527847704864,4.7817623588471845,29.35596936114965
2.8935640739822723,1.7662750225006172,3.887421875442608,1.048181198099654,3.3142405715228795,3.095064475893973,20.918661147379428
3.753019479278536,3.1929478542101504,2.0090458309276094,3.642686456425319,2.712200095475493,4.4025842641969914,31.175980264197825
4.503730810710317,1.7763088357888628,2.706007142138462,1.045001882601995,4.085887476592562,1.4799363746962257,15.968923602473808
3.7525936266356728,2.450541701266844,3.2088211718889386,2.9067432818290566,2.3200653420459534,4.250359422711841,30.231886487740717
3.6648451273103686,3.450991308077613,3.857880162513048,1.8795119794681328,1.6350631457667857,4.701106415937153,30.66701420778123
1.2881909009150665,1.5468901738681766,3.6437953357255495,3.8234632797406554,4.443827102367708,3.3646819946408097,24.05967564423841
1.706736681743532,1.9994912597671872,2.9533273725548908,1.823044400741917,3.033418668432305,1.6209247706584504,13.96387235997626
1.5533301031175588,2.922848423766213,2.3275438436946545,2.422749945870979,1.3547818493496409,3.324905054794442,15.462014707322542
1.0115655701861543,1.8705866827270303,2.7707056004288244,2.3278390694909903,2.4115984421493684,4.959894142581566,20.608272263985988
3.5244932577317982,4.0863891143875835,4.525434724836475,1.350229543261547,1.689493112149704,1.033807910271724,16.34123139989125
4.333442784702319,3.6836259864508216,4.564130423442753,1.9304847768595537,3.5093930600359986,1.1013885253327622,26.319817676380488
1.153436209483638,4.339461216006153,2.9677474356882567,4.325772013335273,3.439347543641329,1.708634373754894,24.985212629389324
2.1511557828040653,2.8945095725157173,3.5498897620109804,2.3303392201693183,1.7512311085791217,4.445893756040578,25.86431062438891
4.262839512524407,1.3153944581016357,3.2163038449220656,2.8283116864344198,3.2006117804005285,3.4528945617005604,27.372263864048854
3.6115353907906433,1.6499548080165174,2.5108709905494586,1.2588485212881388,4.9530352848814525,3.9221658143314038,22.566712732171716
4.843188603670474,2.53803290996694,4.429759046775817,3.0609091504862165,1.6031782636181515,2.4341549431648137,29.67619938885045
3.680319232784538,4.315176208052382,2.6571664045464485,2.3754120816980437,2.742385437815745,1.5526222622736805,24.701726878898413
4.833390128057037,2.7340549266766643,3.2840217554946696,1.9349295875667816,4.284525235770378,2.8215690362431367,30.33249099601184
3.698177880123028,2.6079675890363507,1.0117241197612206,4.182087332015694,3.8326811745313485,1.6256365687274608,27.10630687283814
1.5969530304806554,3.7612390283352646,3.20412707300707,3.0428844552527017,1.4899990676330996,3.3754230278143518,21.278870503854517
1.0137709166342457,3.7594585044463815,4.904866027853855,2.8942604834324137,3.4266103605149643,1.4536891937483871,22.946467306004337
4.143010475202326,3.0449961918739814,2.3690852193892606,1.7933455270106826,1.5936032147303476,4.7064446555100075,23.43233349351688
