p_d,Ef,theta,E_n
3.5374205248645074,2.5535355943337943,1.2669066333613508,-2.7029588906966784
4.057247524982408,3.8748876210428063,1.063243918400997,-7.641213392620052
1.5911950710754876,2.669394572668097,2.458847607451519,3.295417549276246
4.5801313613012065,3.1005037429605062,4.3266051089371915,5.343523101374103
3.1461160218523143,3.3888291680417835,1.6098033329213086,0.41577358156655
1.8619508368736908,2.2617073438784927,1.6012471277561544,0.1282142273845941
1.0232566731442367,4.374008746434546,4.6595125706940115,0.2365504604008605
2.893175140583329,4.751243828349384,2.7696480105118595,12.806249288086214
2.7799412785378683,4.2411209344149725,1.3856359292153484,-2.170600783931545
4.461980959851019,2.0217130581234795,3.4221462340327533,8.668150927287995
3.885339695907463,2.681035144220814,4.139092222441686,5.650084073265245
2.9036097139233266,3.175766327520842,1.8129962386374452,2.211599165253424
3.394709336413133,3.0430011976970874,1.1915628883338407,-3.8242923332620875
1.0694616345374903,1.0589600234721628,4.203079512985267,0.5521864356578909
4.087363077276589,4.782003545921932,4.143586185166608,10.527823562014124
1.8240907016029944,2.4983808821231785,3.0660596816303656,4.544279369760462
4.785283449958981,3.463694314008705,3.5536886660468947,15.187175253858655
4.105600702429846,2.625122052567128,4.737605176935672,-0.271743875287198
1.0939255807694042,3.142543202902252,4.068314431220964,2.0642017564017032
2.4725398960425693,4.420075827921224,3.161856178042148,10.926570162407222
3.7148770048323168,1.816877272524972,4.221441639242368,3.1821182085088364
1.400890742106455,3.479991454203878,3.930999798714391,3.4333601928288857
1.429033630350998,2.1699353698091097,2.6200133593176496,2.6885930083858405
3.8656556570505267,1.0179026091049759,4.926810956964119,-0.837270254566886
3.980784117161701,2.9242949993367846,3.7919797138763593,9.264473698166864
1.8935057539589424,1.049107242940854,4.119615817817601,1.109779224187276
2.63009568330686,3.6932677661999684,3.2276758503152627,9.67767922600495
1.6620395142062343,1.8408432995893405,3.867947507406937,2.2873236651155957
3.017483997582754,3.5302975456519192,3.7521940314765656,8.72772436710252
3.2327471750969354,1.8384992114543557,1.9757652928204004,2.3416428073570983
2.6841674113356526,3.898006632935672,4.014129287444947,6.726449815014193
3.3612684805052035,2.1944773022526247,3.5106683346960046,6.879521051501187
4.8520475056731796,3.8042256615375263,2.755844493594621,17.10191717517782
4.154103924118808,3.680642946738383,4.5106191615823965,3.0641249873642673
3.4792084962023546,2.5509141847016332,1.0318077776248304,-4.5553385687951575
2.905452082137213,3.4159154145002764,2.9155856448978863,9.672380942453772
4.323892463276148,2.0651406116138973,3.116828521094265,8.926708020001493
2.7804607198073734,3.190307327733147,1.5364122050095506,-0.30494508861407715
4.7172914264148655,3.2984440833061126,2.2780240806698515,10.109601105069231
2.619401953696576,3.6529114171801713,3.159383772288304,9.566929022267752
4.1947028653760485,2.5136705837009368,4.175859361488989,5.38968402639108
3.1128399641357523,2.6194819651108987,2.9089795340983,7.934418469552948
3.864155717156567,2.1324687283686194,2.3232091881784287,5.63136512629444
1.2428560276114378,2.7826880064331374,4.834630229825631,-0.4217168706910815
4.666321685898387,3.199984675918948,2.4663558018575418,11.655429052427634
3.5811012477155697,1.0358437057956191,3.3817332976348737,3.6030164690930118
4.051418449634396,2.887590141948297,2.473972663786087,9.187065445890973
1.9572567965054453,4.2804633847758735,2.073037452738812,4.033078343937009
1.1789378822953842,1.7592103867530478,4.640861585441813,0.14822133747863706
1.7345637355806836,3.1662970654730684,4.471442661457175,1.3105448380340816
2.41232891289112,2.7399318579019187,1.6931301380203148,0.8065643194085834
3.8954681994563765,1.2460527671202577,3.5238890522992468,4.503553606748637
2.005925262068297,1.4944153486554934,4.690064142774811,0.06691728308980094
2.866868115758851,4.9590989721305085,1.5508643036060117,-0.2833564594673921
3.152771793897187,3.4378720223461263,1.5895240693599797,0.20297487664394653
1.7361709113434896,1.8920049440965212,4.354797736476509,1.1497573547179007
3.9260430876399512,3.6708486769056656,2.8344293119926025,13.737361838147821
4.537351334285496,2.021018155752917,2.6780775813467064,8.202502896148177
1.869069892218896,2.493670833846556,3.5192004321500185,4.332485284862845
4.831810177297589,3.301092672835157,1.4328131678224552,-2.1938891197571424
2.7647038945293985,4.216909646578427,1.6112583170757049,0.4715976718948029
3.959113965151964,3.0260586673370398,1.2830077488567166,-3.400457777859664
1.0620316282013025,1.2419332567173966,3.844067656019397,1.0066996239853787
1.1852749540793501,3.291143296225745,2.1228208669345525,2.045684361891738
4.7754325624768965,4.821592995897661,3.0328876882235827,22.889284412929182
4.987032546579874,2.4256548351804965,3.0612525848843064,12.057800981607105
4.99000897561916,2.0872777015430133,3.1093626958176994,10.410125260281893
2.6001359474994006,1.7093872249051087,1.9591420866429967,1.6829976190985954
4.6677401460967785,2.412733192118712,1.1740272374533345,-4.352096814659331
2.6137181422267397,1.3338890047396257,3.9006127830399095,2.529427738304291
3.620344726112229,3.195079808725953,4.3349098397203925,4.263451749535049
4.455922059238951,2.236851146602001,1.6767470881766635,1.0540614120327108
2.159526609469427,4.427373376258858,1.4876185172051457,-0.7943488873809081
3.6244530311988234,3.804328923395951,3.2745727615566897,13.66687415670767
1.71010561208401,3.5264761619521505,3.487583725118785,5.673269428072798
2.578657940239512,4.6241237315257075,2.9002657041817064,11.578495165572093
2.057907208488964,2.482781100501668,2.3450874796524617,3.5724941785705573
4.265929073912013,3.8664688631002564,1.9111717638278471,5.506401032798798
1.0040909395368298,4.578805991357566,3.9172083562074738,3.2825962534195297
1.973488367202936,4.401314969023876,1.4959305599875805,-0.6496725630322503
3.4219636143611845,1.240824942822627,4.735753080012693,-0.09919629213621717
2.1066792652210897,4.379863247726226,1.2536183827476195,-2.877766619457663
3.447885118541812,4.852451904554481,1.549364526338976,-0.3585415042385732
2.8296575970986333,4.126075156392118,1.3098873118345065,-3.011768258605732
4.19702525737941,3.482197804847669,4.158727631239424,7.684574429646415
2.7398702154805408,1.8651037261119032,4.070522772144832,3.059397534701806
4.1092385394933215,4.96478397655569,1.7733301296227313,4.103798549745859
1.4469045762150543,2.8235126009175553,2.7761156030680385,3.815529493526924
4.7361816488127735,4.1802831508026435,2.4120105652554487,14.758911705693198
1.4572341478083037,1.0028214000956543,2.56636183445898,1.2261664972517508
2.4856180084634363,2.25236548503733,4.162412376184474,2.926163349283988
4.467654635916674,4.842936468583104,1.68882690098856,2.54785108671335
2.3574516706103164,3.1829010511973364,1.9456599650526216,2.747386771795157
2.1178445310195086,4.651860063586066,1.8889073262906149,3.081412404805288
3.524225724869228,1.4572044574082843,1.5052845174191378,-0.3361964376413133
4.338360249878152,3.841859126478995,1.3609565733663405,-3.471865799408788
3.058844448811584,2.7710832341330494,3.5657842204253196,7.725071979632821
1.5390152413589653,2.6248277016245147,3.277776580683849,4.002247899093159
4.769378530895618,2.5021181220536333,2.4273978443375923,9.01723854423358
3.8856738890565303,2.4932090101961966,4.805211458464079,-0.8979545766913831
